Minerali,per porzione,% RDA
Calcio,"42,6 mg","4,3 %"
Rame,"0,1 mg","13,6 %"
Ferro,"2,1 mg","13,9 %"
Magnesio,"18,5 mg","6,2 %"
Manganese,"0,2 mg","10,7 %"
Fosforo,"28,4 mg","4,1 %"
Potassio,"241,4 mg","12,1 %"
Selenio,"< 0,1 mg","2,8 %"
Zinco,"0,3 mg","3,9 %"
