Minerali,per porzione,% RDA
Calcio,"26,9 mg","2,7 %"
Rame,"0,3 mg","31,5 %"
Ferro,"5,3 mg","35,5 %"
Magnesio,"67,3 mg","22,4 %"
Manganese,"< 0,1 mg","3,4 %"
Fosforo,"532,6 mg","76,1 %"
Potassio,"876,9 mg","43,8 %"
Selenio,"< 0,1 mg","263,6 %"
Zinco,"12,5 mg","179,1 %"
