Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,2 mg","105,7 %"
Vitamina B11,"0,2 mg","40,0 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","29,6 %"
Vitamina B3,"2,3 mg","14,3 %"
Vitamina B5,"4,0 mg","67,2 %"
Vitamina B6,"1,2 mg","83,6 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
