0,1
Grassi saturi totali,14.73
C4:0\÷C10:0 (laurico),1.87
C12:0 (laurico),0.69
C14:0 (miristico),2.56
C16:0 (palmitico),7.31
C18:0 (stearico),2.30
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,6.90
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.77
C18:1 (oleico),6.13
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,1.42
C18:2 W6 (linoleico),0.74
C18:3 W3 (linolenico),0.68
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.10
