0,1,2
Calorie,kcal,210.0
Calorie,kj,879.0
Grassi,g,11.6
Carboidrati,g,0.0
Proteine,g,24.63
Acqua,g,63.78
Ceneri,g,0.97
Minerali,,
Calcio,mg,15.0
Sodio,mg,82.0
Fosforo,mg,195.0
Potassio,mg,302.0
Ferro,mg,1.78
Magnesio,mg,23.0
Zinco,mg,3.7
Rame,mg,0.14300000000000002
Manganese,mg,0.013000000000000001
Selenio,mcg,9.7
Vitamine,,
Tiamina (Vit. B1),mg,0.14300000000000002
Riboflavina (Vit. B2),mg,0.297
Niacina (Vit. B3),mg,6.057
Acido Pantotenico (Vit. B5),mg,0.693
Piridossina (Vit. B6),mg,0.42100000000000004
Cobalamina (Vit. B12),mcg,1.96
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,4.503
"Acidi grassi, polinsaturi",g,0.429
"Acidi grassi, saturi",g,5.072
Colesterolo,mg,80.0
Grassi saturi,,
10:0,g,0.015
12:0,g,0.032
14:0,g,0.381
15:0,g,0.055
16:0,g,2.4730000000000003
17:0,g,0.14300000000000002
18:0,g,1.955
20:0,g,0.018000000000000002
Grassi monoinsaturi,,
14:1,g,0.015
16:1 indifferenziato,g,0.2
18:1 indifferenziato,g,4.178
20:1,g,0.034
Grassi polinsaturi,,
18:2 indifferenziato,g,0.265
18:3 indifferenziato,g,0.125
20:4 indifferenziato,g,0.03
Aminoacidi,,
Acido aspartico,g,2.168
Acido glutammico,g,3.575
Alanina,g,1.482
Arginina,g,1.462
Cistina,g,0.29600000000000004
Fenilalanina,g,1.001
Glicina,g,1.202
Isoleucina,g,1.19
Istidina,g,0.78
Leucina,g,1.915
Lisina,g,2.176
Metionina,g,0.631
Prolina,g,1.033
Serina,g,0.914
Tirosina,g,0.828
Treonina,g,1.052
Triptofano,g,0.28800000000000003
Valina,g,1.328
Altro,,
