Minerali,per porzione,% RDA
Calcio,"59,0 mg","5,9 %"
Rame,"0,7 mg","65,8 %"
Ferro,"7,1 mg","47,5 %"
Magnesio,"86,2 mg","28,7 %"
Manganese,"0,1 mg","5,9 %"
Fosforo,"966,2 mg","138,0 %"
Potassio,"1.496,9 mg","74,8 %"
Selenio,"0,1 mg","358,3 %"
Zinco,"7,1 mg","101,7 %"
