Valori nutrizionali,per porzione,% RDA
Valore calorico,383 kcal 1.605 kJ,"19,2 %"
Grassi,"19,0 g","29,2 %"
Grassi saturi,"3,2 g","14,4 %"
Grassi monoinsaturi,"5,9 g","20,4 %"
Grassi polinsaturi,"8,5 g","56,3 %"
Carboidrati,"19,3 g","7,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"32,9 g","45,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"26,7 mg","88,8 %"
Sodio,"0,8 g","0,1 %"
Acqua,"129,5 g","6,5 %"
