Minerali,per porzione,% RDA
Calcio,"16,5 mg","1,7 %"
Rame,"< 0,1 mg","6,0 %"
Ferro,"0,3 mg","1,7 %"
Magnesio,"16,5 mg","5,5 %"
Manganese,"0,2 mg","10,5 %"
Fosforo,"46,5 mg","6,6 %"
Potassio,"75,8 mg","3,8 %"
Selenio,"< 0,1 mg","2,0 %"
Zinco,"0,3 mg","4,3 %"
