Valori nutrizionali,per porzione,% RDA
Valore calorico,129 kcal 540 kJ,"6,5 %"
Grassi,"3,4 g","5,2 %"
Grassi saturi,"0,6 g","2,9 %"
Grassi monoinsaturi,"0,8 g","2,6 %"
Grassi polinsaturi,"0,9 g","6,1 %"
Carboidrati,"5,5 g","2,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"17,9 g","24,5 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"42,0 mg","140,0 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"120,9 g","6,0 %"
