Minerali,per porzione,% RDA
Calcio,"9,0 mg","0,9 %"
Rame,"< 0,1 mg","2,2 %"
Ferro,"0,5 mg","3,2 %"
Magnesio,"6,7 mg","2,2 %"
Manganese,"< 0,1 mg","0,3 %"
Fosforo,"49,8 mg","7,1 %"
Potassio,"59,4 mg","3,0 %"
Selenio,"< 0,1 mg","20,2 %"
Zinco,"0,6 mg","9,2 %"
