,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,81.8,
3,Proteine (g):,0.4,
4,Lipidi(g):,tr,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,14.8,
7,Amido (g):,0,
8,Zuccheri solubili (g):,14.8,
9,Fibra totale (g):,1,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,57,
14,Energia (kJ):,239,
15,Sodio (mg):,3,
16,Potassio (mg):,95,
17,Ferro (mg):,0.3,
18,Calcio (mg):,5,
19,Fosforo (mg):,9,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.02,
25,Riboflavina (mg):,0.01,
26,Niacina (mg):,0.4,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,4,
29,Vitamina E (mg):,,
