Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,0 g
- Acidi Grassi saturi,0 g
Carboidrati,19 g
- Zuccheri,19 g
Proteine,"0,15 g"
Sale,"0,05 g"
Sodio,"0,02 g"
Nutrition score - France,5
Nutri-Score,C
