0,1
Grassi saturi totali,2.61
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.50
C16:0 (palmitico),1.76
C18:0 (stearico),0.35
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,4.13
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.59
C18:1 (oleico),1.84
C20:1 (eicosaenoico),0.71
C22:1 (erucico),0.99
Grassi polinsaturi totali,2.46
C18:2 W6 (linoleico),0.16
C18:3 W3 (linolenico),0.15
C20:4 W6 (arachidonico),0.16
C20:5 W3 (eicosapentaenoico - EPA),0.73
C22:6 W3 (docosaesaenoico - DHA),1.26
Rapporto Polinsaturi/Saturi,0.90
