Valori nutrizionali,per porzione,% RDA
Valore calorico,134 kcal 561 kJ,"6,7 %"
Grassi,"7,6 g","11,7 %"
Grassi saturi,"5,0 g","22,7 %"
Carboidrati,"10,0 g","3,7 %"
Zuccheri,"10,0 g","20,0 %"
Proteine,"6,8 g","9,3 %"
Sale,"0,2 g","3,3 %"
