Minerali,per porzione,% RDA
Calcio,"29,0 mg","2,9 %"
Rame,"< 0,1 mg","8,6 %"
Ferro,"0,3 mg","1,7 %"
Magnesio,"8,7 mg","2,9 %"
Manganese,"0,1 mg","6,2 %"
Fosforo,"13,6 mg","1,9 %"
Potassio,"121,8 mg","6,1 %"
Selenio,"< 0,1 mg","0,3 %"
Zinco,"0,1 mg","1,7 %"
