0,1,2
Lisina,814.00,8.57
Istidina,192.00,192.00
Arginina,293.00,3.08
Acido aspartico,904.00,9.52
Treonina,450.00,4.74
Serina,428.00,4.50
Acido glutamico,999.99,17.94
Prolina,602.00,6.34
Glicina,182.00,1.92
Alanina,514.00,5.41
Cistina,198.00,2.08
Valina,575.00,6.05
Metionina,202.00,2.13
Isoleucina,484.00,5.09
Leucina,999.99,10.75
Tirosina,373.00,3.93
Fenilalanina,373.00,3.93
Triptofano,96.00,1.01
Indice chimico,92,
Aminoacido limitante,Trip.,
