,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,39g,-
3,Carboidrati disponibili,2g,-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,2g,-
6,Proteine,"28,10g",-
7,Grassi (Lipidi),"28,20g",-
8,Saturi totali,"16,69g",-
9,Monoinsaturi totali,"7,20g",-
10,Polinsaturi totali,"0,80g",-
11,Colesterolo,73mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,860mg,57.33% RDA
17,Potassio,139mg,2.96% RDA
18,Ferro,"0,50mg",6.25% RDA
19,Calcio,720mg,72% RDA
20,Fosforo,521mg,74.43% RDA
21,Magnesio,40mg,9.52% RDA
22,Zinco,"4,16mg",37.82% RDA
23,Rame,ND,-
24,Selenio,"13,10µg",23.82% RDA
25,Tiamina (Vit. B1),"0,02mg",1.67% RDA
26,Riboflavina (Vit. B2),"0,22mg",16.92% RDA
27,Niacina (Vit. B3 o PP),"0,60mg",3.75% RDA
28,Vitamina A retinolo eq.,390µg,43.33% RDA
29,Vitamina C,0mg,0% RDA
30,Vitamina E,"0,52mg",3.47% RDA
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
