Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"2,8 g"
- Acidi Grassi saturi,"1,9 g"
Carboidrati,"14,9 g"
- Zuccheri,"13,6 g"
Fibra alimentare,"0,3 g"
Proteine,"2,6 g"
Sale,"0,178 g"
Sodio,"0,07 g"
Nutrition score - France,4
Nutri-Score,C
