Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Cereales-et-pommes-de-terre,Aliments-d-origine-vegetale,Aliments-et-boissons-a-base-de-vegetaux
Grassi,"1,8 g","-90%17,5 g","-93%24,4 g","-92%22,9 g"
- Acidi Grassi saturi,"0,4 g","-84%2,47 g","-89%3,57 g","-88%3,35 g"
Carboidrati,"12,2 g","-76%50,4 g","-70%41,2 g","-69%39,2 g"
- Zuccheri,"6,3 g","+86%3,39 g","+107%3,04 g","+82%3,47 g"
Fibra alimentare,"3,9 g",?,"-28%5,38 g","-20%4,89 g"
Proteine,"2,6 g","-68%8,2 g","-69%8,27 g","-66%7,75 g"
Sale,"0,75 g","-10%0,83 g","-16%0,889 g","-10%0,833 g"
Sodio,"0,295 g","-10%0,327 g","-16%0,35 g","-10%0,328 g"
Nutrition score - France,-1,"-117%5,83","-115%6,6","-116%6,44"
Nutri-Score,A,C,C,C
