0,1,2
Calorie,kcal,26.0
Calorie,kj,110.0
Grassi,g,0.29
Carboidrati,g,4.78
Proteine,g,2.81
Fibre,g,3.0
Zuccheri,g,1.35
Acqua,g,91.46
Ceneri,g,0.66
Minerali,,
Calcio,mg,56.0
Sodio,mg,24.0
Fosforo,mg,50.0
Potassio,mg,212.0
Ferro,mg,0.81
Magnesio,mg,18.0
Zinco,mg,0.48
Rame,mg,0.038
Manganese,mg,0.294
Selenio,mcg,2.8
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,1034.0
"Vitamina A, RAE",mcg_RAE,52.0
Tiamina (Vit. B1),mg,0.053
Riboflavina (Vit. B2),mg,0.096
Niacina (Vit. B3),mg,0.47
Acido Pantotenico (Vit. B5),mg,0.27899999999999997
Piridossina (Vit. B6),mg,0.13
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,67.0
"Folato, DFE",mcg_DFE,67.0
"Folati, totali",mcg,67.0
Cobalamina (Vit. B12),mcg,0.0
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,56.4
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Alpha-tocoferolo (Vit. E),mg,1.22
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,81.1
Colina totale (Vit. J),mg,14.9
"Carotene, beta",mcg,610.0
"Carotene, alfa",mcg,20.0
"Criptoxantina, beta",mcg,1.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,1120.0
Tocoferolo beta,mg,0.0
Tocoferolo gamma,mg,0.27
Tocoferolo delta,mg,0.0
Zuccheri,,
Destrosio,g,0.75
Fruttosio,g,0.83
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.02
"Acidi grassi, polinsaturi",g,0.136
"Acidi grassi, saturi",g,0.044000000000000004
Colesterolo,mg,0.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.0
16:0,g,0.039
18:0,g,0.005
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.0
18:1 indifferenziato,g,0.02
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.031
18:3 indifferenziato,g,0.105
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Acido aspartico,g,0.214
Acido glutammico,g,0.377
Alanina,g,0.11800000000000001
Arginina,g,0.146
Cistina,g,0.02
Fenilalanina,g,0.085
Glicina,g,0.095
Isoleucina,g,0.109
Istidina,g,0.05
Leucina,g,0.131
Lisina,g,0.141
Metionina,g,0.034
Prolina,g,0.115
Serina,g,0.1
Tirosina,g,0.063
Treonina,g,0.091
Triptofano,g,0.028999999999999998
Valina,g,0.128
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
