,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"43,60g",-
3,Carboidrati disponibili,"1,20g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"30,70g",-
7,Grassi (Lipidi),"19,10g",-
8,Saturi totali,"6,62g",-
9,Monoinsaturi totali,"8,36g",-
10,Polinsaturi totali,"3,26g",-
11,Colesterolo,"90,60mg",-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"4,10mg",0.27% RDA
17,Potassio,658mg,14% RDA
18,Ferro,"1,42mg",17.75% RDA
19,Calcio,8mg,0.80% RDA
20,Fosforo,272mg,38.86% RDA
21,Magnesio,27mg,6.43% RDA
22,Zinco,"2,46mg",22.36% RDA
23,Rame,"0,07mg",7% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,41mg",34.17% RDA
26,Riboflavina (Vit. B2),"0,16mg",12.31% RDA
27,Niacina (Vit. B3 o PP),"4,10mg",25.63% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,"0,11mg",0.73% RDA
31,Vitamina B6,"0,47mg",36.15% RDA
32,Vitamina B12,"0,33µg",13.75% RDA
33,Manganese,"0,04mg",1.74% RDA
