Minerali,per porzione,% RDA
Calcio,"31,6 mg","3,2 %"
Rame,"0,1 mg","10,5 %"
Ferro,"0,8 mg","5,4 %"
Magnesio,"8,7 mg","2,9 %"
Manganese,"0,2 mg","11,1 %"
Fosforo,"20,7 mg","3,0 %"
Potassio,"94,8 mg","4,7 %"
Selenio,"< 0,1 mg","1,5 %"
Zinco,"0,2 mg","2,2 %"
