Minerali,per porzione,% RDA
Calcio,"11,2 mg","1,1 %"
Rame,"< 0,1 mg","9,4 %"
Ferro,"2,6 mg","17,7 %"
Magnesio,"29,1 mg","9,7 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"90,2 mg","12,9 %"
Potassio,"67,2 mg","3,4 %"
Selenio,"< 0,1 mg","80,3 %"
Zinco,"0,8 mg","11,2 %"
