Minerali,per porzione,% RDA
Calcio,"13,6 mg","1,4 %"
Rame,"0,0 mg","0,0 %"
Ferro,"30,2 mg","201,1 %"
Magnesio,"0,0 mg","0,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"684,9 mg","97,8 %"
Potassio,"0,0 mg","0,0 %"
Selenio,"< 0,1 mg","125,5 %"
Zinco,"0,0 mg","0,0 %"
