Minerali,per porzione,% RDA
Calcio,"47,4 mg","4,7 %"
Rame,"0,5 mg","50,8 %"
Ferro,"4,0 mg","26,4 %"
Magnesio,"142,1 mg","47,4 %"
Manganese,"1,5 mg","76,5 %"
Fosforo,"438,1 mg","62,6 %"
Potassio,"457,3 mg","22,9 %"
Selenio,"< 0,1 mg","186,0 %"
Zinco,"3,0 mg","42,3 %"
