Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (1g),Non-sugared beverages,Non-Alcoholic beverages,Bevande
Grassi,?,?,"0,29 g","0,604 g","0,527 g"
Carboidrati,?,?,"5,66 g","8,35 g","9,03 g"
Proteine,?,?,"0,51 g","0,761 g","0,745 g"
Sale,"0,003 g",0 g,"-91%0,031 g","-98%0,177 g","-98%0,136 g"
Sodio,"0,001 g",0 g,"-91%0,012 g","-98%0,07 g","-98%0,054 g"
Silicio,"1,25 mg","0,012 mg",?,?,?
Bicarbonato,19 mg,"0,19 mg",?,?,?
Potassio,"1,5 mg","0,015 mg",?,?,?
Cloruro,"1,04 mg","0,01 mg",?,?,?
Calcio,"3,8 mg","0,038 mg",?,?,?
Magnesio,"1,5 mg","0,015 mg",?,?,?
Fluoro,"0,01 mg",0 mg,?,?,?
Nitrate,"< 0,2 mg","< 0,002 mg",?,?,?
Sulfate,"3,2 mg","0,032 mg",?,?,?
