Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,19 g
- Acidi Grassi saturi,13 g
Carboidrati,50 g
- Zuccheri,27 g
Proteine,"7,3 g"
Sale,"0,58 g"
Sodio,"0,228 g"
Nutrition score - France,22
Nutri-Score,E
