0,1
Grassi saturi totali,22.60
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),
C14:0 (miristico),3.56
C16:0 (palmitico),10.63
C18:0 (stearico),2.79
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,46.71
C14:1 (miristoleico),
C16:1 (palmitoleico),8.30
C18:1 (oleico),20.65
C20:1 (eicosaenoico),10.42
C22:1 (erucico),7.32
Grassi polinsaturi totali,22.54
C18:2 W6 (linoleico),0.93
C18:3 W3 (linolenico),0.93
C20:4 W6 (arachidonico),0.93
C20:5 W3 (eicosapentaenoico - EPA),6.89
C22:6 W3 (docosaesaenoico - DHA),10.96
Rapporto Polinsaturi/Saturi,0.90
