Valori nutrizionali,per porzione,% RDA
Valore calorico,375 kcal 1.570 kJ,"18,8 %"
Grassi,"4,3 g","6,6 %"
Grassi saturi,"0,6 g","2,9 %"
Grassi monoinsaturi,"1,0 g","3,4 %"
Grassi polinsaturi,"2,5 g","16,5 %"
Carboidrati,"74,0 g","27,6 %"
Zuccheri,"0,9 g","1,8 %"
Proteine,"10,9 g","14,9 %"
Fibre alimentari,"12,7 g","4,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"10,6 g","0,5 %"
