,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"56,10g",-
3,Carboidrati disponibili,"0,30g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"30,50g",-
7,Grassi (Lipidi),"5,10g",-
8,Saturi totali,"1,72g",-
9,Monoinsaturi totali,"2,26g",-
10,Polinsaturi totali,"0,67g",-
11,Colesterolo,87mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"6,90mg",0.46% RDA
17,Potassio,683mg,14.53% RDA
18,Ferro,"0,91mg",11.38% RDA
19,Calcio,11mg,1.10% RDA
20,Fosforo,216mg,30.86% RDA
21,Magnesio,24mg,5.71% RDA
22,Zinco,"2,29mg",20.82% RDA
23,Rame,"0,05mg",5% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,64mg",53.33% RDA
26,Riboflavina (Vit. B2),"0,21mg",16.15% RDA
27,Niacina (Vit. B3 o PP),"5,99mg",37.44% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,0,0% RDA
31,Vitamina B6,"1,10mg",84.62% RDA
32,Vitamina B12,"0,42µg",17.50% RDA
33,Manganese,"0,01mg",0.43% RDA
