Minerali,per porzione,% RDA
Calcio,"77,6 mg","7,8 %"
Rame,"0,7 mg","66,2 %"
Ferro,"8,9 mg","59,2 %"
Magnesio,"159,1 mg","53,0 %"
Manganese,"0,9 mg","46,8 %"
Fosforo,"232,8 mg","33,3 %"
Potassio,"653,8 mg","32,7 %"
Selenio,"< 0,1 mg","18,1 %"
Zinco,"5,5 mg","79,0 %"
