Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Meals,Frozen foods,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"0,2 g","-98%8,64 g","-98%10,3 g","-98%10,7 g","-98%9,61 g"
- Acidi Grassi saturi,"0,06 g","-98%3,74 g","-99%5,48 g","-97%2,36 g","-97%2,12 g"
Carboidrati,"3,7 g","-85%25,1 g","-87%28,4 g","-92%47,6 g","-92%43,9 g"
- Zuccheri,2 g,"-43%3,53 g","-81%10,4 g","-77%8,59 g","-77%8,81 g"
Fibra alimentare,"2,7 g","+17%2,3 g","+25%2,16 g","-38%4,38 g","-33%4,06 g"
Proteine,"1,7 g","-80%8,41 g","-78%7,65 g","-78%7,76 g",-76%7 g
Sale,"0,05 g","-95%1,11 g","-94%0,814 g","-92%0,593 g","-91%0,533 g"
Sodio,"0,02 g","-95%0,437 g","-94%0,32 g","-92%0,233 g","-91%0,21 g"
"Fruits, vegetables and nuts (estimate from ingredients list)",100 %,?,?,+75%57 %,+75%57 %
Nutrition score - France,-8,"-224%6,45","-184%9,54","-360%3,08","-307%3,87"
Nutri-Score,A,C,C,C,C
