Minerali,per porzione,% RDA
Calcio,"9,2 mg","0,9 %"
Rame,"< 0,1 mg","6,8 %"
Ferro,"0,6 mg","4,1 %"
Magnesio,"13,4 mg","4,5 %"
Manganese,"< 0,1 mg","2,1 %"
Fosforo,"126,0 mg","18,0 %"
Potassio,"194,0 mg","9,7 %"
Selenio,"< 0,1 mg","53,8 %"
Zinco,"1,7 mg","24,6 %"
