Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (80g)
Grassi,"2,5 g",2 g
- Acidi Grassi saturi,"0,1 g","0,08 g"
Carboidrati,"8,5 g","6,8 g"
- Zuccheri,"0,2 g","0,16 g"
Proteine,"3,1 g","2,48 g"
Sale,"0,09 g","0,072 g"
Sodio,"0,035 g","0,028 g"
Nutrition score - France,-1,-1
Nutri-Score,A,A
