Minerali,per porzione,% RDA
Calcio,"59,7 mg","6,0 %"
Rame,"< 0,1 mg","2,0 %"
Ferro,"0,6 mg","4,3 %"
Magnesio,"5,7 mg","1,9 %"
Manganese,"< 0,1 mg","3,9 %"
Fosforo,"52,8 mg","7,5 %"
Potassio,"55,1 mg","2,8 %"
Selenio,"< 0,1 mg","19,1 %"
Zinco,"0,2 mg","3,4 %"
