Minerali,per porzione,% RDA
Calcio,"5,6 mg","0,6 %"
Rame,"0,1 mg","14,6 %"
Ferro,"0,3 mg","2,0 %"
Magnesio,"10,3 mg","3,4 %"
Manganese,"0,2 mg","8,4 %"
Fosforo,"92,4 mg","13,2 %"
Potassio,"68,0 mg","3,4 %"
Selenio,"< 0,1 mg","21,1 %"
Zinco,"0,4 mg","6,0 %"
