0,1
Grassi saturi totali,2.20
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.15
C16:0 (palmitico),1.14
C18:0 (stearico),0.79
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,2.27
C14:1 (miristoleico),0.22
C16:1 (palmitoleico),0.15
C18:1 (oleico),1.54
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.17
Grassi polinsaturi totali,1.55
C18:2 W6 (linoleico),0.77
C18:3 W3 (linolenico),0.13
C20:4 W6 (arachidonico),0.23
C20:5 W3 (eicosapentaenoico - EPA),0.09
C22:6 W3 (docosaesaenoico - DHA),0.09
Rapporto Polinsaturi/Saturi,0.70
