Minerali,per porzione,% RDA
Calcio,"7,2 mg","0,7 %"
Rame,"0,1 mg","13,0 %"
Ferro,"0,5 mg","3,4 %"
Magnesio,"9,6 mg","3,2 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"64,8 mg","9,3 %"
Potassio,"252,0 mg","12,6 %"
Selenio,"< 0,1 mg","17,6 %"
Zinco,"0,3 mg","4,8 %"
