0,1
Grassi saturi totali,3.33
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),1.03
C16:0 (palmitico),2.11
C18:0 (stearico),0.19
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,8.63
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),1.55
C18:1 (oleico),2.35
C20:1 (eicosaenoico),2.04
C22:1 (erucico),2.69
Grassi polinsaturi totali,2.61
C18:2 W6 (linoleico),0.22
C18:3 W3 (linolenico),0.19
C20:4 W6 (arachidonico),0.10
C20:5 W3 (eicosapentaenoico - EPA),1.09
C22:6 W3 (docosaesaenoico - DHA),1.01
Rapporto Polinsaturi/Saturi,0.80
