Valori nutrizionali,per porzione,% RDA
Valore calorico,42 kcal 175 kJ,"2,1 %"
Grassi,"2,4 g","3,7 %"
Grassi saturi,"0,9 g","4,3 %"
Grassi monoinsaturi,"1,1 g","3,8 %"
Grassi polinsaturi,"0,1 g","0,8 %"
Carboidrati,"0,5 g","0,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"4,3 g","5,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"11,5 mg","38,3 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"14,9 g","0,7 %"
