0,1
Grassi saturi totali,26.43
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.76
C14:0 (miristico),0.81
C16:0 (palmitico),19.32
C18:0 (stearico),5.53
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,36.78
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.59
C18:1 (oleico),32.05
C20:1 (eicosaenoico),1.20
C22:1 (erucico),2.93
Grassi polinsaturi totali,17.64
C18:2 W6 (linoleico),16.62
C18:3 W3 (linolenico),1.02
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.70
