name,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acqua | g,ceneri | g,destrosio | g,fibre | g,fruttosio | g,galattosio | g,grassi | g,idrossiprolina | g,zuccheri | g,c4:1 | g,c5:1 | g,c6:1 c | g,c6:1 t | g,c7:1 | g,c8:1 c | g,c8:1 t | g,c0:1 | g,c2:1 c | g,c2:1 t | g,c4:1 c | g,c0:5 n-3 | g,c1:5 | g,c2:5 n-3 | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3i | g,c8:4 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c2:4 | g,c4:0 | g,c6:0 | g,c8:0 | g,c0:0 | g,c2:0 | g,c3:0 | g,c5:0 | g,c7:0 | g,c2:6 n-3 | g,c6:1 not further defined | g,c8:1 not further defined | g,c2:1 not further defined | g,c8:2 not further defined | g,c8:3 not further defined | g,c0:3 not further defined | g,c0:4 not further defined | g,acidi grassi monoinsaturi totali | g,acidi grassi saturi totali | g,acidi grassi polinsaturi totali | g,proteine totali | g,lattosio (mse) | g,maltosio (mse) | g,saccarosio (mse) | g,"calorie, ricalcolata | kcal",carboidrati disponibili | g,amido | g,prolina | g,isoleucina | g,leucina | g,metionina | g,valina | g,istidina | g,triptofano | g,lisina | g,glicina | g,alanina | g,arginina | g,treonina | g,tirosina | g,acido aspartico | g,fenilalanina | g,serina | g,cistina | g,acido folico (vit. b9 o m o folacina) | g,alpha-tocoferolo (vit. e) | g,beta-sistosterolo | g,betaina | g,calcio | g,campesterolo | g,"carotene, alfa | g",colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fitosteroli | g,fluoro | g,folato alimentare | g,fosforo | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,potassio | g,rame | g,selenio | g,sodio | g,stigmasterolo | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g",vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",zinco | g,folati totali | g,acido pantotenico | g,vitamina k | g,vitamina b12 | g,vitamina b6 | g,niacina | g,vitamina c | g,vitamina d | g,colecalcifenolo (vit. d) | g,ß-carotene equivalente | g,retinolo equivalente | g,vitamina a retinolo eq. | g,riboflavina | g,tiamina | g,acido glutamico | g
colussi - sapori - divisione salutistica - bjorg pane integrale di segale ai semi di girasole bio,,,,,,,13.9300003051758,,,4.17000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67999982833862,,,,230.0,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"semi di girasole, non salati",0.027000000000000003,0.017,0.01,0.62,3.58,0.0,5.7,0.0,0.0,55.2,,10.54,0.001,0.0,0.02,0.0,0.0,38.836999999999996,0.017,0.14300000000000002,0.003,0.0,0.004,0.0,,0.0,0.003,,9.722999999999999,0.01,,0.05,0.0,,0.0,0.0,0.001,0.002,0.003,0.01,0.0,0.0,0.004,0.0,,0.008,0.013000000000000001,0.0,0.02,38.853,0.003,9.736,0.05,0.003,0.01,39.025,4.678,9.805,17.28,0.0,0.0,10.54,616.87,23.32,0.83,0.878,0.8420000000000001,1.315,0.435,1.002,0.4920000000000002,0.28500000000000003,0.532,1.123,0.865,1.7530000000000001,0.723,0.435,1.848,0.9420000000000001,0.857,0.268,0.0,0.02289,0.17,,0.064,0.021,,0.0,,,0.00412,,,0.000237,0.6659999999999999,,,0.311,0.002073,0.5760000000000001,0.0015970000000000001,0.0001044,0.003,0.018000000000000002,0.00134,0.00566,0.01499,,,,,0.004889999999999999,0.000237,0.001167,,0.0,0.00055,0.0067469999999999995,0.0027,0.0,0.0,,0.0,1.56e-05,0.00016299999999999998,5.3e-05,4.273
farina di segale scura,0.0,,,10.75,2.5,0.22,23.8,0.23,0.0,2.22,,2.31,,,,,,,,0.012,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.01,0.262,0.0,0.899,0.147,,0.0,0.284,0.26899999999999996,1.046,15.91,0.0,0.07,1.8,325.05,68.63,,1.014,0.353,0.857,0.199,0.498,0.233,0.18,0.338,0.68,0.647,0.764,0.49,0.271,0.8270000000000002,0.6459999999999999,0.6809999999999999,,0.0,0.0027300000000000002,,,0.037000000000000005,,0.0,0.0,0.0304,0.0,0.0049700000000000005,,,3.3e-05,0.499,0.0,0.00021,0.16,0.0060620000000000005,0.7170000000000001,0.0005600000000000001,1.8e-05,0.002,,,,,0.0,,,0.0,0.00504,3.3e-05,0.001456,5.9e-06,0.0,0.000443,0.00427,0.0,0.0,0.0,7.000000000000003e-06,0.0,3.3e-06,0.00025100000000000003,0.00031600000000000004,3.139
pomodori da insalata,,,,93.0,0.5,,1.1,,,0.2,,4.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.001,0.028999999999999998,0.0,0.078,0.003,,0.0,0.03,0.027999999999999997,0.081,1.2,,,,22.71,5.1,,0.023,0.029,0.044,0.01,0.031,0.018000000000000006,0.009000000000000003,0.044,0.03,0.034,0.029,0.03,0.021,0.166,0.031,0.032,0.016,0.0,0.00038,,,0.013000000000000001,,7.8e-05,0.0,0.0086,0.0,0.0005099999999999999,,,9e-06,0.028,0.0,0.0,0.01,0.0001,0.204,8.999999999999999e-05,4e-07,0.013000000000000001,,,,,0.0,,,0.0,7.000000000000001e-05,9e-06,0.0005,1.01e-05,0.0,8.1e-05,0.0005,0.0234,0.0,0.0,0.000346,0.0,0.0001926,4e-05,6e-05,0.442
valsoia gelato 4 coni,,,,,,,3.5999999046325697,,,16.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70000004768372,,,,286.0,30.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algida cornetto multipack mini,,,,,,,1.5,,,23.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,4.099999904632569,,,,357.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
loacker quadratini vanilla 250 grammi,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,520.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"riso integrale, crudo",,,,13.29,0.54,,2.8,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.159,,0.114,0.024,,,0.161,0.14,0.138,6.5,,,,358.03,79.15,,0.306,0.281,0.5379999999999999,0.153,0.397,0.153,0.075,0.235,0.29600000000000004,0.377,0.542,0.233,0.217,0.611,0.34800000000000003,0.342,0.133,0.000225,,,,0.003,,,0.0,,,0.004229999999999999,,,6e-06,0.095,,,0.023,0.001037,0.076,0.00021,1.51e-05,0.001,,,,,,,,,0.0011,0.000231,0.001287,,0.0,0.000171,0.004113,0.0,0.0,0.0,,0.0,0.0,4.8e-05,0.0005650000000000001,1.268
valsoia snack baci di dama,,,,,,,3.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,503.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle fruit joy - gummi orsetti,,,,,,,,,,0.30000001192092896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.699999809265139,,,,313.0,71.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale fragole,,,,,,,,,,4.099999904632569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.20000004768372,,,,103.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semola di granturco,,,,4.71,0.36,,79.0,,,0.92,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.001,0.243,0.0,0.408,0.013000000000000001,,0.0,0.243,0.13,0.42100000000000004,8.36,,,,223.95,85.64,,,,,,,,,,,,,,,,,,,0.0,0.00042,,0.0046,0.042,,2.1e-05,0.0,0.0181,0.0,0.00279,,,4e-06,0.07200000000000001,0.0,0.001355,0.064,0.00014,0.044,0.000248,1.6499999999999998e-05,0.006999999999999999,,,,,0.0,,,0.0,0.0015600000000000002,4e-06,0.0006360000000000001,3e-07,0.0,0.000152,0.002735,0.0,0.0,0.0,3.2e-05,0.0,2.13e-05,0.0001,1e-05,
granarolo - alta qualità yogurt - yogurt al limone fatto con latte fresco alta qualità,,,,,,,,,,3.5999999046325697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0999999046325697,,,,112.0,16.1000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amarene in barattolo, con sciroppo",,,,69.73,0.24,,0.8,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,0.013999999999999999,0.013999999999999999,,,0.025,0.021,0.027999999999999997,0.71,,,,114.01,29.23,,,,,,,,,,,,,,,,,,,0.0,,,,0.01,,,0.0,,,0.00126,,,7.000000000000003e-06,0.009000000000000001,,,0.005,7.000000000000001e-05,0.091,6.500000000000001e-05,,0.006999999999999999,,,,,,,,,6e-05,7.000000000000003e-06,0.000105,,0.0,4.400000000000001e-05,0.00016299999999999998,0.0019,0.0,0.0,,0.0,0.0002088,3.8e-05,1.6e-05,
nestle - baby omogeneizzato di pesca gialla,,,,,,,1.70000004768372,,,0.100000001490116,,11.1999998092651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,49.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lemon soda (o lime soda), con caffeina",,,,89.49,0.0,4.32,0.0,5.87,,0.0,,10.19,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.09,,,0.0,40.63,10.42,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.002,,0.0,0.0,0.0004,0.0,2e-05,,4.16e-05,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.01,,,,,0.0,,,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
orzo decorticato,,,,9.44,2.29,,17.3,,,2.3,,0.8,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.006,,,,0.0,0.006,0.24100000000000002,0.0,0.9990000000000001,0.11,,0.0,0.295,0.48200000000000004,1.1079999999999999,12.48,,,,353.97,73.48,,1.484,0.456,0.848,0.24,0.612,0.281,0.20800000000000002,0.465,0.452,0.486,0.625,0.424,0.358,0.779,0.7000000000000001,0.527,0.276,0.0,0.00057,,,0.033,,0.0,0.0,,0.0,0.0036000000000000008,,,1.9e-05,0.264,0.0,0.00016,0.133,0.001943,0.452,0.0004980000000000001,3.77e-05,0.012,,,,,0.0,,,0.0,0.00277,1.9e-05,0.00028199999999999997,2.2e-06,0.0,0.00031800000000000003,0.0046040000000000005,0.0,0.0,0.0,1.3e-05,0.0,6.6e-06,0.000285,0.0006459999999999999,3.261
barilla - mulino bianco panetti rugotti,,,,,,,3.0,,,17.5,,1.79999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,13.0,,,,454.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco panbauletto 5 cereali e soia,,,,,,,4.0,,,5.5,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89999997615814,,12.0,,,,272.0,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,
agnesi dado gusto verdure,,,,,,,,,,20.1000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800000190734861,,,,246.0,10.3999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle mio - dolce mio,,,,,,,,,,7.300000190734861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,152.0,14.6000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cernia,,,,79.22,1.17,,0.0,,,1.02,,,,,,,,,,0.028999999999999998,,,,0.027000000000000003,,0.01,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.22,0.027000000000000003,0.145,0.006999999999999999,0.012,0.01,,0.033,0.20199999999999999,0.233,0.321,19.38,,,,92.02,0.0,,0.685,0.893,1.575,0.5740000000000001,0.998,0.5700000000000001,0.217,1.7790000000000001,0.93,1.172,1.159,0.8490000000000001,0.654,1.984,0.7559999999999999,0.7909999999999999,0.20800000000000002,0.0,,,,0.027000000000000003,,,0.037000000000000005,,,0.0008900000000000002,,,9e-06,0.162,,,0.031,1.3999999999999995e-05,0.483,2e-05,3.65e-05,0.053,,,,,,,,,0.00048,9e-06,0.00075,,6e-07,0.0003,0.000313,0.0,,,,4.3e-05,4.29e-05,5e-06,7.000000000000001e-05,2.892
trota di mare,,,,78.09,1.26,,0.0,,,3.61,,,,,,,,,,0.05,,,,0.165,,0.076,,,,,,,,,0.008,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.207,0.36200000000000004,0.47,0.0,0.069,0.004,,0.193,0.884,1.0090000000000001,0.725,16.74,,,,103.97,0.0,,0.5920000000000001,0.772,1.361,0.496,0.863,0.493,0.188,1.538,0.804,1.013,1.002,0.7340000000000001,0.5650000000000001,1.715,0.654,0.6829999999999999,0.179,0.0,,,,0.017,,,0.083,,,0.00027,,,5e-06,0.25,,,0.031,1.5e-05,0.341,3e-05,3.65e-05,0.058,,,,,,,,,0.00045,5e-06,0.00075,,3e-06,0.0004,0.0024,0.0,,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00017,6e-05,2.5
nestle - buitoni vol au vent buitoni,,,,,,,3.0999999046325697,,,26.0,,1.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6000003814697,,5.1999998092651385,,,,382.0,31.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale ananas,,,,,,,,,,4.099999904632569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0999999046325697,,,,103.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vino da tavola comune,,,,86.58,0.24,,0.0,,,0.0,,0.79,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.07,,,,82.94,2.72,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.008,,0.0,0.0,0.005,0.0,0.00037,,0.0001533,1e-06,0.02,0.0,0.0,0.011,0.000124,0.099,6.999999999999997e-06,2e-07,0.005,,,,,0.0,,,0.0,0.00013000000000000002,1e-06,3.700000000000001e-05,0.0,0.0,5.400000000000001e-05,0.00016600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,5e-06,
nestle - buitoni fagottini ai carciofi buitoni,,,,,,,5.800000190734861,,,9.39999961853027,,2.2999999523162797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70000004768372,,8.80000019073486,,,,288.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
kellogs snack - kellogg's extra snack di cereali mokaccino,,,,,,,4.5,,,14.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,420.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,
nestle - motta coppa del nonno cappuccino,,,,,,,0.6000000238418579,,,12.6000003814697,,26.600000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.300000190734861,,3.70000004768372,,,,240.0,27.899999618530305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
asparagi lessi,,,,92.63,0.63,0.42,2.0,0.79,0.0,0.22,,1.3,0.0,0.0,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.028999999999999998,0.0,0.0,0.0,0.048,0.105,2.4,0.0,0.0,0.08,22.47,4.11,0.0,0.077,0.08199999999999999,0.14,0.034,0.125,0.053,0.029,0.113,0.101,0.125,0.099,0.092,0.057,0.555,0.08199999999999999,0.116,0.034,0.0,0.0015,,0.0009000000000000002,0.023,,0.0,0.0,0.0261,0.0,0.00091,,2.1899999999999997e-05,0.000149,0.054000000000000006,2.9999999999999997e-05,0.000771,0.014,0.000154,0.224,0.000165,6.0999999999999975e-06,0.014,,2e-05,0.0,0.00021,0.0,,,0.0,0.0006,0.000149,0.000225,5.06e-05,0.0,7.900000000000001e-05,0.001084,0.0077,0.0,0.0,0.0006039999999999999,0.0,0.0003018,0.00013900000000000002,0.000162,0.255
ferrero kinder bueno - confezione singola 2 pz,,,,,,,2.2999999523162797,,,37.5,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7999992370605,,9.30000019073486,,,,568.0,48.2000007629395,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,0.22,,,0.055,,,,,0.106,,,,,,,,,,,,,,,,,,,,,,,,
cornetto al burro,,,,23.2,1.6,,2.6,,,21.0,,11.26,,,,,,,,0.001,,,,0.003,,0.0,,,,,,,,,0.001,,,,,0.595,0.35100000000000003,0.205,0.45899999999999996,0.514,,,,0.002,0.429,4.822,0.0,0.795,0.289,,0.006,5.525,11.659,1.094,8.2,,,,406.07,45.8,,0.778,0.365,0.623,0.17500000000000002,0.41,0.187,0.099,0.329,0.2880000000000001,0.325,0.339,0.28400000000000003,0.271,0.501,0.41600000000000004,0.44,0.172,5.9999999999999995e-05,0.00084,,,0.037000000000000005,,0.0,0.067,0.0388,1e-06,0.00203,,,2.8000000000000013e-05,0.105,0.0,7.4e-05,0.016,0.00033,0.11800000000000001,8e-05,2.27e-05,0.34700000000000003,,,,,0.0,,,0.0,0.00075,8.8e-05,0.0008609999999999999,1.8e-06,1.6e-07,5.8e-05,0.0021880000000000003,0.0002,0.0,0.0,3.8e-05,0.000202,0.00022319999999999998,0.00024100000000000008,0.000388,2.3000000000000003
"pancetta di maiale, basso contenuto di sodio",0.0,,,12.32,7.43,,0.0,,,41.78,0.65,0.0,0.0,0.0,,,0.073,,,0.32,,,,0.0,,0.0,,,4.0,,,0.2,0.0,,0.0,0.19399999999999998,,,,0.0,0.0,0.0,0.005,0.0,,0.0,0.10400000000000001,0.0,1.212,16.915,0.0,4.0,0.2,0.0,0.154,18.52,13.739,4.548,37.04,,,,540.63,1.43,,2.031,1.737,2.884,0.8240000000000002,1.971,1.392,0.31,3.072,2.6,2.37,2.398,1.45,1.159,3.484,1.469,1.408,0.41200000000000003,0.0,0.00031,,0.0035,0.011,,0.0,0.11,0.1232,0.0,0.00144,,,2e-06,0.5329999999999999,0.0,0.0,0.033,2.2000000000000006e-05,0.5650000000000001,0.00016399999999999995,6.2e-05,1.03,,0.0,0.0,7.000000000000001e-05,0.0,,1e-06,0.0,0.0035,2e-06,0.0011710000000000002,1e-07,1.23e-06,0.000349,0.011099,0.0,1e-06,1.05e-06,0.0,1.1e-05,1.11e-05,0.000264,0.000404,5.452000000000001
kraft simmenthal - petto di pollo grigliato in gelatina,,,,,,,0.6000000238418579,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30000001192092896,,10.5,,,,54.0,0.6000000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - centrale del latte milano burro centrale del latte di milano 125 g,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000000119209291,,,,756.599975585938,1.1000000238418601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
germogli di bamboo,,,,95.92,0.81,,1.0,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,0.005,,0.083,0.015,,,0.005,0.051,0.098,1.53,,,,10.99,1.52,,0.129,0.051,0.08199999999999999,0.017,0.062,0.025,0.016,0.079,0.051,0.07200000000000002,0.057,0.05,,0.249,0.053,0.075,0.013000000000000001,0.0,,,,0.012,,,0.0,,,0.00024,,,2e-06,0.02,,,0.003,0.000113,0.5329999999999999,8.199999999999999e-05,4e-07,0.24,,,,,,,,,0.00047,2e-06,6.6e-05,,0.0,9.8e-05,0.0003,0.0,0.0,0.0,,0.0,0.0,5e-05,2e-05,0.145
"milkshake alla vaniglia, burger king",0.29600000000000004,0.237,0.059000000000000004,68.13,0.91,0.0,0.0,0.0,0.13,8.74,,11.67,0.068,0.0,0.14300000000000002,0.03,0.017,1.9969999999999999,0.207,0.009000000000000001,0.0,0.0,0.0,0.0,,0.005,0.047,,0.255,0.059000000000000004,,0.034,0.003,,0.004,0.002,,0.011000000000000001,,0.198,0.152,0.09300000000000001,0.22699999999999998,0.249,,0.084,0.053,0.0,0.172,2.204,,,,,0.013000000000000001,2.47,5.335,0.434,3.19,4.26,0.0,7.28,167.54,19.03,1.0,,,,,,,,,,,,,,,,,,,0.00032,,,0.10400000000000001,,,0.031,,,0.00042,,,,0.097,,,0.012,6.1e-05,0.153,0.00019,3.2e-06,0.1,,,,,,,,,0.00067,,0.00062,,3.6e-07,3e-05,8.999999999999999e-05,0.0,,,,,,0.00017999999999999998,0.0,
pepe,0.0,0.0,,12.46,4.49,0.24,25.3,0.23,0.15,3.26,0.0,0.64,0.016,0.0,,,0.0,0.647,0.0,0.0,,,0.0,0.0,,0.0,,,,,,0.152,0.0,,0.0,0.0,,,,0.0,0.012,0.102,0.036000000000000004,0.09300000000000001,0.0,0.0,0.0,0.0,0.077,0.647,0.0,0.6940000000000001,0.152,0.152,0.0,0.7390000000000001,1.392,0.998,10.39,0.0,0.0,0.02,250.96,63.95,,1.413,0.366,1.014,0.096,0.547,0.159,0.058,0.244,0.441,0.616,0.308,0.244,0.483,1.413,0.446,0.409,0.138,0.0,0.0010400000000000001,,0.0089,0.443,,1.2e-05,0.0,0.0113,2.5e-05,0.009710000000000002,0.092,3.4200000000000005e-05,1.7e-05,0.158,2e-05,0.000454,0.171,0.012753,1.329,0.00133,4.9000000000000005e-06,0.02,,0.0,0.0,0.00656,0.0,,,0.0,0.00119,1.7e-05,0.001399,0.00016369999999999994,0.0,0.000291,0.001143,0.0,0.0,0.0,0.00031,0.0,0.00016409999999999998,0.00017999999999999998,0.00010800000000000001,1.413
red bull,,,,88.45,0.28,,0.0,,,0.08,,10.06,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,,,,45.41,10.94,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.013000000000000001,,0.0,0.0,0.0003,0.0,2e-05,,,0.0,0.0,0.0,0.0,0.003,3e-06,0.003,5e-06,2e-07,0.038,,,,,1.96e-06,,,0.0,0.0,0.0,0.0019,0.0,1.96e-06,0.001957,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.000575,2.5e-05,
lombata di maiale magra,,,,73.98,1.0,,0.0,,,4.02,0.055999999999999994,0.0,0.0,0.0,,,0.0,1.409,0.018000000000000002,0.017,,,,0.0,,0.0,,,0.353,,0.009000000000000001,0.016,0.0,,0.0,0.013000000000000001,,,,0.0,0.0,0.0,0.003,0.001,,0.0,0.01,0.0,0.094,1.426,0.0,0.36200000000000004,0.016,0.001,0.034,1.537,,0.424,21.65,,,,128.59,0.0,,0.875,1.065,1.844,0.596,1.131,0.935,0.228,2.008,0.975,1.271,1.44,0.972,0.8240000000000002,2.1180000000000003,0.91,0.936,0.25,0.0,0.00024,,0.0031000000000000003,0.012,,0.0,0.069,0.0835,0.0,0.00085,,,0.0,0.219,0.0,0.0,0.025,1.3000000000000001e-05,0.353,9.2e-05,3.09e-05,0.059000000000000004,,,,,0.0,,4e-07,0.0,0.00205,0.0,0.000875,0.0,5.3e-07,0.0008029999999999999,0.006344,0.0,4e-07,4e-07,0.0,0.0,0.0,0.000292,0.000517,3.4560000000000004
