name,acido aspartico | g,acido fitico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,amido | g,aminoacido limitante,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,calcio | g,carboidrati disponibili | g,categoria,cistina | g,codice alimento,colesterolo | g,energia | kj,energia | kcal,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,indice chimico,isoleucina | g,istidina | g,leucina | g,lipidi | g,lisina | g,magnesio | g,metionina | g,niacina | g,nome scientifico,potassio | g,prolina | g,proteine | g,rame | g,rapporto polinsaturi/saturi,riboflavina | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
"agnello, coscio, cotto [tessuto muscolare privato del grasso visibile, cotto in forno senza aggiunta di grassi e di sale]",,0.0,,63.8,,0.0,0.0,,,0.02,0.17,0.01,0.98,0.08,0.53,1.53,0.37,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.011,0.0,Carni Fresche,,104033.0,0.116,690.0,165.0,,0.003,0.0,0.0,0.0,0.23,,,,,,4.5,,0.02,,0.00428,Ovis agnus,0.302,,31.1,0.0002,0.3,0.00028000000000000003,1.8e-05,,0.065,0.0001,,,,,5e-08,0.0,,0.004860000000000001,0.0
dolce verde,,0.0,,52.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.36,2.5,Formaggi e latticini,,161200.0,,1112.0,266.0,,,0.0,0.0,0.0,0.3,,,,,,20.0,,,,,,,,19.1,,,0.0003,,,,,,,,,,5e-05,,,2.5
bacon,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Carni Trasformate e Conservate,,110010.0,0.067,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0
"bovino adulto o vitellone, grasso separato",,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Carni Fresche,,196000.0,0.075,,,,,0.0,0.0,0.0,,,,,,,,,,,,Bos taurus,,,,,,,,,,,,,,,,0.0,,,0.0
"tacchino intero, senza pelle crudo",,0.0,,74.9,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Carni Fresche,,106710.0,0.063,457.0,109.0,,,0.0,0.0,0.0,,,,,,,2.4,,,,,Meleagris gallopavo,,,21.9,,,,,,,,,,,,5e-08,0.0,,,0.0
fette biscottate,0.552,,3.966,4.0,0.359,0.0,72.8,Lis.,0.458,,,,,,,,,,,,,,,,,0.055,82.3,Cereali e Derivati,0.26,1500.0,,1706.0,408.0,0.595,0.0038,,,3.5,0.124,0.426,28.0,0.427,0.23500000000000001,0.8300000000000001,6.0,0.186,,0.17300000000000001,0.0026000000000000003,,,1.239,11.3,,,0.0003,,0.498,,0.0005,0.297,0.249,0.112,0.54,0.0,0.0,,,2.2
"gelato confezionato- stracciatella, in vaschetta",,0.0,,57.8,,0.0,0.05,,,,,,,,,,,,,,,,,,,,31.5,Dolci,,206090.0,,806.0,193.0,,,0.0,0.0,0.0,,,,,,,7.0,,,,,,,,2.9,,,,,,,,,,,,,,,,31.5
"prosciutto crudo, disossato",2.677,0.0,4.25,53.0,1.847,0.0,0.0,Trip.,1.693,0.0,0.18,0.0,2.67,0.37,1.22,5.24,1.28,0.12,0.05,0.11,0.11,0.0,0.0,0.0,0.0,0.015,0.0,Carni Trasformate e Conservate,0.312,110540.0,0.066,936.0,224.0,1.081,0.0012,0.0,0.0,0.0,0.177,1.2550000000000001,95.0,1.3920000000000001,0.97,2.234,12.9,2.317,0.026000000000000002,0.675,0.005,,0.454,1.124,26.9,0.00016,0.4,0.0002,5.6e-06,1.083,2.238,0.0006,0.882,1.218,0.28200000000000003,1.416,5e-08,0.0,,0.0025,0.0
funghi porcini,0.313,,0.417,92.0,0.314,0.0,0.0,Lis.,0.14,,,,,,,,,,,,,,,,,0.022,1.0,Verdure e Ortaggi,0.051000000000000004,6030.0,0.0,107.0,26.0,0.11800000000000001,0.0012,,,2.5,0.14200000000000002,0.259,68.0,0.109,0.078,0.20700000000000002,0.7,0.154,,0.058,0.004,Boletus edulis,0.23500000000000001,0.20700000000000002,3.9,,,0.00026000000000000003,,0.187,0.052000000000000005,0.00038,0.065,0.181,0.038,0.14300000000000002,0.0,0.003,,,1.0
formaggio molle da tavola,,0.0,,38.9,,0.0,0.0,,,1.13,2.86,0.0,7.79,0.67,2.89,7.89,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604,1.0,Formaggi e latticini,,160400.0,,1578.0,377.0,,,0.0,0.0,0.0,0.48,,,,,,30.2,,,,0.0003,,,,25.4,,0.0,0.0003,,,,7.000000000000001e-05,,,,,0.00031,0.0,,,1.0
"caramelle tipo ""mou""",,0.0,,4.8,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.095,71.1,Dolci,,202020.0,,1798.0,430.0,,0.0015,0.0,0.0,0.0,0.064,,,,,,17.2,,,,0.0,,0.21,,2.1,,,0.0,,,0.32,0.0,,,,,0.0,0.0,,,70.0
olive nere,,,,68.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.062,0.8,Frutta,,8810.0,0.0,984.0,235.0,,0.0016,,,3.9,0.018000000000000002,,,,,,25.1,,,,0.001,Olea europeae L.,0.432,,1.6,,,0.0001,,,0.054,0.0001,,,,,1.4999999999999999e-05,5e-05,,,0.8
olive verdi in salamoia,,,,78.0,,0.0,0.0,,,0.0,0.0,0.0,1.26,0.08,0.24,6.06,0.93,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Frutta,,8830.0,0.0,450.0,108.0,,,,,2.8,,,,,,,11.0,,,,,Olea europeae L.,,,1.2,,0.6,,,,,,,,,,,,,,1.0
prosciutto crudo san daniele,,0.0,,42.8,,0.0,0.0,,,0.02,0.28,0.0,4.93,0.73,2.46,9.52,1.91,0.01,0.05,0.15,0.02,0.0,0.01,0.0,0.0,,0.0,Carni Trasformate e Conservate,,110530.0,0.069,1340.0,320.0,,,0.0,0.0,0.0,,,,,,,23.0,,,,,,,,28.3,,0.3,,,,,,,,,,5e-08,0.0,,,0.0
riso integrale crudo,,0.52,,12.0,,0.0,69.2,,,,,,,,,,,,,,,,,,,0.032,77.4,Cereali e Derivati,,110.0,0.0,1411.0,337.0,,0.0016,1.8,0.12,1.9,0.221,,,,,,1.9,,,,0.0047,Oryza sativa,0.214,,7.5,,,5e-05,,,0.009000000000000001,0.00048,,,,,0.0,0.0,0.0007,,1.2
aragosta  fresca,1.728,0.0,2.499,78.1,1.072,0.0,0.0,,1.326,0.0,0.0,0.0,0.38,0.0,0.13,0.32,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.06,0.44,0.06,1.0,Prodotti della pesca,0.202,128050.0,0.07,355.0,85.0,0.645,0.0008,0.0,0.0,0.0,0.28,1.045,,0.746,0.299,1.387,1.9,1.262,0.019,0.466,0.002,Palinurus elephas,,0.7010000000000001,16.0,0.0004,1.1,0.00017999999999999998,5.4e-05,0.8160000000000001,,0.00015,0.58,0.73,,0.765,5e-08,5e-05,,0.0022,1.0
"mais, amido",,,,12.0,,0.0,76.7,,,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,86.8,Cereali e Derivati,,300.0,0.0,1367.0,327.0,,,0.0,0.0,0.0,,,,,,,0.05,,,,,Zea mays,0.0,,0.3,,1.0,,,,0.0,,,,,,,0.0,0.0,,2.5
butirro calabro,,0.0,,32.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.135,0.3,Formaggi e latticini,,160430.0,,1841.0,440.0,,,0.0,0.0,0.0,0.202,,,,,,37.8,,,,,,,,24.7,,,,,,,,,,,,,5e-05,,,0.3
ananas,,0.0,,86.4,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,10.0,Frutta,,7460.0,0.0,165.0,40.0,,0.0005,0.83,0.15,1.0,0.008,,,,,,0.0,,,,0.0002,Ananas sativa,0.25,,0.5,,,1e-05,,,0.002,5e-05,,,,,7e-06,0.017,,,10.0
"riso parboiled, cotto  [bollito in acqua distillata senza aggiunta di sale]",,,,73.4,,0.0,21.0,,,,,,,,,,,,,,,,,,,0.019,23.3,Cereali e Derivati,,125.0,0.0,404.0,97.0,,,,,0.3,0.057,,,,,,0.1,,,,,Oryza sativa,0.043000000000000003,,2.1,,,,,,0.004,7.000000000000001e-05,,,,,0.0,0.0,5e-05,,0.2
"fagioli -cannellini in scatola, scolati",0.717,,0.9570000000000001,76.7,0.258,0.0,11.1,Solf.,0.387,,,,,,,,,,,,,,,,,0.039,12.5,Legumi,0.056,4210.0,0.0,319.0,76.0,0.372,0.002,3.93,0.91,4.8,0.078,0.24,79.0,0.323,0.168,0.513,0.6,0.422,,0.062,,Phaseolus vulgaris,0.19,0.248,6.0,0.0002,,,,0.354,0.431,,0.195,0.246,0.054,0.353,,0.0,,0.00068,0.3
ostrica,,0.0,,85.7,,0.0,4.5,,,,,,,,,,,,,,,,,,,0.186,5.4,Prodotti della pesca,,127130.0,0.15,289.0,69.0,,0.006,0.0,0.0,0.0,0.267,,,,,,0.9,,,,0.0015,Ostrea edulis,0.26,,10.2,,,0.0002,,,0.51,0.0001,,,,,7.5e-05,5e-05,,,0.5
olive da tavola conservate,,,,58.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.07,5.0,Frutta,,8800.0,0.0,1120.0,268.0,,0.0035,,,4.4,0.025,,,,,,27.0,,,,0.0012,Olea europeae L.,,,1.5,,,0.0001,,,,0.0,,,,,2.9999999999999997e-05,5e-05,,,5.0
melù o pesce molo  fresco,,0.0,,80.5,,0.0,0.0,,,0.0,0.01,0.0,0.03,0.0,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.01,0.07,0.031,0.05,Prodotti della pesca,,121310.0,0.052000000000000005,303.0,72.0,,0.001,0.0,0.0,0.0,0.218,,,,,,0.3,,0.021,,0.0017,Gadus poutassou,0.356,,17.4,0.0013000000000000002,2.0,,,,0.07200000000000001,,,,,,5e-08,0.002,,0.0025,0.05
"patate, cotte con buccia [bollite in acqua distillata senza aggiunta di sale]",,0.08,,78.5,,0.0,15.9,,,,,,,,,,,,,,,,,,,0.01,17.9,Verdure e Ortaggi,,6505.0,0.0,354.0,85.0,,0.0006,0.85,0.71,1.6,0.054,,,,,,1.0,,0.028,,0.0024,Solanum tuberosum,0.5700000000000001,,2.1,0.00019,,3e-05,5e-08,,0.007,8e-05,,,,,3e-06,0.008,,0.00124,0.4
spumante,5e-05,0.0,5e-05,87.3,5e-05,12.1,0.0,,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.6,Bevande Alcooliche,5e-05,409000.0,0.0,364.0,87.0,5e-05,0.0003,0.0,0.0,0.0,,5e-05,,5e-05,5e-05,5e-05,0.0,5e-05,,5e-05,0.0,,0.056,5e-05,0.05,1e-05,,0.0,,5e-05,0.003,0.0,5e-05,5e-05,5e-05,5e-05,0.0,0.0,0.0,8e-05,0.6
olio di cocco,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,44.8,17.0,0.0,8.4,0.0,2.6,6.25,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olii e Grassi,0.0,9620.0,0.0,3762.0,899.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,Cocos nucifera,5e-05,0.0,0.0,,0.0,0.0,,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000001,,0.0
farina di segale,0.842,,2.492,10.2,0.491,0.0,,Lis.,0.5730000000000001,,,,,,,,,,,,,,,,,,65.0,Cereali e Derivati,0.234,280.0,0.0,1302.0,311.0,0.55,,10.69,3.58,14.3,,0.562,71.0,0.491,0.269,0.784,2.3,0.48,,0.187,,Secale cereale,,0.608,11.7,,,,,0.491,,,0.374,0.433,0.14300000000000002,0.608,0.0,0.0,,,
"patate, cotte [in forno a microonde senza aggiunta di acqua e di sale]",,0.08,,78.5,,0.0,15.9,,,,,,,,,,,,,,,,,,,0.01,17.9,Verdure e Ortaggi,,6514.0,0.0,354.0,85.0,,0.0006,0.85,0.71,1.6,0.054,,,,,,1.0,,0.032,,0.0025,Solanum tuberosum,0.5700000000000001,,2.1,0.00021,,4e-05,5e-08,,0.007,0.0001,,,,,3e-06,0.008,,0.00126,0.4
radicchio verde,,,,88.1,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.115,0.5,Verdure e Ortaggi,,5450.0,0.0,58.0,14.0,,0.0078,,,0.05,0.045,,,,,,0.5,,,,0.0003,Cichorium intybus,,,1.9,,,0.0005300000000000001,,,,6e-05,,,,,0.000542,0.046,,,0.5
"orata fresca d'allevamento, filetti",,0.0,,69.1,,0.0,0.0,Leu.,,0.0,0.23,0.0,1.32,0.46,0.35,1.72,0.42,0.05,0.0,0.07,0.07,0.46,0.0,0.24,0.95,0.03,1.2,Prodotti della pesca,,121730.0,0.068,665.0,159.0,1.54,,0.0,0.0,0.0,1.05,,100.0,0.87,0.47600000000000003,1.524,8.4,1.988,,0.78,,Sparus auratus,,,19.7,,1.1,,,,,,,0.878,0.259,0.969,,0.0,,,1.2
panna o crema di latte,,0.0,,58.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.078,3.4,Latte e Yogurt,,140300.0,,1410.0,337.0,,0.0,0.0,0.0,0.0,0.061,,,,,,35.0,,0.009000000000000001,,,,0.1,,2.3,,,0.00011,,,0.034,2e-05,,,,,0.000335,,,0.00028000000000000003,3.4
prugne secche,,,,29.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.059000000000000004,55.0,Frutta,,7370.0,0.0,919.0,220.0,,0.0039,4.84,3.6,8.4,0.085,,,,,,0.5,,,,0.001,Prunus domestica,0.8240000000000001,,2.2,,,2e-05,,,0.008,0.00017999999999999998,,,,,1.8999999999999998e-05,0.003,,,55.0
pane di tipo 1,,,,34.0,,0.0,52.3,,,,,,,,,,,,,,,,,,,0.013000000000000001,59.7,Cereali e Derivati,,540.0,0.0,1108.0,265.0,,0.0014,,,,0.077,,,,,,0.6,,,,,,,,8.9,,,7.000000000000001e-05,,,,8e-05,,,,,0.0,0.0,,,2.2
cannoli alla crema,,,,33.7,,0.0,28.2,,,,,,,,,,,,,,,,,,,0.052000000000000005,41.9,Dolci,,207020.0,,1541.0,368.0,,0.0013000000000000002,,,,0.0,,,,,,20.7,,,,0.0,,,,6.2,,,0.0,,,,0.0,,,,,0.0,0.0,,,10.9
"pere, candite",,0.0,,21.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,75.9,Frutta,,7270.0,0.0,1235.0,295.0,,,,,,,,,,,,0.6,,,,,Pyrus communis,,,1.3,,,,,,,,,,,,,,,,75.9
"pomodori, pelati in scatola [frutti più succo naturale]",,,,94.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.009000000000000001,3.0,Verdure e Ortaggi,,6680.0,0.0,86.0,21.0,,0.0002,,,0.9,0.024,,,,,,0.5,,,,0.0008,Solanum lycopersicum L.,0.23,,1.2,,,5e-05,,,0.009000000000000001,5e-05,,,,,0.00039999999999999996,0.018000000000000002,,,3.0
vermouth dolce,5e-05,0.0,5e-05,72.4,5e-05,12.4,0.0,,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.9,Bevande Alcooliche,5e-05,406500.0,0.0,581.0,139.0,5e-05,5e-05,0.0,0.0,0.0,,5e-05,,5e-05,5e-05,5e-05,0.0,5e-05,,5e-05,,,0.03,5e-05,0.05,,,,,5e-05,0.028,,5e-05,5e-05,5e-05,5e-05,0.0,0.0,0.0,,13.9
cuore di bovino,1.435,0.0,2.301,75.5,1.19,0.0,0.0,Trip.,1.106,,,,,,,,,,,,,,,,,0.009000000000000001,0.5,Frattaglie,0.17500000000000002,115210.0,0.15,515.0,123.0,0.81,0.0046,0.0,0.0,0.0,0.203,0.893,100.0,0.857,0.432,1.557,6.0,1.486,,0.399,0.008199999999999999,Bos taurus,0.32,,16.8,,,0.0008900000000000001,,0.8230000000000001,0.095,0.00058,0.605,0.805,0.213,0.994,3e-06,0.006,,,0.5
"fegato di bovino, cotto",,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frattaglie,,115329.0,0.385,,,,,0.0,0.0,0.0,,,,,,,,,,,,Bos taurus,,,,,,,,,,,,,,,,,,,
crackers con crusca,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Cereali e Derivati,,1030.0,,,,,,6.24,0.83,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
"anguilla, affumicata",,0.0,,,,0.0,0.0,,,0.28,0.81,0.05,4.87,2.45,1.2,9.31,0.61,0.31,0.05,0.33,0.67,0.0,0.0,0.08,0.0,,,Prodotti della pesca,,120210.0,,,,,,0.0,0.0,0.0,,,,,,,27.8,,,,,Anguilla anguilla,,,,,0.9,,,,,,,,,,,0.0,,,
"latte di vacca uht, intero",0.269,0.0,0.771,87.6,0.11900000000000001,0.0,0.0,Trip.,0.105,0.11,0.37,0.07,0.92,0.1,0.39,0.93,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,4.7,Latte e Yogurt,0.037,135810.0,0.011,265.0,63.0,0.176,0.0002,0.0,0.0,0.0,0.095,0.07,100.0,0.192,0.093,0.355,3.6,0.272,0.011,0.081,,,0.15,0.371,3.3,,0.1,,,0.203,,4e-05,0.14200000000000002,0.164,0.05,0.233,4.9999999999999996e-05,0.001,7.000000000000001e-05,0.0003,4.7
cavolfiore crudo,,,,90.5,,0.0,0.3,,,,,,,,,,,,,,,,,,,0.044,2.7,Verdure e Ortaggi,,5160.0,0.0,105.0,25.0,,0.0008,,,2.4,0.069,,,,,,0.2,,0.028,,0.0012,"Brassica oleracea, cv. botrytis cauliflaura",0.35000000000000003,,3.2,0.00013000000000000002,,0.0001,5e-08,,0.008,0.0001,,,,,4.9999999999999996e-05,0.059000000000000004,,0.0007,2.4
cornetti,0.305,,2.5380000000000003,19.5,0.221,0.0,43.1,Lis.,0.224,,,,,,,,,,,,,,,,,0.009000000000000001,58.0,Cereali e Derivati,0.18,2500.0,,1720.0,411.0,0.353,0.0013000000000000002,,,,0.07,0.245,24.0,0.242,0.138,0.503,18.3,0.1,,0.11,,,0.052000000000000005,0.78,7.2,,,,,0.357,,,0.20600000000000002,0.199,0.074,0.291,,0.0,,,10.6
"mais dolce, in scatola, sgocciolato",,,,70.3,,0.0,13.8,,,,,,,,,,,,,,,,,,,0.004,19.5,Cereali e Derivati,,70.0,0.0,412.0,98.0,,0.0005,,,1.4,0.079,,,,,,1.3,,,,0.00086,Zea mays,0.22,,3.4,5e-05,,0.00017999999999999998,7e-07,,0.27,0.00025,,,,,2.4e-05,0.007,0.0005,0.00045000000000000004,4.3
"cavolo broccolo verde ramoso, cotto [bollito in acqua distillata senza aggiunta di sale]",,,,50.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,,8.9,Verdure e Ortaggi,,5185.0,0.0,440.0,105.0,,,2.54,0.57,3.1,,,,,,,1.3,,,,,Brassica oleracea,,,15.0,,,,,,,,,,,,,0.035,,,8.9
prezzemolo,,,,87.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.22,0.05,Verdure e Ortaggi,,6840.0,0.0,85.0,20.0,,0.004200000000000001,,,5.0,0.075,,,,,,0.6,,,,0.0006,Petroselinum sativum (crispum),0.67,,3.7,,,0.00021,,,0.02,0.0001,,,,,0.0009429999999999999,0.162,,,0.05
"fichi, canditi",,,,21.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,73.7,Frutta,,7060.0,0.0,1222.0,292.0,,,,,1.1,,,,,,,0.2,,,,,Ficus carica,,,3.5,,,,,,,,,,,,,,,,73.7
crackers salati,,0.17,,6.0,,0.0,,,,,,,,,,,,,,,,,,,,,80.1,Cereali e Derivati,,1020.0,,1791.0,428.0,,,,,2.8,,,,,,,10.0,,,,,,,,9.4,,,,,,,,,,,,,0.0,,,
"ciliege, candite",,0.0,,23.6,,0.0,0.0,,,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,66.4,Frutta,,7720.0,0.0,1049.0,251.0,,0.0009000000000000001,,,0.9,0.009000000000000001,,,,,,0.05,,,,5e-05,Prunus avium,0.024,,0.4,,1.0,5e-05,,,0.027,5e-05,,,,,1e-06,5e-05,,,66.4
pecora [tessuto muscolare privato del grasso visibile],,0.0,,,,0.0,0.0,,,0.0,0.06,0.0,0.58,0.07,0.43,1.05,0.15,0.04,0.02,0.0,0.04,0.02,0.0,0.0,0.0,,0.0,Carni Fresche,,104610.0,,,,,,0.0,0.0,0.0,,,,,,,3.1,,,,,Ovis agnus,,,,,0.3,,,,,,,,,,,,,,0.0
"salmone, affumicato",,0.0,,64.9,,0.0,0.0,,,0.0,0.19,0.0,0.76,0.24,0.16,0.92,0.02,0.03,0.0,0.34,0.02,0.33,0.0,0.22,0.45,0.019,1.2,Prodotti della pesca,,122410.0,0.05,613.0,147.0,,0.0006,0.0,0.0,0.0,0.25,,,,,,4.5,,,,0.0088,Salmo salar,0.42,,25.4,,1.0,0.00017,,,1.8800000000000001,0.00016,,,,,1.3e-05,5e-05,,,1.2
carpa,,0.0,,72.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.034,0.0,Prodotti della pesca,,120500.0,,584.0,140.0,,0.001,0.0,0.0,0.0,0.22,,,,,,7.1,,,,0.0015,Cyprinus carpio,0.28600000000000003,,18.9,,,4e-05,,,0.05,7.000000000000001e-05,,,,,4.4e-05,0.001,,,0.0
"salsiccia di suino, fresca cruda",1.328,0.0,2.355,53.6,0.994,0.0,0.0,Trip.,1.028,,,,,,,,,,,,,,,,,0.02,0.6,Carni Trasformate e Conservate,0.191,110710.0,,1273.0,304.0,0.614,0.0028,0.0,0.0,0.0,0.17300000000000001,0.9490000000000001,78.0,0.737,0.5650000000000001,1.236,26.7,1.2650000000000001,,0.393,0.004,,0.2,0.876,15.4,,,3e-05,,0.642,1.1,0.00034,0.52,0.653,0.132,0.812,5e-08,0.0,,,0.6
"uova di gallina, tuorlo, congelato",1.524,0.0,1.885,,0.878,0.0,0.0,Ist.,1.103,0.0,0.08,0.0,5.98,0.66,3.73,7.63,3.83,0.11,0.0,0.0,0.68,0.0,0.0,0.0,0.0,,0.05,Uova,0.328,183800.0,1.27,1360.0,325.0,0.707,,0.0,0.0,0.0,,0.49,100.0,0.842,0.394,1.347,29.1,1.25,,0.422,,,,0.685,15.8,,0.5,,,1.17,,,0.663,0.8260000000000001,0.23700000000000002,0.993,,0.0,,,0.05
formaggino,,0.0,,52.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.43,6.0,Formaggi e latticini,,162030.0,,1295.0,309.0,,0.0003,0.0,0.0,0.0,0.65,,,,,,26.9,,,,0.0001,,0.108,,11.2,,,0.0003,,,1.0,2e-05,,,,,0.00037,0.0,,,6.0
"tonno, sott'olio, sgocciolato",2.348,0.0,3.285,62.3,1.44,0.0,0.0,Trip.,1.477,,,,,,,,,,,,,,,,,0.007,0.0,Prodotti della pesca,0.264,123610.0,0.065,802.0,192.0,1.0070000000000001,0.0017,0.0,0.0,0.0,0.20500000000000002,1.1280000000000001,100.0,1.198,0.882,2.029,10.1,2.441,,0.881,0.010400000000000001,Euthynnus pelamis,0.301,0.919,25.2,,,0.00011,,1.095,0.316,4e-05,0.934,1.072,0.28,1.3920000000000001,1.4e-05,0.0,,,0.0
grappa,5e-05,0.0,5e-05,66.3,5e-05,34.6,0.0,,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.05,Bevande Alcooliche,5e-05,408100.0,0.0,1014.0,242.0,5e-05,5e-05,0.0,0.0,0.0,0.0,5e-05,,5e-05,5e-05,5e-05,0.0,5e-05,,5e-05,,,5e-05,5e-05,0.05,,,,,5e-05,0.0,0.0,5e-05,5e-05,5e-05,5e-05,0.0,0.0,0.0,,0.05
"vegetali misti, surgelati: piselli, mais, carote, fagioli",,,,82.1,,0.0,,,,,,,,,,,,,,,,,,,,0.026000000000000002,13.7,Verdure e Ortaggi,,6990.0,0.0,281.0,67.0,,0.0014,,,,0.066,,,,,,0.3,,,,0.0012,,0.20800000000000002,,3.3,,,7.000000000000001e-05,,,0.059000000000000004,0.00013000000000000002,,,,,0.0005,0.009000000000000001,,,
edam,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Formaggi e latticini,,161600.0,0.079,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-05,,,
"cicoria di campo, cotta [bollita in acqua distillata senza aggiunta di sale]",,,,93.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.7,Verdure e Ortaggi,,5245.0,0.0,42.0,10.0,,,2.43,1.12,3.6,,,,,,,0.2,,,,,Cichorium intybus,,,1.4,,,,,,,,,,,,0.0003,0.008,,,0.7
coniglio intero crudo,1.969,0.0,3.137,74.9,1.242,0.0,0.0,Trip.,1.288,0.0,0.11,0.0,1.22,0.09,0.37,0.76,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,Carni Fresche,0.225,107010.0,0.052000000000000005,495.0,118.0,0.839,0.001,0.0,0.0,0.0,0.22,1.0030000000000001,87.0,1.0150000000000001,0.56,1.668,4.3,1.75,0.022,0.544,0.0063,Oryctolagus cuniculus,0.36,0.857,19.9,6e-05,0.8,0.0003,1.7e-05,0.809,0.067,3e-05,0.676,0.865,0.193,1.198,,0.0,,0.0039,0.0
"piselli freschi, cotti [saltati in padella senza aggiunta di grassi e di sale]",,,,63.5,,0.0,4.1,,,,,,,,,,,,,,,,,,,,11.5,Legumi,,4706.0,0.0,380.0,91.0,,,5.73,0.64,6.4,,,,,,,1.0,,,,,Pisum sativum,,,9.7,,,,,,,,,,,,,0.0,,,7.0
"pesche, disidratate",,0.0,,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.062,88.0,Frutta,,7300.0,0.0,1495.0,357.0,,0.0035,,,3.5,0.151,,,,,,0.9,,,,0.0078,Prunus persica,1.229,,4.8,,,0.0001,,,0.021,5e-05,,,,,0.0005,0.014,,,88.0
merluzzo o nasello crudo,1.86,0.0,2.751,81.5,1.161,0.0,0.0,Trip.,1.147,0.0,0.01,0.0,0.05,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.08,0.025,0.0,Prodotti della pesca,0.20400000000000001,121410.0,0.05,296.0,71.0,0.88,0.0007,0.0,0.0,0.0,0.194,0.8130000000000001,100.0,0.8160000000000001,0.512,1.484,0.3,1.7750000000000001,0.02,0.588,0.0022,Merluccius merluccius,0.32,0.682,17.0,0.0003,2.0,8e-05,1.6499999999999998e-05,0.868,0.077,5e-05,0.682,0.9,0.195,0.91,5e-08,5e-05,,0.002,0.0
