name,acido aspartico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,aminoacido limitante | g,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c15:0 | g,c16:0 | g,c16:1 | g,c17:0 | g,c17:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:2 | g,c20:3 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0:c10:0 | g,calcio | g,carboidrati complessi | g,carboidrati disponibili | g,category,cistina | g,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,grassi | g,indice chimico | g,isoleucina | g,istidina | g,leucina | g,lipidi totali | g,lisina | g,magnesio | g,manganese | g,metionina | g,monoinsaturi totali | g,niacina | g,nitrati | g,nitriti | g,parte edibile | %,polinsaturi totali | g,potassio | g,prolina | g,proteine | %,proteine | g,rame | g,riboflavina | g,saturi totali | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
lievito birra,,,76.71407884867509,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.014046239789194032,0.0,1.1885279821625718,prodotti vari,,0.0,,0.005294351920542366,,,7.455311888110678,0.42570911361095753,,0.4321919935136625,,,,,0.4321919935136625,,,,,,0.012101375818382549,,,100.0,,0.6590927901083353,,12.1,13.07380780378829,,0.0017827919732438576,,,,0.0172876797405465,0.0007671407884867509,,,,,,,,,,,1.1885279821625718
gelato stracciatella,,,58.266129032258064,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,31.754032258064512,dolci,,,,,0.0,0.0,0.0,,,7.056451612903225,,,,,7.056451612903225,,,,,,,,,100.0,,,,2.9,2.9233870967741935,,,,,,,,,,,,,,,,,,31.754032258064512
robiola,,,47.91666666666667,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,2.395833333333333,formaggi e latticini,,,,,0.0,0.0,0.0,,,28.854166666666664,,,,,28.854166666666664,,,,,,,,,100.0,,,,20.0,20.833333333333336,,,,,,,,,,,,,,,0.0,,,2.395833333333333
riso brillato,9.728135345760265,20.061797483450505,11.912002464196243,5.946074563377958,0.0,,8.040601663332463,0.0,0.0,0.0,,0.08934001848147181,0.0,,,0.009926668720163536,0.12904669336212596,0.16875336824278012,0.009926668720163536,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.023824004928392487,72.36541496999219,79.81041651011483,cereali e derivati,1.5981936639463294,0.0,5.330621102727819,0.0007941334976130829,0.8834735160945547,0.07941334976130829,0.9926668720163536,0.09331068596953723,4.596047617435717,0.3970667488065414,,4.536487605114736,2.451887173880394,8.745395142464076,0.3970667488065414,3.8118407885427974,0.019853337440327072,,2.213647124596468,0.12904669336212596,0.0012904669336212598,,,100.0,0.17868003696294363,0.09132535222550453,4.933554353921277,6.7,6.650868042509569,0.00017868003696294363,2.9780006160490608e-05,0.09926668720163535,9.926668720163534e-06,5.151941065764875,0.004963334360081768,0.00010919335592179889,3.375067364855602,3.6430874203000174,1.2904669336212597,6.482114674266789,0.0,,,0.0,,0.0012904669336212598,0.1985333744032707
mandorle dolci secche,10.97613230186894,24.058894480509142,5.0204730708100085,4.085286910561086,0.0,,9.716092001744075,0.0,0.04922032422362754,0.0,,3.4257345659644765,0.3740744640995693,,,0.9253420954041975,38.45091728349783,10.375644346340685,0.2953219453417652,0.10828471329198058,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2362575562734122,0.7875251875780407,4.528269828573733,frutta,1.299416559503767,0.0,4.75468332000242,0.0029532194534176524,11.85225407304951,0.620176085217707,12.501962352801394,0.541423566459903,5.650493220872441,54.43767859133205,,3.7702768355298693,2.8941550643492993,6.487238732674109,54.43767859133205,2.165694265839612,0.25988331190075337,,0.8662777063358447,38.8249917475974,0.0029532194534176524,,,24.0,10.680810356527175,0.7678370578885896,4.7349951903129694,22.0,21.656942658396115,0.0009056539657147466,0.0003937625937890203,4.518425763729008,1.476609726708826e-06,4.685774866089341,0.01378169078261571,0.00022641349142868666,2.7661822213678677,2.5299246650944553,1.7620876072058658,4.656242671555166,9.844064844725506e-07,,,0.0,0.02559456859628632,0.002461016211181377,3.642303992548438
olio colza,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.053149297003771,0.20015552083969243,,,1.2809953333740316,55.883421418442126,20.55597199023641,9.087060646122037,0.6304898906450311,4.273320369927433,,,0.0,0.0,0.0,1.210940901080139,0.0,0.0,0.0,0.0,0.0,olii e grassi,0.0,0.0,0.0,0.00010007776041984623,0.0,0.0,0.0,0.0,0.0,99.97768265942636,,0.0,0.0,0.0,99.97768265942636,0.0,,,0.0,61.567838210289395,0.0,,,100.0,29.643032636358452,,0.0,0.0,0.0,,0.0,6.314906682492295,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.02221726281320586,,0.0
pappa reale,15.728958585652045,9.895702421436717,68.7490905068235,3.64578510263458,0.0,,5.729090875568626,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,14.58314041053832,prodotti vari,2.3958016388741523,0.0,4.895768566395008,,0.0,0.0,0.0,,3.541619813987878,6.2499173188021375,,5.208264432335114,2.812462793460962,8.020727225796076,6.2499173188021375,8.64571895767629,,,4.0624462572213895,,0.000406244625722139,,,100.0,,,5.312429720981816,10.0,10.416528864670228,,0.0007812396648502673,,,5.937421452862031,,0.00013541487524071298,4.374942123161496,4.374942123161496,1.874975195640641,6.35408260744884,,,,,,,14.58314041053832
cotechino_modena_igp_cotto,,,55.599571587803396,,0.0,,,0.010220509483052096,0.2044101896610419,0.0,0.02044101896610419,3.2807835440597226,0.5110254741526048,0.02044101896610419,0.05110254741526048,1.6352815172883353,7.644941093322968,2.023660877644315,0.09198458534746885,0.010220509483052096,0.12264611379662514,0.06132305689831257,0.010220509483052096,0.13286662327967724,0.0,0.0,0.0,0.0,0.02044101896610419,0.014308713276272932,0.0,3.2705630345766705,salumi italiani - aggiornamento 2011,,0.08789638155424803,,0.0014717533655595014,0.0,0.0,0.0,0.09300663629577408,,16.659430457374917,,,,,,,0.009198458534746887,1.0220509483052096e-05,,8.329715228687459,0.0027390965414579617,5.110254741526048,0.0,100.0,2.258732595754513,0.2248512086271461,,,24.120402380002947,,9.198458534746884e-05,5.202239326873516,0.0,,0.002248512086271461,9.198458534746884e-05,,,,,0.0,5.314664931187089e-07,6.132305689831258e-05,0.0,0.0002861742655254587,0.0016659430457374915,0.0
bresaola_della_valtellina_igp,,,61.93459176811318,,0.0,,,0.0,0.03133284575115338,0.010444281917051126,0.0,0.40732699476499395,0.05222140958525564,0.02088856383410225,0.02088856383410225,0.29243989367743156,0.6371011969401187,0.21932992025807366,0.05222140958525564,0.0,0.0,0.0,0.0,0.09399853725346013,0.0417771276682045,0.0,0.0,0.010444281917051126,0.0,0.0062665691502306765,0.0,0.4177712766820451,salumi italiani - aggiornamento 2011,,0.06579897607742209,,0.002746846144184446,0.0,0.0,0.0,0.2809511835686753,,2.088856383410225,,,,,,,0.027155132984332926,2.088856383410225e-05,,0.7206554522765276,0.002861733245272009,31.541731389494398,2.50662766009227,100.0,0.4177712766820451,0.6579897607742209,,,34.570573145439226,7.310997341935789e-05,0.00013577566492166466,0.7519882980276811,0.0,,0.00417771276682045,0.00042821555859909614,,,,,0.0,8.042097076129367e-07,0.0005431026596866587,0.0,0.00014621994683871578,0.0047103711445900575,0.0
bovino adulto sottofesa,10.017819396608104,17.080382071216818,74.73293269869646,6.351297497449537,0.0,,6.371333136242755,0.0,0.06010691637964862,0.04007127758643242,,0.45080187284736467,0.07012473577625675,,,0.31055240129485123,0.6511582607795269,0.24042766551859449,0.050089096983040524,0.0,0.0,,,0.07012473577625675,0.06010691637964862,0.0,0.06010691637964862,0.03005345818982431,0.0,0.004007127758643242,0.0,0.0,carni fresche,1.0719066754370672,,4.127341591402539,0.0018032074913894589,0.0,0.0,0.0,0.20636707957012698,5.3996046547717675,2.6046330431181075,,4.43789399269739,3.967056481056809,8.625342500479578,2.6046330431181075,9.266482941862495,0.01803207491389459,,2.975292360792607,0.8515146487116888,0.005008909698304052,,,100.0,0.5209266086236214,0.3426094233639972,4.3577514375245245,22.0,22.03920267253783,5.008909698304053e-05,0.0001703029297423378,0.871550287504905,3.005345818982431e-06,4.087270313816107,0.04107305952609323,0.00010017819396608106,3.48620115001962,4.22751978536862,1.121995772420108,4.828588949165106,,,,0.0,,0.004007127758643242,0.0
pomodori conserva,,,72.0827592456436,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.027803349994748247,0.0,21.006975551587562,verdure e ortaggi,,0.0,,0.0022654581477202277,,,2.0595074070183887,0.08752906479828153,,0.4119014814036777,,,,,0.4119014814036777,,,,,,0.0031922364808785026,,,100.0,,0.2574384258772986,,3.9,4.016039443685858,,0.00010297537035091944,,,,,0.00020595074070183889,,,,,,,,0.04427940925089536,,,21.006975551587562
pollo fuso cotto,,,59.296115710460406,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.008081242345548266,0.0,0.0,carni fresche,,0.09192413168061152,,0.0012121863518322396,0.0,0.0,0.0,,,8.586319992145032,,,,,8.586319992145032,,0.0333351246753866,,,,,,,62.0,,0.41719413608892925,,31.2,31.516845147638232,0.00015152329397902995,,,,,0.13738111987432053,,,,,,,,,0.0,,0.0033638171263344657,0.0
pinoli,8.962285727950508,21.421538083395724,4.502082783900372,4.669602143301317,0.0,,19.79869428919908,,,,,,,,,,,,,,,,,,,,,,0.0,0.04187983985023602,0.10469959962559004,4.187983985023602,frutta,2.9944085492918755,0.0,3.3189773081312044,0.002093991992511801,3.947174905884745,0.7957169571544844,4.711481983151552,0.4879001342552497,4.774301742926905,52.66389861167179,,3.1514579487302603,2.0416421926990056,6.742654215888,52.66389861167179,2.397620831426012,,,2.3243311116880996,,0.0028268891898909315,,,29.0,,,5.454849140493241,31.9,33.39917228056322,,0.0002617489990639751,,,5.486259020380919,,0.0004083284385398012,3.947174905884745,2.554670230864397,0.9527663565928695,5.067460621878558,9.422963966303104e-06,,,0.0,,,4.083284385398011
finocchi crudi,,,94.99354181004007,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.045865980487680286,0.0,1.0192440108373397,verdure e ortaggi,,0.0,,0.00040769760433493593,2.0079107013495596,0.25481100270933493,2.242336823842148,0.03975051642265625,,0.0,,,,,0.0,,0.016307904173397437,,,0.0,0.0005096220054186699,,,59.0,0.0,0.4015821402699119,,1.2,1.2230928130048078,0.00010192440108373398,4.0769760433493595e-05,0.0,9.173196097536057e-07,,0.004076976043349359,2.0384880216746797e-05,,,,,2.0384880216746796e-06,,,0.012230928130048078,,0.0008867422894284856,1.0192440108373397
farina frumento duro,,,13.65819703912294,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,59.549739090576026,69.0558442298056,cereali e derivati,,0.0,,,,,,,,3.0594361367635385,,,,,3.0594361367635385,,0.13111869157558023,,,,,,,100.0,,,,12.9,14.095259344374874,6.555934578779011e-05,,,2.513108255198621e-06,,,,,,,,,,,0.0,,7.648590341908848e-05,3.496498442015473
camembert,,,52.42366222956719,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3618990489220615,0.0,0.0,formaggi e latticini,,0.08065178804548799,,0.00020679945652689227,0.0,0.0,0.0,0.320539157616683,,24.505735598436733,,,,,24.505735598436733,,,,,,0.0010339972826344614,,,100.0,,0.10339972826344615,,20.9,21.61054320706024,,0.0005376785869699199,,,,0.6720982337124,5.169986413172307e-05,,,,,0.00029262123098555253,,,,,,0.0
prosciutto_di_modena_dop_sgrassato,,,57.2180638671111,,0.0,,,0.010635327856340353,0.14889458998876495,0.0,0.0,2.0100769648483263,0.2658831964085088,0.021270655712680706,0.021270655712680706,0.90400286778893,3.8818946675642287,1.0954387692030565,0.053176639281701764,0.010635327856340353,0.08508262285072282,0.0,0.0,0.07444729499438248,0.010635327856340353,0.0,0.0,0.0,0.021270655712680706,0.012762393427608425,0.0,0.10635327856340353,salumi italiani - aggiornamento 2011,,0.07976495892255264,,0.0013187806541862038,0.0,0.0,0.0,0.2595019996947046,,9.465441792142915,,,,,,,0.02977891799775299,2.1270655712680708e-05,,4.254131142536141,0.006998045729471952,0.0,0.0,100.0,1.244333359191821,0.7689342040134075,,,32.11869012614786,7.444729499438248e-05,0.0002552478685521685,3.1267863897640638,0.0,,0.006381196713804212,0.0007444729499438247,,,,,0.0,4.1477778639727373e-07,0.0012549686870481618,0.0,0.0,0.003424575569741594,0.0
lumaca,,,85.01021457276309,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,carni fresche,,,,,0.0,0.0,0.0,,,1.745378801614701,,,,,1.745378801614701,,,,,,,,,24.0,,,,12.9,13.244345024017438,,,,,,,,,,,,6.160160476287179e-05,,,0.0,,,0.0
salame_milano,,,39.22376458702362,,0.0,,,0.0416167263522797,0.4994007162273563,0.0,0.02080836317613985,7.230906203708598,0.9779930692785729,0.0832334527045594,0.10404181588069925,3.4854008320034247,14.503429133769474,3.1004461132448378,0.10404181588069925,0.05202090794034962,0.27050872128981807,0.14565854223297897,0.02080836317613985,0.05202090794034962,0.0,0.0,0.0,0.0,0.0416167263522797,0.019767945017332856,0.0,1.1444599746876918,salumi italiani - aggiornamento 2011,,0.10820348851592722,,0.0012485017905683909,0.0,0.0,0.0,0.2122453043966265,,32.25296292301677,,,,,,,0.021848781334946842,2.0808363176139852e-05,,15.855972740218565,0.005170878249270752,14.565854223297894,0.0,100.0,3.2877213818300963,0.6835547303361941,,,26.426621233697606,0.00013525436064490903,0.00017687108699718874,11.434195565288848,0.0,,0.00405763081934727,0.0005514216241677061,,,,,0.0,5.826341689319158e-07,0.00016646690540911881,0.0,8.323345270455941e-05,0.003162871202773257,0.0
porri bolliti,,,88.3864337101747,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,6.06372045220966,verdure e ortaggi,,0.0,,,2.0554984583761557,0.8735868448098663,2.9804727646454263,,,0.10277492291880781,,,,,0.10277492291880781,,,,,,,,,100.0,,,,2.4,2.466598150051387,,,,,,,,,,,,,,,,,,6.06372045220966
prosciutto_cotto,,,73.9266076026513,,0.0,,,0.010239142327237022,0.12286970792684425,0.0,0.0,2.017111038465693,0.22526113119921445,0.030717426981711062,0.030717426981711062,1.003435948069228,3.286764687043084,0.4505222623984289,0.030717426981711062,0.010239142327237022,0.05119571163618511,0.0,0.0,0.010239142327237022,0.010239142327237022,0.0,0.0,0.0,0.07167399629065915,0.006143485396342212,0.0,1.7406541956302934,salumi italiani - aggiornamento 2011,,0.049762231710371925,,0.000501717974034614,0.0,0.0,0.0,0.12901319332318645,,7.781748168700135,,,,,,,0.012286970792684425,1.0239142327237022e-05,,3.6041780991874313,0.004505222623984289,14.744364951221309,8.293705285061986,100.0,0.511957116361851,0.31843732637707134,,,16.07545345376212,8.191313861789617e-05,0.00012286970792684424,3.276525544715847,0.0,,0.0021502198887197745,0.0006860225359248804,,,,,0.0,9.215228094513319e-08,0.00037884826610776976,0.0,9.215228094513317e-05,0.0011263056559960723,0.0
prosciutto_di_san_daniele_dop_sgrassato,,,61.16334332093961,,0.0,,,0.010545404020851658,0.10545404020851658,0.0,0.0,1.4552657548775285,0.1792718683544782,0.010545404020851658,0.010545404020851658,0.6749058573345061,2.7628958534631343,0.8330869176472809,0.042181616083406634,0.010545404020851658,0.05272702010425829,0.0,0.0,0.06327242412510994,0.0,0.0,0.0,0.0,0.010545404020851658,0.010545404020851658,0.0,0.4218161608340663,salumi italiani - aggiornamento 2011,,0.09596317658975008,,0.001117812826210276,0.0,0.0,0.0,0.22250802483996995,,6.854512613553577,,,,,,,0.02425442924795881,1.0545404020851659e-05,,3.015985549963574,0.0062112429682816255,0.0,0.0,100.0,0.9490863618766492,0.7033784481908055,,,30.581671660469805,5.272702010425829e-05,0.00024254429247958816,2.277807268503958,0.0,,0.005378156050634344,0.0008225415136264295,,,,,0.0,5.694518171259895e-07,0.0012549030784813472,0.0,0.0,0.002878895297692503,0.0
pollo sovracoscio crudo,9.846713794914457,15.031310037951048,74.45321349011847,6.309934962455387,0.0,,6.691746313686762,,,,,,,,,,,,,,,,,,,,,,0.0,0.00803813371013425,0.0,0.0,carni fresche,1.1956723893824694,0.07334797010497503,4.1195435264438025,0.000803813371013425,0.0,0.0,0.0,,5.114262573072916,6.330030296730721,,4.8128325589428815,2.9841571398873405,8.108467380097926,6.330030296730721,9.073043425314035,0.02511916784416953,,3.1248244798146896,,,,,83.0,,0.32453964854667033,4.159734194994473,18.7,18.78913754743881,9.04290042390103e-05,,,1.0047667137667811e-05,4.662117551877865,0.06731936982237435,,3.4664451624953956,4.893213896044225,1.0349097151797846,5.264977580137933,,,,0.0,,0.0016980557462658603,0.0
biscotti infanzia,5.700745415650562,28.513324292757268,5.086523687364979,2.9751364963832896,0.0,,2.859969922329743,,,,,,,,,,,,,,,,,,,,,,0.0,0.09981103084640715,34.9338607962425,72.65091379877904,cereali e derivati,1.7658874688210493,,4.481899173583859,0.0018234707558478227,,,,0.21593732635040008,2.4664841276467917,8.157632328792891,,4.347538170521388,2.0346094749459915,7.93689639519026,8.157632328792891,3.32063621854393,,,1.660318109271965,,,,,100.0,,0.3512580508633174,11.113574396167257,13.8,13.24415601615787,,,,,4.779412823222189,0.1919442900892445,,3.2150668589948452,3.2918445750305434,0.9213325924283736,4.932968255293583,,,,0.0,,,34.26205578093015
burro,,,14.175651197747014,,0.0,,,2.4028231462847778,8.354585918672178,1.1461164798178436,,20.971920850000192,1.9101941330297394,,,9.450434131831344,20.790955090028955,1.578423573082469,1.1863310931447855,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.025134133329338677,0.0,1.105901866490902,olii e grassi,,0.2513413332933868,,0.0,0.0,0.0,0.0,0.016085845330776755,,83.84746878667384,,,,,83.84746878667384,,,,,23.847265702876534,,,,100.0,2.7647546662272546,0.015080479997603207,,0.8,0.8042922665388377,,,49.04172095220563,,,0.00703755733221483,,,,,,0.0009349897598513987,,,0.0,0.002412876799616513,,1.105901866490902
caciocavallo,,,29.253563157126443,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8386021438376248,0.0,2.242773175379694,formaggi e latticini,,,,0.00029253563157126443,0.0,0.0,0.0,0.5753200754234867,,30.326193806221085,,,,,30.326193806221085,,,,,,0.0,,,100.0,,,,37.7,36.761977700788904,,0.00043880344735689673,,,,,9.75118771904215e-06,,,,,0.0004095498841997702,,,,0.00041930107191881245,,2.242773175379694
fagioli bolliti,,,67.6968179132016,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,13.926202542144328,16.440655778920387,legumi,,0.0,,0.0019341947975200459,6.556920363592955,1.015452268698024,7.543359710328177,,,0.6769681791320159,,,,,0.6769681791320159,,,,,,,,,100.0,,,,7.9,7.64006945020418,,,,1.3539363582640319e-06,,,,,,,,,,,0.0,,0.00019341947975200457,1.1605168785120274
vitello in padella,,,53.17757009345794,,0.0,,,0.0,0.31775700934579443,0.14953271028037382,,2.7009345794392523,0.6355140186915889,,,1.308411214953271,4.22429906542056,0.205607476635514,0.13084112149532712,0.0,0.0,,,0.102803738317757,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,carni fresche,,0.09252336448598131,,,0.0,0.0,0.0,,,10.74766355140187,,,,,10.74766355140187,,,,,5.11214953271028,,,,100.0,0.4392523364485981,,,38.6,36.074766355140184,,,4.504672897196262,,,,,,,,,,,,,,,0.0
salame ungherese,9.731556299141399,15.500315547518962,37.151222350910956,6.842016782959434,0.0,,6.305388015668499,0.0,0.5366287672909361,0.0,,6.346667151613956,0.8978212068136815,,,2.8379405962501427,14.437377796923453,4.94317652946843,0.2786341676318322,0.3199133035772888,0.5366287672909361,,,0.40247157546820206,,0.0,0.0,,0.0,0.046439027938638695,0.0,0.7223848790454908,carni trasformate e conservate,1.1042168865409647,0.09700596947182305,4.1898322984638465,0.0014447697580909817,0.0,0.0,0.0,,5.696520760473013,35.087265553638126,,5.056694153318436,3.8080002909683732,8.606699844627705,35.087265553638126,9.050450556041364,0.027863416763183217,,2.6934636204410447,15.871827771028071,,,,100.0,5.624282272568465,0.4334309274272945,4.726461065754783,24.2,24.973877247001255,0.00013415719182273403,0.0002579945996591039,10.051469602718688,3.199133035772888e-06,4.086634458600205,1.5520955115491688,0.00017543632776819066,3.5706452592819975,4.385908194204766,0.9803794787045947,5.810038384323019,,,,0.0,,0.0034055287155001714,0.7223848790454908
salame felino,10.453104926188047,16.837076653701104,36.539155253408076,6.6746240988469845,0.0,,6.518917471346667,0.0,0.40483723150082807,0.0,,6.332069518346284,0.643587393667983,,,3.0207085735061785,11.688377504357241,3.6227741998407432,0.38407634783411887,0.031141325500063696,0.0,,,0.48788076616766457,0.0,0.0,0.0,0.0,0.0,0.014532618566696392,0.0,0.5190220916677283,carni trasformate e conservate,1.0795659506688748,0.09861419741686837,4.121035407841762,0.0019722839483373674,0.0,0.0,0.0,,5.927232286845457,28.96143271505923,,5.418590637011082,3.145273875506433,8.989462627685054,28.96143271505923,8.927179976684926,0.03217936968339915,,2.844241062339151,12.331964898025225,,,,100.0,4.494731313842527,0.5044894731010319,4.494731313842527,30.5,31.660347591731426,0.00021798927850044588,0.0002698914876672187,9.871800183520191,3.2179369683399156e-06,4.172937617008535,1.7615609791202698,0.0003529350223340552,3.5085893396738426,4.287122477175435,1.027663741502102,5.719623450178365,,,,0.0,,0.004463589988342463,0.5190220916677283
anguilla mare,,,63.877939591832785,,0.0,,,0.0,0.5797838466137689,0.0,,3.488874726114435,1.7495231862731275,,,0.8645899467047432,6.682771705706074,0.4373807965682819,0.21360457506823066,0.0,0.2441195143636922,,,0.47806738229556384,0.0,0.0,0.05085823215910255,0.0,0.0,0.017291798934094865,0.0,0.7120152502274355,prodotti della pesca,,0.08951048860002048,,0.0006102987859092305,0.0,0.0,0.0,0.22682771542959734,,19.9364270063682,,,,,19.9364270063682,,,,,8.727272638501997,0.0026446280722733327,,,70.0,4.638270772910151,0.2746344536591538,,14.6,14.850603790457942,,0.0003254926858182563,5.360457669569407,,,0.08849332395683843,0.00018308963577276914,,,,,0.009969230667827279,,,0.002034329286364102,,,0.7120152502274355
zampone bollito,9.265674900050348,13.664324962491833,50.910301648628284,8.013281479494093,0.0,,6.903436903553996,0.0,0.38691829252957505,0.0,,5.528858759041031,0.8654751280266808,,,2.616789504739494,11.750097620503407,2.9629795559501666,0.18327708593506184,0.04072824131890263,0.25455150824314143,,,0.16291296527561053,0.0,0.0,0.0,0.0,0.0,0.020364120659451316,0.0,0.0,carni trasformate e conservate,0.8145648263780527,0.09672957313239376,3.8284546839768474,0.0014254884461615922,0.0,0.0,0.0,0.09774777916536632,12.910852498092135,26.371536253989454,,3.8590008649660246,1.995683824626229,6.720159817618934,26.371536253989454,6.913618963883722,,,1.7207681957236363,12.941398679081312,,,,100.0,3.502628753425626,0.09672957313239376,7.9929173588346405,21.4,21.789609105612907,,0.00028509768923231846,8.634387159607359,,4.093188252549714,0.7117260170478236,0.0002749156289025928,2.677881866717848,3.3397157881500155,0.6414698007727164,4.704111872333254,,,,0.0,,,0.0
farina soia,,,6.705691877481647,,0.0,,,0.019159119649947563,0.03831823929989513,0.0,,2.1554009606191005,0.03831823929989513,,,0.8621603842476403,5.383712621635265,11.188925875569376,1.5902069309456475,0.06705691877481648,0.03831823929989513,,,0.0,0.0,0.019159119649947563,0.0,0.0,0.0,0.20117075632444936,10.633311405720896,22.416169990438643,cereali e derivati,,0.0,,0.00660989627923191,,,10.729107003970634,0.5747735894984268,,22.511965588688383,,,,,22.511965588688383,,,,,5.460349100235056,0.0019159119649947564,,,100.0,12.779132806515022,1.590206930945648,,36.8,35.252780155903515,,0.0002682276750992659,3.1612547422413475,,,0.008621603842476403,0.0007184669868730336,,,,,0.0,,,0.0,,,10.729107003970634
mango,,,84.06202912763521,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.007106693283737277,0.0,12.792047910727097,frutta,,0.0,,0.0005076209488383769,,,1.624387036282806,0.01116766087444429,,0.20304837953535074,,,,,0.20304837953535074,,,,,,0.0006091451386060522,,,73.0,,0.25381047441918847,,1.0,1.0152418976767539,,4.060967590707015e-05,,,,0.0010152418976767537,2.0304837953535076e-05,,,,,0.0005411239314617098,,,0.028426773134949106,,,12.792047910727097
albicocche,,,90.3973313618405,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.016759644284929872,0.0,7.122848821095196,frutta,,0.0,,0.0005237388839040585,0.8694065472807372,0.7437092151437631,1.5712166517121757,0.016759644284929872,,0.10474777678081172,,,,,0.10474777678081172,,,,,,0.0005237388839040585,,,94.0,,0.3351928856985975,,0.4,0.4189911071232469,,3.1424333034243516e-05,,,,0.001047477767808117,3.1424333034243516e-05,,,,,0.0003770919964109221,,,0.013617210981505524,,,7.122848821095196
muesli,,,7.189819992168925,,0.0,,,0.0,0.1651715403606375,0.0,,0.029147918887171317,0.00971597296239044,,,0.03886389184956176,2.098650159876335,2.2346737813498008,0.1263076485110757,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.10687570258629484,40.224128064296416,70.14932478845898,cereali e derivati,,0.0,,0.0054409448589386455,,,6.218222695929882,0.27204724294693233,,5.829583777434263,,,,,5.829583777434263,,,,,2.1180821058011157,0.006315382425553785,,,100.0,3.3228627531375303,0.42750281034517934,,9.7,9.424493773518726,,0.0006801181073673307,0.23318335109737054,,,0.3692069725708367,0.00048579864811952193,,,,,,,,,,,25.45584916146295
pesche sciroppate,,,83.92505759344141,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0031045027469830365,0.0,14.487679485920834,frutta,,0.0,,0.0002069668497988691,,,0.931350824094911,0.011383176738937798,,0.0,,,,,0.0,,,,,0.0,0.0006209005493966072,,,100.0,0.0,0.113831767389378,,0.5,0.5174171244971727,,1.0348342489943456e-05,0.0,,,0.004139336995977382,1.0348342489943456e-05,,,,,1.3452845236926488e-05,,,0.005174171244971727,,,14.487679485920834
olio cocco,0.0,0.0,0.0,0.0,0.0,,0.0,44.844440840873304,17.01686371193853,0.0,,8.408332657663745,0.0,,,2.60257915594354,6.256199894095047,1.6015871728883322,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,olii e grassi,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,99.99909910721524,,0.0,0.0,0.0,99.99909910721524,0.0,,,0.0,6.256199894095047,0.0,,,100.0,1.6015871728883322,,0.0,0.0,0.0,,0.0,86.88610412919202,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0009008927847496869,,0.0
