name,"acidi grassi, monoinsaturi | g","acidi grassi, polinsaturi | g","acidi grassi, saturi | g",acido ascorbico (vit. c) | g,acido folico (vit. b9 o m o folacina) | g,acido pantotenico (vit. b5) | g,alpha-tocoferolo (vit. e) | g,amido | g,beta-sistosterolo | g,betaina | g,caffeina | g,calcio | g,calorie | kcal,campesterolo | g,carboidrati | g,"carotene, alfa | g","carotene, beta | g",category,cobalamina (vit. b12) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fibre | g,fillochinone (vit. k) | g,fitosteroli | g,fluoro | g,"folati, totali | g",folato alimentare | g,fosforo | g,galattosio | g,grassi | g,lattosio | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,niacina (vit. b3) | g,piridossina (vit. b6) | g,potassio | g,proteine | g,rame | g,retinolo (vit. a) | g,riboflavina (vit. b2) | g,selenio | g,sodio | g,stigmasterolo | g,teobromina | g,tiamina (vit. b1) | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g","vitamina e, aggiunta | g",zinco | g
dentice,,,,,,,0.00096,,,,0.0,,100.0,,,0.0,0.0,pesci,,0.037,0.065,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
sego di bue,,,,,,,0.0027,,,,0.0,,902.0,,,0.0,0.0,grassi e olii,,0.109,0.0798,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"salsiccia di bovino, precotta",,,,,,,0.00049,,,,0.0,,405.0,,,1.1e-05,1.1e-05,carne macinata,,0.083,0.0428,1.1e-05,,,2.1e-06,,,,,,,,,1.4999999999999999e-05,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0001,,0.0,
fagiano,,,,0.0053,,,,,,,,,181.0,,,,,pollo,7.699999999999999e-07,0.07100000000000001,,,,,,,,6e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
galbusera più leggeri,3.5,3.79999995231628,3.5,,,,,53.7999992370605,,,,,428.0,,75.3000030517578,,,prodotti da forno,,0.0005,,,,3.20000004768372,,,,,,,,10.8000001907349,,,,,,,,,7.5,,,,,0.3,,,,,,,,,
barilla - mulino bianco pan di casa - ciabatta grano duro,,,2.0,,,,,,,,,,273.0,,48.0,,,prodotti da forno,,,,,,3.0,,,,,,,,5.0,,,,,,,,,9.0,,,,,0.6,,,,,,,,,
nestle fruttolo - maxiduo fragola fiordilatte,,,1.89999997615814,,,,,,,,,0.132,107.0,,14.1999998092651,,,dolci,,,,,,,,,,,,,,3.0,,,,,,,,,5.800000190734861,,,,,0.03,,,,,,,,,
"vino rosso, gamay",,,,,,,,,,,,,78.0,,,,,bevande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strudel di mele,,,,,,,0.00142,,,,0.0,,274.0,,,1e-06,4.9999999999999996e-06,prodotti da forno,,0.006,0.0174,3e-06,,,2.8999999999999998e-06,,,,,,,,,0.0,4.2e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
loacker sandwich milk-vanilla 75 grammi,,,,,,,,,,,,,505.0,,60.9000015258789,,,prodotti da forno,,,,,,,,,,,,,,25.600000381469695,,,,,,,,,7.699999809265139,,,,,,,,,,,,,,
valsoia rys - il gelato che viene dal riso,,,,,,,,,,,,,186.0,,28.399999618530305,,,soia,,,,,,1.5,,,,,,,,8.0,,,,,,,,,0.200000002980232,,,,,,,,,,,,,,
granarolo - alta qualità yogurt ai cereali - yogurt 5 cereali fatto con latte fresco pastorizzato di alta qualità,,,,,,,,,,,,,118.0,,17.0,,,latticini e uova,,,,,,,,,,,,,,3.5999999046325697,,,,,,,,,3.9000000953674303,,,,,,,,,,,,,,
valsoia soyadrink calcio,,,,,,,,,,,,,42.0,,2.29999995231628,,,soia,,,,,,0.200000002980232,,,,,,,,2.0,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,
melone d'estate,,,,,,,5e-05,,,,0.0,,34.0,,,1.6e-05,0.00202,frutta e succhi,,0.0,0.0076,1e-06,,,2.4999999999999998e-06,0.01,,,,,,,,0.0,2.6e-05,,,,,,,,,,,,,0.0,,0.0,0.0,0.00011,,0.0,
latterini,,,,0.0,,,,,,,,,148.0,,,,,pesci,3.3999999999999996e-06,0.052000000000000005,,,,,,,,1.6e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"carne d'oca, con pelle arrosto",,,,,,,0.00174,,,,0.0,,305.0,,,0.0,0.0,pollo,,0.091,0.0665,0.0,,,5.0999999999999995e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle latte intero concentrato zuccherato 397 grammi,,,,,,,,,,,,0.29,324.0,,55.2999992370605,,,latticini e uova,,,,,,,,,,,,0.25,,8.0,,,,,,,,,7.800000190734861,,,,,,,,,,,,,,
loacker gardena coconut 38 grammi,,,,,,,,,,,,,513.0,,50.9000015258789,,,prodotti da forno,,,,,,,,,,,,,,31.399999618530305,,,,,,,,,6.599999904632571,,,,,,,,,,,,,,
banana chips,,,,,,,0.00024,,,,0.0,,519.0,,,3.2e-05,3.4e-05,snacks,,0.0,0.0213,0.0,,,1.3e-06,,,,,,,,,0.0,4.6e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
galbani - santa lucia mozzarella light,,,,,,,,,,,,0.3,163.0,,0.400000005960464,,,latticini e uova,,,,,,,,,,,,,,9.0,,,,,,,,,20.0,,,,,,,,,,,,,,
loacker napolitaner classic 45 grammi,,,,,,,,,,,,,509.0,,59.0,,,prodotti da forno,,,,,,,,,,,,,,27.0,,,,,,,,,7.5,,,,,,,,,,,,,,
biscotti al cacao farciti con crema,,,,,,,0.00261,,,,0.013000000000000001,,469.0,,,0.0,0.0,prodotti da forno,,0.0,0.0033,0.0,,,2.28e-05,,,,,,,,,0.0,4e-06,,,,,,,,,,,,,0.43,,8.999999999999999e-05,0.00019,0.0039900000000000005,,0.0,
crescione,,,,,,,0.0007,,,,0.0,,32.0,,,0.0,0.00415,verdure,,0.0,0.0195,0.0,,,0.0005419,,,,,,,,,0.0,0.012499999999999999,,,,,,,,,,,,,0.0,,,,,,0.0,
"spalla e coscia di vitello, cotto",,,,0.0,,,0.00045000000000000004,,,,,,188.0,,,,,"agnello, vitello, cacciagione",1.6699999999999999e-06,0.145,,,,,,,,1.6e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
loacker quadratini lemon 250 grammi,,,,,,,,,,,,,510.0,,64.0,,,prodotti da forno,,,,,,,,,,,,,,26.0,,,,,,,,,5.0,,,,,,,,,,,,,,
nestle nescafè - mocaccino,,,1.20000004768372,,,,,,,,,,353.0,,69.5,,,bevande,,,,,,,,,,,,,,1.79999995231628,,,,,,,,,14.6000003814697,,,,,0.2,,,,,,,,,
"nestle fruttolo - gusti mono fragola, pera, banana",,,2.5,,,,,,,,,0.122,125.0,,16.3999996185303,,,dolci,,,,,,0.200000002980232,,,,,,,,3.79999995231628,,,,,,,,,6.300000190734861,,,,,,,,,,,,,,
kraft milka m-joy crunchy caramel,,,17.5,,,,,,,,,,530.0,,58.5,,,dolci,,,,,,2.4000000953674303,,,,,,,,30.0,,,,,,,,,5.900000095367429,,,,,0.19,,,,,,,,,
granarolo linea granarolo - squeeze & go crema alla vaniglia,,,,,,,,,,,,,100.0,,16.0,,,dolci,,,,,,,,,,,,,,3.20000004768372,,,,,,,,,2.79999995231628,,,,,,,,,,,,,,
danone - actimel frutti di bosco,,,,,,,,,,,,,75.0,,11.8000001907349,,,latticini e uova,,,,,,0.0,,,,,,,,1.5,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,
nestle - motta vaschette gusti unici - bacio,,,5.1999998092651385,,,,,,,,,,239.0,,30.2999992370605,,,dolci,,,,,,2.4000000953674303,,,,,,,,11.1999998092651,,,,,,,,,4.19999980926514,,,,,0.05,,,,,,,,,
"ossobuco di agnello, grasso, brasato",,,,,,0.0005020000000000001,,,,,,0.01,195.0,,,,,"agnello, vitello, cacciagione",2.8099999999999998e-06,0.065,,,0.0018100000000000002,,,,,,,0.199,,,,,,0.023,1.5e-05,0.0051670000000000015,0.000375,0.318,,0.00014400000000000003,,0.000298,7.4e-06,0.061,,,0.000145,,,,,,0.00332
miglio soffiato,,,,,,,0.00066,,,,0.0,,354.0,,,0.0,0.0,cereali per colazione,,0.0,0.023100000000000002,0.0,,,1.4e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"dessert con yogurt gusto pesca, per l'infanzia",,,,,,,0.0,,,,0.0,,76.0,,,0.0,0.0,cibi per bambini,,0.004,0.0039,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo linea granarolo - budino vaniglia,,,,,,,,,,,,,108.0,,17.0,,,dolci,,,,,,,,,,,,,,3.0999999046325697,,,,,,,,,3.0,,,,,,,,,,,,,,
danone - activia delizia cocco,,,,,,,,,,,,,99.0,,12.6999998092651,,,dolci,,,,,,0.400000005960464,,,,,,,,3.0,,,,,,,,,5.3000001907348615,,,,,,,,,,,,,,
algida solero berry berry,,,1.5,,,,,,,,,,130.0,,27.0,,,dolci,,,,,,1.0,,,,,,,,1.5,,,,,,,,,0.8000000119209291,,,,,0.01,,,,,,,,,
"cosciotti di pollo, crudi",,,,0.0184,,,,,,,,,130.0,,,,,pollo,1.2949999999999998e-05,0.292,,,,,,,,0.000394,,,,,,,,,,,,,,,,,,,,,,,,,,,
salsiccia di suino secca,,,,,,,0.00076,,,,0.0,,515.0,,,0.0,0.0,maiale,,0.061,0.0307,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,1e-05,0.0,0.00017999999999999998,,0.0,
"riso, chicchi lunghi, precotto o istantaneo, preparato",,,,,,,1e-05,,,,0.0,,117.0,,,0.0,0.0,cereali e pasta,,0.0,0.0021000000000000003,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle - buitoni cannelloni ricotta e spinaci buitoni,,,4.0,,,,,,,,,,162.0,,12.5,,,"pasti completi, antipasti e contorni",,,,,,0.30000001192092896,,,,,,,,9.69999980926514,,,,,,,,,6.099999904632571,,,,,0.29,,,,,,,,,
granarolo - alta qualità yogurt ai cereali - yogurt cereali e frutti rossi fatto con latte fresco pastorizzato di alta qualità,,,,,,,,,,,,,108.0,,15.6000003814697,,,latticini e uova,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,3.0,,,,,,,,,,,,,,
nestle - motta nero perugina - gelato caffè 100% arabica,,,,,,,,,,,,,327.0,,30.100000381469695,,,dolci,,,,,,,,,,,,,,20.8999996185303,,,,,,,,,4.59999990463257,,,,,,,,,,,,,,
succo d'arancia,,,,0.015,,,2e-05,,,,0.0,,54.0,,,1e-06,7e-06,bevande,0.0,0.0,,3.7e-05,,,0.0,,,4e-06,,,,,,0.0,2.9e-05,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
"granarolo - yomo yomo 100% naturale 0,1% grassi prugne",,,,,,,,,,,,,71.0,,12.6000003814697,,,latticini e uova,,,,,,,,,,,,,,0.100000001490116,,,,,,,,,4.19999980926514,,,,,,,,,,,,,,
sedano,,,,,,,0.00027,,,,0.0,,16.0,,,0.0,0.00027,verdure,,0.0,0.0060999999999999995,0.0,,,2.93e-05,0.006,,,,,,,,0.0,0.000283,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
fruttosio,,,,,,,0.0,,,,0.0,,368.0,,,0.0,0.0,dolci,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"vino bianco, gewurztraminer",,,,,,,,,,,,,81.0,,,,,bevande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt di tofu,,,,,,,0.00031,,,,0.0,,94.0,,,0.0,1.9999999999999998e-05,latticini e uova,,0.0,0.0484,0.0,,,3.5e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
loacker quadratini dark chocolate 125 grammi,,,,,,,,,,,,,492.0,,59.7999992370605,,,prodotti da forno,,,,,,,,,,,,,,24.7000007629395,,,,,,,,,7.599999904632571,,,,,,,,,,,,,,
"costarella di manzo, cotta",,,,0.0,,,0.00045000000000000004,,,,0.0,,249.0,,,0.0,0.0,bovino,1.6e-06,0.089,,0.0,,,1.6e-06,,,8e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,
provolone,,,,,,,0.00023,,,,0.0,,351.0,,,0.0,6.8e-05,latticini e uova,,0.069,0.0154,0.0,,,2.2e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
colussi misura crackers integrali fibrextra,,,4.8000001907348615,,,,,,,,,,387.0,,59.2999992370605,,,prodotti da forno,,,,,,11.5,,,,,,,,10.8999996185303,,,,,,,,,12.8000001907349,,,,,0.8,,,,,,,,,
mousse al cioccolato,,,,0.0001,,,0.00051,,,,0.007,,225.0,,,3e-06,2.7e-05,dolci,4.6999999999999995e-07,0.14,,3e-06,,,1.6e-06,,,1.4999999999999999e-05,,,,,,0.0,9.4e-05,,,,,,,,,,,,,0.045,,,,,0.0,0.0,
nestle chocapic cereali,,,2.0,0.051000000000000004,0.00016999999999999999,0.00509999990463257,,,,,,0.267,382.0,,76.1999969482422,,,cereali per colazione,,,,,0.0118999996185303,5.900000095367429,,,,,,,,4.8000001907348615,,,,,,0.015300000190734901,0.0017000000476837202,,8.39999961853027,,,0.00139999997615814,,0.1,,,0.0012000000476837201,,,,8.500000238418579e-07,,
"acerola, succo",,,,1.6,,,0.00017999999999999998,,,,0.0,,23.0,,,0.0,0.000305,frutta e succhi,0.0,0.0,,0.0,,,1.4e-06,,,1.4e-05,,,,,,0.0,1.7e-05,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
loacker buon giorno cacao 200 grammi,,,,,,,,,,,,,481.0,,61.4000015258789,,,prodotti da forno,,,,,,,,,,,,,,22.600000381469695,,,,,,,,,8.10000038146973,,,,,,,,,,,,,,
algida kids calippo lime,,,,,,,,,,,,,85.0,,21.0,,,dolci,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
colussi - sapori ricorrenze pasqua - torta di pasqua,,,,,,,,,,,,,428.0,,63.2000007629395,,,prodotti da forno,,,,,,,,,,,,,,17.2999992370605,,,,,,,,,4.90000009536743,,,,,,,,,,,,,,
marshmallow al cioccolato e nocciole,,,,0.0003,,,0.00059,,,,0.016,,474.0,,,,,dolci,3e-08,0.023,,0.0,,,2.4e-06,,,1.1e-05,,,,,,0.0,6e-06,,,,,,,,,,,,,0.129,,,,,0.0,0.0,
"carne di fagiano, cotta",,,,,,,0.00027,,,,0.0,,239.0,,,0.0,0.0,pollo,,0.089,0.0858,0.0,,,4.9000000000000005e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"bevanda istantanea al cioccolato, senza zucchero",,,,,,,0.01688,,,,0.052000000000000005,,358.0,,,0.0,4.9999999999999996e-06,bevande,,0.044,0.26689999999999997,0.0,,,0.00011999999999999999,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.608,,,,,,0.01688,
agnesi pasta di semola le specialità artigianali - conchiglioni,,,,,,,,,,,,,340.0,,71.0,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,13.0,,,,,,,,,,,,,,
agnesi ponte - pasta di semola lunga - spaghetti,,,,,,,,,,,,,348.0,,71.5,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,12.1999998092651,,,,,,,,,,,,,,
nestle nero perugina - frutti delle americhe,,,,,,,,,,,,,601.0,,38.0,,,dolci,,,,,,,,,,,,,,44.2999992370605,,,,,,,,,12.6999998092651,,,,,,,,,,,,,,
kraft kraft legeresse - tubo da 150 ml,,,2.9000000953674303,,,,,,,,,,255.0,,5.900000095367429,,,"zuppe, salse e sughi",,,,,,0.0,,,,,,,,25.5,,,,,,,,,0.699999988079071,,,,,0.7000000000000001,,,,,,,,,
"succo di lime, confezionato",,,,,,,0.00012,,,,0.0,,21.0,,,0.0,9.999999999999999e-06,frutta e succhi,,0.0,0.0050999999999999995,0.0,,,5e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
kraft jocca,,,,,,,,,,,,,101.0,,,,,latticini e uova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"burro di mandorle, non salato",,,,,,,0.024210000000000002,,0.131,,,,614.0,0.006,,0.0,1e-06,semi e noci,,0.0,0.0521,0.0,,,0.0,0.139,,,,,,,,0.0,1e-06,,,,,,,,,,,,0.003,,,0.0005300000000000001,0.0,0.00101,,,
fagioli giapponesi azuki,,,,,,,,,,,,,329.0,,,,,legumi e derivati,,0.0,,,,,,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"carne di montone, arrosto",,,,,,0.000897,0.0008,,,0.0339,,0.01,234.0,,,,,cibi etnici,4.44e-06,0.109,0.1006,,0.0047599999999999995,,,,,0.0,0.0,0.272,,,,,,0.031,3.3e-05,0.00652,0.000377,0.40900000000000003,,6.2e-05,,0.0003,3.7999999999999995e-05,0.135,,,6e-05,0.0,0.0,0.0,,,0.0059299999999999995
kellogs cereali - kellogg's special k albicocche e pesche,,,,,,,,,,,,,378.0,,78.0,,,cereali per colazione,1.5e-06,,,,0.0105,2.5,,,,,,,,1.5,,,,,,0.027,0.003,,13.0,,,0.0024000000953674303,,0.4,,,0.00209999990463257,,,,,,
carciofi,,,,,,,0.00019,,,,,,47.0,,,0.0,8e-06,verdure,,0.0,0.0344,0.0,,,1.48e-05,,,,,,,,,0.0,0.000464,,,,,,,,,,,,,,,,,,,,
loacker quadratini napolitaner 125 grammi,,,,,,,,,,,,,509.0,,59.0,,,prodotti da forno,,,,,,,,,,,,,,27.0,,,,,,,,,7.5,,,,,,,,,,,,,,
"foglie di rapa, lesse",,,,,,,0.00188,,,,0.0,,20.0,,,0.0,0.004575,verdure,,0.0,0.0003,0.0,,,0.0003676,,,,,,,,,0.0,0.00844,,,,,,,,,,,,,0.0,,,,,,0.0,
barilla - mulino bianco panetti granetti ricetta classica,,,5.3000001907348615,,,,,,,,,,419.0,,71.0999984741211,,,prodotti da forno,,,,,,4.0,,,,,,,,10.5,,,,,,,,,10.0,,,,,0.55,,,,,,,,,
kellogs snack - kellogg's tresor pocket,,,,,,,,,,,,,421.0,,69.0,,,snacks,,,,,,5.0,,,,,,,,13.0,,,,,,,,,7.0,,,,,0.3,,,,,,,,,
pistacchi,,,,,,,0.0023,,0.198,,0.0,,562.0,0.01,,0.0,0.000249,semi e noci,,0.0,,0.0,,,,0.214,,,,,,,,,0.001405,,,,,,,,,,,,0.005,0.0,,0.0,0.0008,0.022600000000000002,,,
mandorle,,,,,,,0.02622,,0.132,,0.0,,575.0,0.005,,0.0,1e-06,semi e noci,,0.0,0.0521,0.0,,,0.0,,,,,,,,,0.0,1e-06,,,,,,,,,,,,0.004,0.0,,0.00029,5e-05,0.0006500000000000001,,0.0,
daiquiri,,,,0.0016,,,3e-05,,,,0.0,,186.0,,,0.0,2e-06,bevande,0.0,0.0,,0.0,,,1e-07,,,2e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,
curry in polvere,,,,,,,0.02199,,,,0.0,,325.0,,,0.0,0.000592,spezie ed erbe,,0.0,0.06420000000000001,0.0,,,9.979999999999999e-05,0.07200000000000001,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.00035,0.00095,,0.0,
"carne di capretto, arrosto",,,,,,,0.00034,,,,0.0,,143.0,,,0.0,0.0,"agnello, vitello, cacciagione",,0.075,0.10640000000000001,0.0,,,1.2e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"granarolo - yomo yomo 100% naturale 0,1% grassi assortito",,,,,,,,,,,,,68.0,,12.1000003814697,,,latticini e uova,,,,,,,,,,,,,,0.100000001490116,,,,,,,,,4.0,,,,,,,,,,,,,,
"cosciotti di pollo, carne tenera, cotta al fornello",,,,,,,0.0004,,,,0.0,,293.0,,,0.0,0.0,pollo,,0.044,0.0394,0.0,,,4.5e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
zenzero,,,,,,,0.00026000000000000003,,,,0.0,,80.0,,,0.0,0.0,verdure,,0.0,0.028800000000000003,0.0,,,1e-07,0.015,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"patate lessate, con sale",,,,,,,5e-05,,,,0.0,,87.0,,,0.0,2e-06,verdure,,0.0,0.0135,0.0,,,2.1e-06,,,,,,,,,0.0,9e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
loacker gardena hazelnut 200 grammi,,,,,,,,,,,,,515.0,,56.0,,,prodotti da forno,,,,,,,,,,,,,,29.0,,,,,,,,,7.5,,,,,,,,,,,,,,
kraft philadelphia snack,,,,,,,,,,,,,235.0,,23.5,,,snacks,,,,,,,,,,,,,,11.5,,,,,,,,,8.80000019073486,,,,,,,,,,,,,,
milky way,,,,,,,0.0008900000000000001,,,,0.006,,456.0,,,0.0,4e-06,dolci,,0.009000000000000001,0.0165,0.0,,,3.6e-06,,,,,,,,,0.0,1e-06,,,,,,,,,,,,,0.064,,,,,,0.0,
loacker quadratini tiramisù 110 grammi,,,,,,,,,,,,,508.0,,51.7000007629395,,,prodotti da forno,,,,,,,,,,,,,,28.600000381469695,,,,,,,,,10.8999996185303,,,,,,,,,,,,,,
nestle mio - polpa di frutta mela e banana,,,0.0,,,,,,,,,,67.0,,16.0,,,dolci,,,,,,1.70000004768372,,,,,,,,0.200000002980232,,,,,,,,,0.200000002980232,,,,,0.001,,,,,,,,,
"crescione, lesso",,,,,,,0.0005,,,,0.0,,23.0,,,0.0,0.00279,verdure,,0.0,0.013800000000000002,0.0,,,0.00038339999999999994,,,,,,,,,0.0,0.008402,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo - prima natura bio latte prima natura bio uht,,,,,,,,,,,,0.12,47.0,,4.9499998092651385,,,latticini e uova,,,,,,,,,,,,,,1.60000002384186,,,,,,,,,3.1500000953674303,,,,,,,,,,,,,,
ferrero yogo brioss,,,7.0,,,,,,,,,,379.0,,56.5,,,prodotti da forno,,,,,,2.2000000476837203,,,,,,0.15,,14.6000003814697,,,,,,,,,5.5,,,,,0.11900000000000001,,,,,,,,,
"mirtilli blu, congelati",,,,,,,0.00048,,,,0.0,,51.0,,,0.0,2.8e-05,frutta e succhi,,0.0,0.0050999999999999995,0.0,,,1.64e-05,,,,,,,,,0.0,6.8e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
latte di capra,,,,,,,7.000000000000001e-05,,,,0.0,,69.0,,,0.0,7e-06,latticini e uova,,0.011,0.016,0.0,,,3e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
knorr sugo pomodori tritati 250 grammi,,,,,,,,,,,,,65.0,,5.0,,,"zuppe, salse e sughi",,,,,,,,,,,,,,4.5,,,,,,,,,1.5,,,,,,,,,,,,,,
spaghetti pomodoro e formaggio,,,,,,,,,,,,,80.0,,,,,"pasti completi, antipasti e contorni",,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colussi - sapori ricorrenze pasqua - gemme di colombelle,,,,,,,,,,,,,453.0,,56.9000015258789,,,prodotti da forno,,,,,,,,,,,,,,22.2000007629395,,,,,,,,,6.300000190734861,,,,,,,,,,,,,,
"mcflurry, mcdonald's",,,,,,0.00073,8e-05,,,,,,177.0,,,,,fast food,6e-07,0.016,,,,,,,,3e-06,3e-06,,,,,,,,,0.00013900000000000002,5.3e-05,,,,,0.000243,,,,,5.1e-05,,,,,,
nestle - buitoni tortelloni alle verdure grigliate buitoni,,,1.79999995231628,,,,,,,,,,269.0,,39.9000015258789,,,cereali e pasta,,,,,,4.5,,,,,,,,8.5,,,,,,,,,8.199999809265138,,,,,0.42,,,,,,,,,
granarolo - prima natura bio yogurt prima natura bio banana e mela,,,,,,,,,,,,,110.0,,16.0,,,latticini e uova,,,,,,,,,,,,,,3.5,,,,,,,,,3.0,,,,,,,,,,,,,,
milkshake alla vaniglia,,,,,,,5e-05,,,,0.0,,112.0,,,0.0,4.9999999999999996e-06,latticini e uova,,0.012,0.0143,0.0,,,2e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
valsoia gelato 3 stecchi ricoperti al cioccolato,,,,,,,,,,,,,311.0,,25.2000007629395,,,soia,,,,,,2.0,,,,,,,,22.2000007629395,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,
patate,,,,,,,1e-05,,,,0.0,,77.0,,,0.0,1e-06,verdure,,0.0,0.0121,0.0,,,1.8999999999999998e-06,0.005,,,,,,,,0.0,8e-06,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
kellogs cereali - kellogg's extra caffè e chicchi di cioccolato,,,,,,,,,,,,,471.0,,58.0,,,cereali per colazione,6.299999952316278e-07,,,,0.006,6.0,,,,,,,,23.0,,,,,,0.011300000190734901,0.00129999995231628,,8.0,,,0.001,,0.25,,,0.0008999999761581421,,,,,,
merluzzo sotto sale,,,,,,,0.00284,,,,0.0,,290.0,,,0.0,0.0,pesci,,0.152,0.2913,0.0,,,4e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
pesche,,,,,,,0.00073,,,,0.0,,39.0,,,0.0,0.00016199999999999998,frutta e succhi,,0.0,0.0060999999999999995,6.7e-05,,,2.6e-06,0.01,,,,,,,,0.0,9.099999999999999e-05,,,,,,,,,,,,,0.0,,0.0,0.0,2e-05,,0.0,
"carne macinata di maiale, cotta",,,,,,,0.00021,,,,0.0,,297.0,,,0.0,0.0,maiale,,0.094,0.0883,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
ferrero kinder sorpresa - confezione justice league 3 pz,,,23.0,,,,,,,,,0.28500000000000003,561.0,,51.7000007629395,,,dolci,,,,,,1.0,,,,,,0.26,,35.2999992370605,,,,0.045,,,,,9.0,,,,,0.12,,,,,,,,,
colussi misura fiocchi di cereali con soia,,,0.8000000119209291,,,,,,,,,,372.0,,74.4000015258789,,,cereali per colazione,,,,,,4.6999998092651385,,,,,,,,2.09999990463257,,,,,,,,,13.8999996185303,,,,,0.8,,,,,,,,,
broccoletti di rapa,,,,,,,0.0016200000000000001,,,,,,22.0,,,0.0,0.001573,verdure,,,0.0183,0.0,,,0.000224,,,,,,,,,0.0,0.001121,,,,,,,,,,,,,,,1e-05,0.0,0.00016,,,
valsoia budino gianduia,,,,,,,,,,,,,91.0,,16.3999996185303,,,soia,,,,,,2.0,,,,,,,,1.5,,,,,,,,,2.9000000953674303,,,,,,,,,,,,,,
nestle - motta kids - bubble ice,,,,,,,,,,,,,149.0,,24.5,,,dolci,,,,,,,,,,,,,,5.09999990463257,,,,,,,,,0.8000000119209291,,,,,,,,,,,,,,
barilla - mulino bianco liberi per natura - maggiolini,,,5.900000095367429,,,,,,,,,,429.0,,79.5999984741211,,,prodotti da forno,,,,,,2.0,,,,,,,,9.89999961853027,,,,,,,,,5.3000001907348615,,,,,0.38,,,,,,,,,
"vitello, coscia e spalla, cruda",,,,0.0,,,0.00027,,,,,,109.0,,,,,"agnello, vitello, cacciagione",1.49e-06,0.084,,,,,,,,1.3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
