name,acqua | g,calorie | kcal,fibra alimentare | g,proteine totali | g,proteine animali | g,proteine vegetali | g,glucidi disponibili | g,glucidi solubili | g,amido | g,lipidi totali | g,lipidi animali | g,lipidi vegetali | g,lipidi saturi totali | g,acido oleico | g,monoinsaturi totali | g,acido linoleico | g,acido linolenico | g,altri polinsaturi | g,polinsaturi totali | g,colesterolo | g,alcool | g,ferro | g,calcio | g,sodio | g,potassio | g,fosforo | g,zinco | g,tiamina (vit.b1) | g,vitamina b6 | g,riboflavina | g,niacina (vit. pp) | g,vitamina c | g,acido folico | g,retinolo (equivalente) | g,retinolo | g,carotene | g,vitamina d | g,vitamina e | g
cedro candito,17.0,187.0,3.3,0.1,0.0,0.1,49.4,49.4,0.0,0.2,0.0,0.2,0.02,0.03,0.04,0.03,0.03,0.0,0.06,0.0,0.0,0.0011,0.055,0.027,0.024,0.006,0.0001,0.0,0.0,0.0,0.0009000000000000001,0.002,0.0,1.1699999999999998e-06,0.0,7e-06,0.0,0.0
crescione [nasturtium officinalis],92.5,22.0,3.0,3.0,0.0,3.0,0.4,0.4,0.0,1.0,0.0,1.0,0.27,0.06,0.08,0.12,0.12,0.0,0.24,0.0,0.0,0.0022,0.17,0.049,0.23,0.052000000000000005,0.0007,0.00016,0.0,6e-05,0.0003,0.062,0.0,0.00041999999999999996,0.0,0.0025199999999999997,0.0,0.00146
"cicoria catalogna [chicorium intybus, cv catalogna]",90.0,24.0,3.1,1.8,0.0,1.8,3.2,3.0,0.2,0.5,0.0,0.5,0.12,0.01,0.01,0.19,0.19,0.0,0.38,0.0,0.0,0.0007,0.074,0.021,0.358,0.031,0.0003,3e-05,0.0,0.00019,0.0003,0.017,0.0,0.00021916999999999998,0.0,0.001315,0.0,0.00226
torrone con mandorle,6.9,479.0,1.9,10.8,0.9,9.9,52.0,52.0,0.0,26.8,0.0,26.8,2.23,18.93,19.11,5.11,5.11,0.0,10.22,0.0,0.0,0.0035,0.08,0.019,0.466,0.265,0.0018000000000000002,0.00016,0.0,0.00025,0.0012,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.01238
"uovo di gallina, albume",87.6,47.0,0.0,10.9,10.9,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.009000000000000001,0.19,0.15,0.015,0.0001,2e-05,0.0,0.00027,0.0001,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0
"te' deteinato, in tazza",99.5,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.002,0.0,0.0,0.0,2e-05,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0
"pomodoro, concentrato (sostanza secca 18%)",82.0,50.0,2.3,0.9,0.0,0.9,11.4,11.4,0.0,0.4,0.0,0.4,0.06,0.06,0.06,0.16,0.16,0.0,0.32,0.0,0.0,0.001,0.015,0.003,0.225,0.031,0.0007,7.000000000000001e-05,0.0,6e-05,0.0009000000000000001,0.028,0.054,0.00108333,0.0,0.0065,0.0,0.005370000000000001
"pollo, ali",67.0,193.0,0.0,20.3,20.3,0.0,0.0,0.0,0.0,12.4,12.4,0.0,4.09,4.68,5.6,1.56,1.56,0.23,3.35,0.089,0.0,0.0006,0.006,0.06,0.32,0.18,0.0008,0.00012,0.0,0.00022,0.0083,0.0,0.011,1.7e-05,1.7e-05,0.0,6e-07,0.00014000000000000001
pancarre' americano comune,36.7,267.0,2.3,8.2,0.0,8.2,46.9,3.0,43.9,3.6,0.0,3.6,0.81,1.6,1.61,0.71,0.71,0.0,1.42,0.001,0.0,0.003,0.108,0.538,0.11900000000000001,0.094,0.0006,0.00047,0.0,0.00034,0.004,0.0,0.034,0.0,0.0,0.0,0.0,0.0
spumanti aromatici,0.0,82.0,0.0,0.2,0.0,0.2,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0006,0.014,0.013000000000000001,0.11,0.013000000000000001,0.0,0.0,0.0,1e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgombro o maccarello in salamoia,66.0,177.0,0.0,19.3,19.3,0.0,0.0,0.0,0.0,11.1,11.1,0.0,2.6,1.84,4.13,0.16,0.16,2.15,2.47,0.032,0.0,0.0021000000000000003,0.185,0.232,0.095,0.274,0.0023,6e-05,0.0,0.00021,0.0058,0.0,0.001,0.000129,0.000129,0.0,3e-06,0.00043
sgombro o maccarello [scomber scombrus],69.8,168.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,11.1,11.1,0.0,2.6,1.84,4.13,0.16,0.16,2.15,2.47,0.095,0.0,0.0012,0.038,0.13,0.36,0.264,0.0005,0.0001,0.0,0.00025,0.0076,0.0,0.001,4.4999999999999996e-05,4.4999999999999996e-05,0.0,2.8999999999999998e-06,0.00025
latte di mandorle,96.0,25.0,0.4,0.6,0.0,0.6,2.4,1.7,0.7,1.5,0.0,1.5,0.12,1.05,1.06,0.28,0.28,0.0,0.56,0.0,0.0,0.0001,0.007,0.0,0.025,0.015,0.0001,1e-05,0.0,1e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.00069
fior di latte,54.8,265.0,0.0,20.6,20.6,0.0,0.0,0.0,0.0,20.3,20.3,0.0,12.6,5.55,6.57,0.42,0.42,0.0,0.84,0.09,0.0,0.0004,0.162,0.11800000000000001,0.075,0.355,0.0014,3e-05,0.0,0.00027,0.0003,0.0,0.0,0.00023999999999999998,0.00020999999999999998,0.00017999999999999998,1.6e-07,0.00033
baba' al rhum,49.4,252.0,0.9,5.9,4.6,1.3,41.4,18.5,22.9,5.7,5.6,0.1,2.81,1.62,1.83,0.3,0.3,0.02,0.62,0.151,3.1,0.0023,0.022,0.315,0.074,0.04,0.0006,0.0,0.0,0.00011,0.0005,0.0,0.0,0.0,0.0,0.0,2.52e-06,0.00235
mozzarella di bufala,62.7,240.0,0.0,15.7,15.7,0.0,3.3,3.3,0.0,18.3,18.3,0.0,11.47,3.98,4.65,0.42,0.42,0.0,0.84,0.056,0.0,0.0002,0.403,0.137,0.038,0.23900000000000002,0.0043,5e-05,0.0,0.00051,0.0004,0.0,0.019,0.00026832999999999995,0.00023999999999999998,0.00016999999999999999,1.6e-07,0.00033
halibut [hippoglossus hippoglossus],77.9,110.0,0.0,20.8,20.8,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.33,0.36,0.75,0.03,0.03,0.63,0.69,0.032,0.0,0.0008,0.047,0.054,0.45,0.222,0.0004,6e-05,0.0,8e-05,0.0058,0.0,0.0,4.7e-05,4.7e-05,0.0,0.0,0.00085
"uovo di gallina, intero, in polvere",4.1,574.0,0.0,47.0,47.0,0.0,4.1,4.1,0.0,41.2,41.2,0.0,12.96,14.67,16.11,3.8,3.8,0.69,8.29,1.9000000000000001,0.0,0.0087,0.187,0.52,0.48,0.8,0.005,0.00033,0.0,0.0012,0.0002,0.0,0.19,0.00085,0.000806,0.00026399999999999997,6.75e-06,0.00428
arachidi tostate,2.3,597.0,10.9,29.0,0.0,29.0,8.5,3.1,5.4,50.0,0.0,50.0,7.13,22.53,23.05,13.74,13.74,0.0,27.48,0.0,0.0,0.0035,0.064,0.006,0.68,0.28300000000000003,0.0039,0.00016,0.0,8e-05,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.00111
piselli surgelati,79.0,54.0,7.8,5.7,0.0,5.7,7.5,4.1,3.4,0.4,0.0,0.4,0.15,0.12,0.12,0.03,0.03,0.0,0.06,0.0,0.0,0.0015,0.033,0.003,0.19,0.09,0.0009000000000000001,0.00032,0.0,0.0001,0.0021000000000000003,0.017,0.078,4.9999999999999996e-05,0.0,0.0003,0.0,0.00017999999999999998
ventaglio o pettine [pecten jacobeaus],78.6,88.0,0.0,16.8,16.8,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.08,0.02,0.04,0.0,0.0,0.26,0.26,0.033,0.0,0.0003,0.024,0.161,0.322,0.219,0.001,1e-05,0.0,7.000000000000001e-05,0.0012,0.0,0.016,1.4999999999999999e-05,1.4999999999999999e-05,0.0,0.0,0.001
"bovino, midollo osseo",5.0,822.0,0.0,3.2,3.2,0.0,0.0,0.0,0.0,89.9,89.9,0.0,27.34,13.92,15.64,9.98,9.98,12.07,32.03,0.3,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiori di zucca [cucurbita pepo],94.3,12.0,0.5,1.7,0.0,1.7,0.5,0.5,0.0,0.4,0.0,0.4,0.21,0.02,0.05,0.01,0.01,0.0,0.02,0.0,0.0,0.002,0.039,0.006,0.203,0.037,0.0002,8.999999999999999e-05,0.0,0.00016,0.0008,0.028,0.0,0.000252,0.0,0.0015119999999999999,0.0,0.00012
latteria,25.4,450.0,0.0,30.7,30.7,0.0,0.0,0.0,0.0,36.4,36.4,0.0,22.59,9.96,11.78,0.75,0.75,0.0,1.5,0.1,0.0,0.0003,1.057,0.67,0.099,0.61,0.0023,3e-05,0.0,0.00068,0.0004,0.0,0.012,0.00032783,0.000294,0.000203,2.5e-07,0.00058
fagiano [phasianus colchicus],69.2,144.0,0.0,24.3,24.3,0.0,0.0,0.0,0.0,5.2,5.2,0.0,1.51,1.72,2.42,0.45,0.45,0.15,1.05,0.07100000000000001,0.0,0.008,0.049,0.07,0.29,0.308,0.001,0.00017,0.0,0.00019,0.011300000000000001,0.0,0.0,0.0,0.0,0.0,4e-07,0.0003
porri [allium porrum],87.8,29.0,2.9,2.1,0.0,2.1,5.2,5.2,0.0,0.1,0.0,0.1,0.01,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0,0.0008,0.054,0.009000000000000001,0.31,0.057,0.0002,6e-05,0.0,8e-05,0.0005,0.009000000000000001,0.074,0.0,0.0,0.0,0.0,0.00122
"nori [porphyra laciniata], secca",8.7,136.0,44.4,30.7,0.0,30.7,0.0,0.0,0.0,1.5,0.0,1.5,0.33,0.04,0.13,0.02,0.02,0.56,0.6,0.0,0.0,0.019600000000000003,0.43,0.79,2.84,0.35000000000000003,0.0064,0.00024,0.0,0.00134,0.0055,0.014,0.146,0.002485,0.0,0.01491,0.0,0.001
"peperoni gialli [capsicum annuum, cv grossum]",93.0,22.0,0.9,0.9,0.0,0.9,5.0,4.9,0.1,0.3,0.0,0.3,0.05,0.02,0.02,0.14,0.14,0.0,0.28,0.0,0.0,0.0007,0.017,0.03,0.117,0.028,0.0002,5e-05,0.0,7.000000000000001e-05,0.0005,0.151,0.022,0.00013916999999999998,0.0,0.0008349999999999999,0.0,0.0006
provola affumicata,55.0,260.0,0.0,21.2,21.2,0.0,0.0,0.0,0.0,19.6,19.6,0.0,12.16,5.36,6.34,0.4,0.4,0.0,0.8,0.09,0.0,0.0008,0.29,0.299,0.036000000000000004,0.42,0.0023,3e-05,0.0,0.00031,0.0001,0.0,0.019,0.00014233,0.000139,1.9999999999999998e-05,1.6e-07,0.00033
grappa,66.4,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quaglia [coturnix coturnix],65.9,161.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,6.8,6.8,0.0,1.91,1.99,2.36,1.3,1.3,0.15,2.75,0.1,0.0,0.0015,0.012,0.04,0.17500000000000002,0.2,0.0027,8e-05,0.0,0.00015,0.0075,0.0,0.008,7.3e-05,7.3e-05,0.0,5e-07,5e-05
cappuccino,89.6,41.8,0.0,3.08,3.02,0.06,4.21,4.21,0.0,1.51,1.51,0.0,0.75,0.36,0.39,0.04,0.04,0.0,0.08,0.00588,0.0,0.0002,0.09336,0.0356,0.18296,0.07748000000000001,0.00045000000000000004,3e-05,0.0,0.00015,0.00039000000000000005,0.0,0.0,1.7219999999999998e-05,1.512e-05,1.26e-05,1e-08,3e-05
yogurt greco di latte intero,78.5,123.09,0.0,4.0,4.0,0.0,4.3,4.3,0.0,10.0,10.0,0.0,6.8,0.0,2.3,130.0,130.0,0.3,260.3,0.0232,0.0,0.0,0.1331,0.048299999999999996,0.16940000000000002,0.0819,0.0004,3e-05,0.0,0.00017999999999999998,0.0007,0.001,0.0048,6.67e-06,0.0,3.9999999999999996e-05,0.0,0.0002
"succo di mandarino, fresco",88.9,43.0,0.2,0.5,0.0,0.5,9.9,9.9,0.0,0.2,0.0,0.2,0.02,0.03,0.04,0.03,0.03,0.0,0.06,0.0,0.0,0.0002,0.018000000000000002,0.001,0.178,0.014,0.0,6e-05,0.0,2e-05,0.0001,0.0,0.005,4.2e-05,0.0,0.000252,0.0,8.999999999999999e-05
brodo di dado,98.0,3.0,0.0,0.3,0.3,0.0,0.1,0.0,0.1,0.4,0.4,0.0,0.2,0.15,0.16,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.001,0.366,0.01,0.007,0.0,0.0,0.0,1e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"caffe' solubile, decaffeinato, in tazza",99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.033,0.003,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"orzo solubile o caffe' d'orzo, in polvere",4.9,372.0,0.1,5.5,0.0,5.5,80.9,0.0,80.9,3.4,0.0,3.4,0.63,0.36,0.37,1.56,1.56,0.0,3.12,0.0,0.0,0.0046,0.052000000000000005,0.073,1.84,0.58,0.0005,0.0,0.0,0.0001,0.0169,0.0,0.02,0.0,0.0,0.0,0.0,0.00033
biscotti ricoperti al cioccolato,2.2,524.0,2.9,5.7,2.5,3.2,67.4,43.4,24.0,27.6,20.4,7.2,5.55,15.82,15.85,3.54,3.54,0.0,7.08,0.002,0.0,0.0017,0.11,0.16,0.23,0.13,0.0008,3e-05,0.0,0.00013000000000000002,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.00143
"agar agar [eucheuma spp], secco",9.7,16.0,81.1,1.6,0.0,1.6,0.0,0.0,0.0,1.2,0.0,1.2,0.24,0.04,0.11,0.02,0.02,0.39,0.43,0.0,0.0,0.0206,0.76,0.11,0.11,0.05,0.014400000000000001,1e-05,0.0,0.00022,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sego di bue,2.0,872.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,96.5,96.5,0.0,48.06,34.74,40.34,2.99,2.99,0.29,6.27,0.109,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000224,0.000224,0.0,0.0,0.0027
pane di segale biscottato,31.0,284.0,6.4,9.4,0.0,9.4,46.8,3.7,43.1,3.6,0.0,3.6,0.69,1.43,1.44,0.81,0.81,0.0,1.62,0.0,0.0,0.0031000000000000003,0.08,0.725,0.183,0.138,0.0013000000000000002,0.00038,0.0,0.00033,0.0038,0.0,0.039,0.0,0.0,0.0,0.0,0.00061
caciocavallo affumicato,30.0,439.0,0.0,37.7,37.7,0.0,2.1,2.1,0.0,31.1,31.1,0.0,19.95,7.2,8.64,0.58,0.58,0.0,1.16,0.09,0.0,0.0003,0.86,1.2590000000000001,0.138,0.59,0.0032,1e-05,0.0,0.00045000000000000004,0.0002,0.0,0.0,0.000336,0.000294,0.000252,1.6e-07,0.00035
rochefort,41.3,375.0,0.0,19.7,19.7,0.0,0.0,0.0,0.0,32.9,32.9,0.0,20.68,8.01,9.09,0.67,0.67,0.0,1.34,0.09,0.0,0.0004,0.53,1.67,0.031,0.4,0.0016,4e-05,0.0,0.0006500000000000001,0.0005,0.0,0.045,0.00029667,0.00029499999999999996,9.999999999999999e-06,1.8e-07,0.00055
"barbabietole rosse [beta vulgaris, cv rapa, forma rubra]",91.3,20.0,2.6,1.1,0.0,1.1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.02,0.084,0.3,0.021,0.0004,3e-05,0.0,2e-05,0.0002,0.007,0.0,0.0,0.0,0.0,0.0,0.0
"riso, sbramato (integrale)",13.9,357.0,3.8,6.7,0.0,6.7,81.3,1.3,80.0,2.8,0.0,2.8,0.56,1.0,1.01,0.96,0.96,0.0,1.92,0.0,0.0,0.0014,0.01,0.003,0.25,0.31,0.0018000000000000002,0.00059,0.0,7.000000000000001e-05,0.0053,0.0,0.049,0.0,0.0,0.0,0.0,0.0008
pancetta tesa,45.3,337.0,0.0,20.9,20.9,0.0,0.0,0.0,0.0,28.1,28.1,0.0,9.61,11.48,12.59,3.61,3.61,0.31,7.53,0.08,0.0,0.0008,0.019,1.854,0.273,0.14,0.0019,0.00045000000000000004,0.0,0.00014000000000000001,0.0047,0.0,0.003,0.0,0.0,0.0,9e-07,7.000000000000001e-05
fragole [fragaria vesca],90.5,27.0,1.6,0.9,0.0,0.9,5.3,5.3,0.0,0.4,0.0,0.4,0.02,0.06,0.06,0.12,0.12,0.0,0.24,0.0,0.0,0.0008,0.035,0.002,0.16,0.028,0.0001,2e-05,0.0,4e-05,0.0005,0.054,0.0,0.0,0.0,0.0,0.0,0.00017999999999999998
cetriolini sott'aceto,92.8,14.0,1.2,0.9,0.0,0.9,2.6,2.4,0.2,0.1,0.0,0.1,0.03,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0,0.0007,0.02,0.6900000000000001,0.11,0.022,0.0003,0.0,0.0,2e-05,0.0001,0.001,0.0,3.3e-07,0.0,2e-06,0.0,7.000000000000001e-05
triglia [mullus surmuletus],75.3,123.0,0.0,15.8,15.8,0.0,1.1,1.1,0.0,6.2,6.2,0.0,1.62,0.75,1.43,0.36,0.36,1.52,2.24,0.094,0.0,0.0011,0.021,0.091,0.34,0.218,0.0003,7.000000000000001e-05,0.0,7.000000000000001e-05,0.004200000000000001,0.0,0.011,9e-06,9e-06,0.0,1.31e-06,0.00083
rape [brassica rapa],93.3,18.0,2.6,1.0,0.0,1.0,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.04,0.058,0.24,0.029,0.0001,2e-05,0.0,7.000000000000001e-05,0.0009000000000000001,0.023,0.011,0.0,0.0,0.0,0.0,0.0
biscotti al latte,5.0,417.0,1.2,13.8,5.1,8.7,76.1,35.7,40.4,8.5,6.9,1.6,1.7,3.69,3.7,2.53,2.53,0.0,5.06,0.026000000000000002,0.0,0.0019,0.10400000000000001,0.491,0.366,0.225,0.0004,0.00029,0.0,0.00026000000000000003,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.00377
bieta in scatola,91.0,31.0,1.7,0.9,0.0,0.9,5.5,5.5,0.0,0.1,0.0,0.1,0.02,0.03,0.03,0.05,0.05,0.0,0.1,0.0,0.0,0.0018000000000000002,0.015,0.194,0.148,0.017,0.0002,1e-05,0.0,4e-05,0.0002,0.004,0.0,1e-06,0.0,6e-06,0.0,0.0003
gomme da masticare,2.6,341.0,0.0,0.0,0.0,0.0,96.7,96.7,0.0,0.3,0.0,0.3,0.04,0.08,0.08,0.13,0.13,0.0,0.26,0.0,0.0,0.0,0.0,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farina di ceci,13.0,334.0,13.8,21.8,0.0,21.8,54.3,3.7,50.6,4.9,0.0,4.9,0.63,1.35,1.36,2.59,2.59,0.0,5.18,0.0,0.0,0.0060999999999999995,0.117,0.006,0.8,0.299,0.0033,0.00035999999999999997,0.0,0.00014000000000000001,0.0017,0.005,0.0,2.9999999999999997e-05,0.0,0.00017999999999999998,0.0,0.00261
"marmellata (albic.,fichi,mele cot.,pesche, prugne]",41.0,209.0,2.2,0.6,0.0,0.6,55.2,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.01,0.007,0.09,0.011,0.0,2e-05,0.0,3e-05,0.0008,0.003,0.0,5.9829999999999995e-05,0.0,0.000359,0.0,0.0
lupini [lupinus albus] deamarizzati,69.0,114.0,4.8,16.4,0.0,16.4,7.2,0.5,6.7,2.4,0.0,2.4,0.28,0.88,0.97,0.49,0.49,0.0,0.98,0.0,0.0,0.0055,0.045,0.005,0.35100000000000003,0.1,0.0016,0.0001,0.0,1e-05,0.0002,0.002,0.123,9e-06,0.0,5.4e-05,0.0,0.0
lenticchie in scatola,80.0,61.0,5.3,5.0,0.0,5.0,10.7,1.1,9.6,0.4,0.0,0.4,0.05,0.07,0.07,0.15,0.15,0.0,0.3,0.0,0.0,0.0012,0.019,0.399,0.20800000000000002,0.077,0.0005,0.00011,0.0,4e-05,0.0004,0.0,0.018000000000000002,3.33e-06,0.0,1.9999999999999998e-05,0.0,0.00019
yogurt di latte parzialmente scremato,89.0,43.0,0.0,3.4,3.4,0.0,3.8,3.8,0.0,1.7,1.7,0.0,0.95,0.35,0.38,0.04,0.04,0.0,0.08,0.008,0.0,0.0001,0.12,0.045,0.149,0.094,0.0006,4e-05,0.0,0.00017999999999999998,0.0001,0.0,0.017,1.083e-05,9.999999999999999e-06,4.9999999999999996e-06,1e-08,1e-05
patate [solanum tuberosum],78.5,85.0,1.6,2.1,0.0,2.1,18.0,0.4,17.6,1.0,0.0,1.0,0.19,0.02,0.03,0.45,0.45,0.0,0.9,0.0,0.0,0.0006,0.01,0.007,0.5700000000000001,0.054,0.0003,0.0001,0.0,4e-05,0.0025,0.015,0.035,3e-06,0.0,1.8e-05,0.0,6e-05
alcool puro,5.7,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feta,56.5,250.0,0.0,15.6,15.6,0.0,1.5,1.5,0.0,20.2,20.2,0.0,14.19,3.77,4.39,0.31,0.31,0.0,0.62,0.07,0.0,0.0002,0.36,1.44,0.095,0.28,0.0009000000000000001,4e-05,0.0,0.00021,0.0002,0.0,0.0,0.00022549999999999998,0.00021999999999999998,3.2999999999999996e-05,5e-07,0.00037
burro di arachidi,1.1,623.0,6.8,22.6,0.0,22.6,13.1,6.7,6.4,53.7,0.0,53.7,10.62,26.49,27.21,13.45,13.45,0.0,26.9,0.0,0.0,0.0021000000000000003,0.037,0.35000000000000003,0.7000000000000001,0.33,0.003,0.00017,0.0,8.999999999999999e-05,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0049900000000000005
polenta,56.3,183.0,1.3,4.4,0.0,4.4,40.8,0.8,40.0,1.4,0.0,1.4,0.17,0.31,0.31,0.51,0.51,0.0,1.02,0.0,0.0,0.0009000000000000001,0.003,0.001,0.065,0.05,0.0005,0.00017999999999999998,0.0,5e-05,0.001,0.0,0.0,3.35e-05,0.0,0.00020099999999999998,0.0,0.0
edam stagionato,42.0,345.0,0.0,29.0,29.0,0.0,1.0,1.0,0.0,25.0,25.0,0.0,15.8,6.21,7.31,0.38,0.38,0.0,0.76,0.10200000000000001,0.0,0.0005,0.75,1.25,0.1,0.43,0.0022,3e-05,0.0,0.0002,0.0001,0.001,0.0,0.00031667,0.00029,0.00015999999999999999,1.8999999999999998e-07,0.00048
dolcificante a base di saccarina,0.5,397.0,0.0,0.0,0.0,0.0,98.6,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
budino alla vaniglia,71.2,130.0,0.1,2.3,1.7,0.6,21.8,12.6,9.2,3.6,3.5,0.1,0.57,1.53,1.54,1.24,1.24,0.01,2.49,0.007,0.0,0.0001,0.088,0.135,0.113,0.068,0.0003,2e-05,0.0,0.00014000000000000001,0.0003,0.0,0.0,6e-06,6e-06,0.0,3e-08,0.00013000000000000002
brodo di carne varia,97.6,7.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.11,0.08,0.09,0.01,0.01,0.0,0.02,0.0,0.0,0.0002,0.006,0.326,0.054,0.013000000000000001,0.0,0.0,0.0,2e-05,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"starna [perdix perdix], coscio",70.0,113.0,0.0,26.4,26.4,0.0,0.0,0.0,0.0,2.6,2.6,0.0,0.79,0.83,0.95,0.52,0.52,0.05,1.09,0.08600000000000001,0.0,0.0045000000000000005,0.034,0.115,0.037,0.2,0.0019,8e-05,0.0,0.00031,0.0046,0.0,0.028,0.0,0.0,0.0,4e-07,0.0
certosino,57.0,268.0,0.0,17.5,17.5,0.0,0.0,0.0,0.0,22.0,22.0,0.0,13.65,6.02,7.12,0.45,0.45,0.0,0.9,0.09,0.0,0.0003,0.44,0.43,0.125,0.263,0.0014,5e-05,0.0,0.00035999999999999997,0.0001,0.0,0.0,0.0002925,0.00027499999999999996,0.00010499999999999999,1.7000000000000001e-07,0.00024
"datteri [phoenix dactylifera], freschi",60.7,124.0,3.6,1.5,0.0,1.5,31.3,31.3,0.0,0.1,0.0,0.1,0.04,0.03,0.03,0.01,0.01,0.0,0.02,0.0,0.0,0.0003,0.024,0.007,0.41000000000000003,0.028,0.0002,6e-05,0.0,7.000000000000001e-05,0.0007,0.014,0.0,3e-06,0.0,1.8e-05,0.0,0.0001
"farina di segale, semi-integrale",13.6,316.0,8.0,8.3,0.0,8.3,67.8,6.2,61.6,1.3,0.0,1.3,0.15,0.14,0.15,0.48,0.48,0.0,0.96,0.0,0.0,0.0026000000000000003,0.02,0.001,0.297,0.196,0.0024,0.00022,0.0,0.0001,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.00087
"ovino, cuore",75.0,134.0,0.0,16.9,16.9,0.0,0.4,0.4,0.0,7.2,7.2,0.0,2.78,1.88,2.13,0.41,0.41,0.12,0.94,0.18,0.0,0.005,0.009000000000000001,0.14,0.28,0.2,0.002,0.00049,0.0,0.0008,0.0075,0.003,0.002,0.0,0.0,0.0,5.1e-07,0.00048
"tortellini, freschi",28.2,310.0,1.3,12.2,9.0,3.2,52.6,2.3,50.3,7.2,6.9,0.3,3.19,2.28,2.53,0.65,0.65,0.03,1.33,0.177,0.0,0.0016,0.146,0.264,0.19,0.23600000000000002,0.0023,0.00021,0.0,0.00015,0.0018000000000000002,0.0,0.025,0.00010417,9.6e-05,4.9e-05,7e-07,0.0005600000000000001
agnello [ovis agnus],70.1,162.0,0.0,20.8,20.8,0.0,0.0,0.0,0.0,8.8,8.8,0.0,4.15,3.14,3.25,0.2,0.2,0.0,0.4,0.07100000000000001,0.0,0.0016,0.007,0.088,0.35000000000000003,0.19,0.0033,0.00014000000000000001,0.0,0.00028000000000000003,0.006,0.0,0.0,0.0,0.0,0.0,4e-07,8.999999999999999e-05
lumaca [helix pomatia],82.8,98.0,0.0,12.9,12.9,0.0,0.0,0.0,0.0,1.7,1.7,0.0,0.13,0.03,0.12,0.02,0.02,0.08,0.12,0.065,0.0,0.005,0.057,0.20600000000000002,0.34700000000000003,0.14100000000000001,0.0016,3e-05,0.0,0.00011,0.0011,0.0,0.006,5.9999999999999995e-05,5.9999999999999995e-05,0.0,1.1e-06,0.00013000000000000002
