name,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido folico (vit. b9 o m o folacina) | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,alpha-tocoferolo (vit. e) | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,beta-sistosterolo | g,betaina | g,biotina | g,c0:0 | g,c0:1 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c0:3 not further defined | g,c0:4 not further defined | g,c0:5 n-3 | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c1:5 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c2:0 | g,c2:1 c | g,c2:1 not further defined | g,c2:1 t | g,c2:4 | g,c2:5 n-3 | g,c2:6 n-3 | g,c3:0 | g,c4:0 | g,c4:0÷c10:0 | g,c4:1 c | g,c4:1 | g,c5:0 | g,c5:1 | g,c6:0 | g,c6:1 c | g,c6:1 not further defined | g,c6:1 t | g,c7:0 | g,c7:1 | g,c8:0 | g,c8:1 c | g,c8:1 not further defined | g,c8:1 t | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 not further defined | g,c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3 not further defined | g,c8:3i | g,c8:4 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",campesterolo | g,carboidrati disponibili | g,carboidrati | %,"carotene, alfa | g",ceneri | g,cistina | g,cloro | g,colecalcifenolo (vit. d) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",destrosio | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fibre | g,fitosteroli | g,fluoro | g,folati totali | g,folato alimentare | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,grassi | g,idrossiprolina | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,licopene | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,luteina + zeaxantina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,retinolo equivalente | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",stigmasterolo | g,tiamina | g,tirosina | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,"vitamina b-12, aggiunta | g",vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,zuccheri | g,ß-carotene equivalente | g
danone - actimel vaniglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,13.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8999996185303,
salvia essiccata,1.87,1.76,7.03,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.96,,,,0.00748,,,,,,,0.76,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.3,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.12,,,,0.71,,1.75,,,,,0.53,,,,,1.23,,0.0,1.652,,314.77,,60.73,,0.0,7.95,,,0.0,0.0,0.0436,0.000109,,,0.028120000000000003,,,,40.3,0.244,,0.00027400000000000005,0.00027400000000000005,0.091,,,,,12.75,,,,,,,,0.0,,,,,,0.001895,0.428,,0.003133,,,0.00572,,,1.07,,,10.63,,,0.0007570000000000001,,0.0,0.00033600000000000004,,,3.7000000000000006e-06,,0.011,,,0.000754,,,,,,,,0.0017699999999999999,0.0,0.0,0.00269,0.0324,0.0,,,0.0,0.0017144999999999999,0.0047,,,1.71,0.0034850000000000003
valsoia gelato vaniglia gianduia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,18.0,,,,,,,,,,,,,,,,0.100000001490116,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.20000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"m&m's, con cioccolato al latte",5.183,0.9209999999999999,13.08,0.16699999999999998,,,,,,,,,,,,0.0,,,,,,,,,,,0.00033,,1.7,,,,0.00036,,,,,0.0008,,0.18100000000000002,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.19899999999999998,,0.0,,,0.0,0.0,0.0,0.462,,0.0,0.077,0.063,0.0,0.16699999999999998,,0.147,,0.06,0.022000000000000002,0.095,,4.937,,,,,0.8640000000000001,,,,,0.057,,0.0,0.105,,491.64,,71.19,,0.0,1.63,,,0.0,0.014,0.0217,0.0,,,0.00111,,,,2.8,,1.75e-05,8e-06,8e-06,0.146,,,,,21.13,,,,,,,,0.0,,,,,,0.0,0.044,,0.00032900000000000003,,,0.00027,,,0.261,,,4.33,,,0.000344,,5.600000000000001e-05,0.000213,,,3.3e-06,,0.061,,,7.900000000000001e-05,,0.0,,0.00064,,,,5.610000000000002e-05,0.0,5.3e-07,2.5e-05,0.0005,0.0,,,0.0,4e-06,0.00161,,,63.68,0.0
aneto,0.802,0.095,0.06,,,,,,0.343,,,,,,,0.0,0.29,,,,,,,,,,0.00039700000000000016,,85.95,0.227,,,,,,0.14200000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,0.004,,,,,,0.7979999999999999,,,,,0.08199999999999999,,,,,0.013000000000000001,,,0.20800000000000002,,43.02,,7.02,,,2.45,0.017,,0.0,0.0,,,,0.065,0.00659,,,,2.1,,,0.00015,0.00015,0.066,,,0.16899999999999998,,1.12,,,,0.195,0.07100000000000001,,0.159,,,,,,0.246,,0.055,,0.001264,0.011,,0.00157,,,0.738,0.248,,3.46,,,0.000146,,0.0,0.00029600000000000004,,,,0.158,0.061,,,5.8e-05,0.096,,,,0.068,0.014,0.154,0.0023154,,0.0,0.000185,0.085,0.0,,,,,0.00091,,,,
nestle - motta kids - press up limonata sampellegrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,18.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loacker minis cremkakao 150 grammi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.0,,58.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,26.600000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,7.400000095367429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"carne di cinghiale, arrosto",1.71,0.64,1.3,,,,,,2.6260000000000003,,,,,,,0.0,4.396,,,,,,,,,,,,63.87,1.675,,,0.00038,,,1.965,,0.0154,,0.0,0.0,,,,,0.11,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.22,,,,0.0,,1.49,,,,,0.5,,,,,0.03,,0.0,0.016,,159.9,,0.0,,0.0,1.27,0.36700000000000016,,0.0,0.077,0.1174,0.0,,1.1320000000000001,0.00112,,,,0.0,,,6e-06,6e-06,0.134,,,1.29,,4.38,,,,1.367,1.435,,2.3000000000000003,0.0,,,,,2.789,0.0,0.027000000000000003,,,0.6970000000000002,,0.00421,,,0.396,1.073,,28.3,,,5.5999999999999986e-05,,0.0,0.00014,,,1.3e-05,1.164,0.06,,,0.00031,1.01,,,,1.331,0.38,1.517,0.0,0.0,7e-07,0.00041799999999999997,0.0,0.0,,0.0,0.0,1.4e-06,0.00301,,,0.0,0.0
nestle - buitoni trofiette buitoni,,,0.30000001192092896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,56.4000015258789,,,,,,,,,,,,,,,,3.20000004768372,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.3000001907349,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,0.400000005960464,
pavesi pavesini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,,82.4000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,3.0999999046325697,,,,,,,,,,,,,,,,,,,,,,,,,,7.900000095367429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"succo di mela e banana, per l'infanzia",0.004,0.034,0.018000000000000002,,,,,,,,,,,,,0.0,,,,,,,,,,,0.000125,,87.1,,,,2e-05,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.004,,,,,0.027999999999999997,,,,,0.006,,0.0,0.006999999999999999,,50.91,,12.3,,3e-06,0.26,,,0.0,0.0,0.0023,0.0,,,0.0002,,,,0.2,,,1e-06,1e-06,0.008,,,,,0.1,,,,,,,,0.0,,,,,,1.6e-05,0.006,,8e-05,,,0.00014,,,0.123,,,0.2,,,2e-05,,0.0,1e-05,,,3e-07,,0.004,,,1e-05,,,,,,,,2.7000000000000004e-06,0.0,0.0,6e-05,0.0279,0.0,,,0.0,0.0,4e-05,,,11.0,4e-06
"pancake, con burro",1.71,1.5919999999999999,0.9840000000000001,,,,,,0.611,,,,,,,7.599999999999999e-05,2.571,,,,,,,,,,0.000727,,8.8,0.434,,,,,,0.42700000000000016,,,,0.006999999999999999,0.002,,,,,0.012,0.0,,,,,,,,,,,,,,,,,,0.009000000000000001,,0.0,,,,0.003,,0.009000000000000001,,,,,,0.005,,0.044000000000000004,,,,0.003,,1.663,,,,,1.484,,,,,0.09300000000000001,,,0.241,,375.96,,71.3,,,4.9,0.18600000000000008,,,0.021,,,,0.494,0.00301,,,,2.7,,,0.000101,2.5e-05,0.649,,,0.332,,4.9,,,,0.419,0.245,,0.863,,,,,,0.40700000000000003,,0.037000000000000005,,0.0005269999999999999,0.204,,0.00369,,,0.341,0.978,,10.1,,,0.000174,,2e-05,0.000467,,,2.59e-05,0.516,1.215,,,0.0005110000000000001,0.3520000000000001,,,,0.36,0.114,0.501,2.0399999999999998e-05,,3.8e-07,0.000197,0.0004,,,,,,0.0007099999999999999,,,,
barilla - mulino bianco torte - torta variegata,,,15.6000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0,,51.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,29.0,
algida cornetto multipack caramello,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,37.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,28.0,
bevanda istantanea al cioccolato,0.314,0.278,0.56,,,,,,,,,,,,,0.000285,,,,,,,,,,,,,7.4,,,,0.00937,,,,,,,0.005,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.003,,0.0,,,0.0,0.0,,0.01,,,,,,0.002,,0.008,,,,0.003,,0.302,,,,,0.247,,,,,0.031,,0.0,0.28500000000000003,,357.07,,66.2,,0.0,5.1,,,0.0,0.012,0.1484,0.0,,,0.012819999999999998,,,,0.4,,,0.000285,0.0,0.4270000000000001,,,,,1.4,,,,,,,,0.0,,,,,,0.0,0.228,,,,,0.014240000000000001,,,0.9470000000000001,,,19.9,,,0.001425,,0.0014960000000000002,0.0002,,,1.21e-05,,0.385,,,0.00085,,,,,,,,0.0014960999999999998,1e-06,1.71e-06,0.00114,0.07690000000000001,0.0,,0.0,0.00937,8.999999999999999e-05,0.00855,,,65.8,0.0
agnesi pasta all`uovo pastine - quadruccini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,,71.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo yogurt yomo desiderio vaniglia e granella di nocciole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,14.6000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,4.59999990463257,,,,,,,,,,,,,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"estratto di vaniglia, senza alcol",0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,1.1e-05,,85.58,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,0.003,,55.93,,14.4,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5e-05,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,0.0,0.001,,1e-06,,,0.00012900000000000002,,,0.0,,,0.03,,,3e-06,,0.0,2.9e-05,,,0.0,,0.003,,,3e-06,,,,,,,,0.0,0.0,0.0,8e-06,0.0,0.0,,,0.0,0.0,1e-05,,,14.4,0.0
popcorn al formaggio,9.7,15.37,6.41,,,,,,0.718,,,,,,,0.0,1.729,,,,,,,,,,0.00046100000000000004,,2.5,0.58,,,,,,0.391,,,,0.03,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.02,,0.0,,,0.0,0.0,,0.03,,,,,,0.02,,0.1,,,,0.01,,9.6,,,,,14.5,,,,,0.88,,0.0,0.113,,526.05,,51.6,,,3.4,0.16,,0.0,0.011,,,,0.405,0.00224,,,,9.9,,,1.1e-05,1.1e-05,0.361,,,0.308,,33.2,,,,0.402,0.252,,1.024,,,,,,0.443,,0.091,,0.000713,0.191,,0.001453,,,0.261,0.743,,9.3,,,0.00014,,2.9999999999999997e-05,0.00024100000000000008,,,1.2e-05,0.446,0.889,,,0.000124,0.34900000000000003,,,,0.417,0.094,0.489,7.32e-05,,5.3e-07,0.000235,0.0005,0.0,,0.0,,,0.00201,,,,
chips di mais,7.9129999999999985,14.01,3.612,0.634,0.442,0.192,,,0.456,,,,,,,0.0,1.23,,,,,,,,,,0.0005639999999999999,,0.33,0.491,,,0.00136,,5.17,0.326,0.14800000000000002,0.0001,,0.0,0.062,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.027000000000000003,0.027000000000000003,,,0.0,0.0,7.3820000000000014,7.824,0.442,0.0,0.192,13.597999999999999,13.789000000000001,,,0.221,,0.221,,0.0,0.16399999999999998,,518.4,0.051,63.01,,0.0,2.22,0.11900000000000001,,0.0,0.0,0.0121,0.0,0.22,0.322,0.00132,,,,5.3,,5.19e-05,1.3e-05,1.3e-05,0.157,0.32,0.0,0.269,,28.41,,,,0.235,0.2,0.0,0.8029999999999999,0.0,,,,,0.185,0.000212,0.084,0.07,0.000434,0.13699999999999998,,0.00036200000000000007,,,0.135,0.5720000000000002,,6.03,,,0.000217,,0.0,0.00064,0.54,,6.7e-06,0.312,0.545,,0.021,1.6e-05,0.266,,,,0.246,0.046,0.331,0.0,0.0,0.0,0.000117,0.0,0.0,,,0.0,6.3e-06,0.00158,,,1.16,0.0
danone - activia 0.1 % naturale bianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,6.099999904632571,,,,,,,,,,,,,,,,,,,,,,,,,,0.100000001490116,,,,,,,,,,,,,,,,,,,,,,,,,,4.90000009536743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.099999904632571,
algida magnum coco choc,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,28.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,25.0,
succo di more,0.057999999999999996,0.344,0.018000000000000002,,,,,,,,,,,,,0.0,,,,,,,,,,,,,90.9,,,,0.0009000000000000002,,,,,,,0.0,0.004,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.054000000000000006,,,,,0.22899999999999998,,,,,0.115,,0.0,0.012,,37.76,,7.8,,0.0,0.4,,,0.0,0.0,0.0066,0.0,,,0.00048,,,,0.1,,,1e-05,1e-05,0.012,,,,,0.6,,,,,,,,0.0,,,,,,6.8e-05,0.021,,,,,0.000446,,,0.135,,,0.3,,,0.000114,,0.0,1.8000000000000007e-05,,,3e-07,,0.001,,,1.2e-05,,,,,,,,3.69e-05,0.0,0.0,2.1e-05,0.0113,0.0,,,0.0,1.5199999999999993e-05,0.00041,,,7.7,7.4e-05
"latte di soia, alla vaniglia",0.401,0.961,0.205,0.0,,,,,0.2880000000000001,,,,,,,0.0,0.48700000000000004,,,,,,,,,,0.000373,,88.05,0.10400000000000001,,,0.00011,,,0.187,,0.0008,,0.0,0.01,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.01,0.0,,0.31,,,,,0.584,,,,,0.075,,0.0,0.025,,54.02,,6.28,,0.0,0.65,0.0,,0.0,0.0,0.023600000000000003,0.0,,0.113,0.00064,,,,0.6,,,1.8e-05,1.8e-05,0.052000000000000005,,,0.10300000000000001,,1.75,,,,0.114,0.061,,0.18600000000000008,0.0,,,,,0.131,0.0,0.025,,0.000223,0.027000000000000003,,0.000513,,,0.11800000000000001,0.147,,3.27,,,0.000128,,0.0,6.900000000000001e-05,,,4.8e-06,0.14,0.051,,,6e-05,0.08900000000000001,,,,0.108,0.038,0.117,8.999999999999999e-07,0.0,0.0,7.7e-05,0.0,0.0,,,0.0,3e-06,0.00012,,,3.99,2e-06
wafer alla vaniglia,11.075999999999999,2.437,4.936,,,,,,0.199,,,,,,,3.5e-05,1.375,,,,,,,,,,0.00028399999999999996,,4.2,0.136,,,,,,0.163,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.001,,,,,,0.0,,0.002,,,,0.0,,11.074000000000002,,,,,2.314,,,,,0.12300000000000001,,0.0,0.025,,472.99,,71.1,,,1.0,0.093,,,0.0,,,,0.2,0.00221,,,,2.0,,,4.3e-05,8e-06,0.064,,,0.141,,19.4,,,,0.16899999999999998,0.08700000000000001,,0.303,,,,,,0.165,,0.012,,0.000384,0.073,,0.0029760000000000003,,,0.107,0.465,,4.3,,,0.000124,,0.0,0.00020899999999999998,,,1.13e-05,0.226,0.306,,,0.000361,0.123,,,,0.131,0.062,0.193,3e-07,,4e-08,2.4e-05,0.0,,,,,,0.00033,,,,
"bamboo bollito, senza sale",0.005,0.098,0.051,,,,,,0.249,,,,,,,0.0,0.145,,,,,,,,,,6.6e-05,,95.92,0.07200000000000002,,,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.083,,,,,0.015,,,0.012,,11.95,,1.92,,,0.41,0.013000000000000001,,0.0,0.0,,,,0.053,0.00024,,,,1.0,,,2e-06,2e-06,0.02,,,0.051,,0.22,,,,0.051,0.025,,0.08199999999999999,,,,,,0.079,,0.003,,0.000113,0.017,,0.0003,,,0.5329999999999999,0.129,,1.53,,,8.199999999999999e-05,,0.0,5e-05,,,4e-07,0.075,0.004,,,2e-05,,,,,0.05,0.016,0.062,0.0,,0.0,9.8e-05,0.0,0.0,,,,,0.00047,,,,
pavesi ringo extra time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,562.0,,53.4000015258789,,,,,,3.349999904632575e-07,,,,,,,,,,1.79999995231628,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.199999809265139,,,,,,,,,,,0.08,,,,,,,,,,,,,5e-07,,,,,,,,,,,,
galbani - certosa morbidissima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,292.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - buitoni tortellini alla carne buitoni,,,1.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,,41.9000015258789,,,,,,,,,,,,,,,,2.2000000476837203,,,,,,,,,,6.900000095367429,,,,,,,,,,,,,,,,,,,,,,,,,,12.3999996185303,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,2.79999995231628,
granarolo - yomo rinforzo plus vaniglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,10.6999998092651,,,,,,,,,,,,,,,,3.0999999046325697,,,,,,,,,,1.89999997615814,,,,,,,,,,,,,,,,,,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - centrale del latte milano yogurt - yogurt centrale del latte di milano bianco dolce cremoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,11.3000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,3.79999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale agrumi di sicilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galbani - galbanino fette fumè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,335.0,,0.100000001490116,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"costarella di manzo, arrosto",12.2,0.99,11.5,,,,,,2.102,,,,,,,0.0,3.457,,,,,,,,,,0.00037,,47.73,1.3880000000000001,,,0.00023,,,1.454,,0.0115,,0.08,0.05,,,,,0.03,0.0,,,,,,,,,,,,,,,,,,0.07,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,1.18,,,,0.0,,10.97,,,,,0.66,,,,,0.3,,0.0,0.01,,354.92,,0.0,,0.0,0.91,0.258,,4.75e-07,0.085,0.0876,0.0,,0.898,0.00235,,,,0.0,,2.24e-05,7.000000000000003e-06,7.000000000000003e-06,0.17300000000000001,,,1.255,,28.51,,,,1.034,0.7879999999999999,,1.818,0.0,,,,,1.9140000000000001,0.0,0.02,,1.3999999999999995e-05,0.589,,0.00367,,,0.293,1.016,,23.01,,,8.900000000000001e-05,,0.0,0.00019,,,2.1600000000000007e-05,0.88,0.064,,,7.000000000000001e-05,0.773,,,,1.005,0.258,1.119,0.0,0.0,2.34e-06,0.00023,0.0,5e-07,,5e-07,0.0,2e-06,0.00584,,,0.0,0.0
