name,synonyms,category,specific gravity,energy | kcal,protein | g,alcohol | g,water | g,"carbohydrates, available | g",starch | g,sugars | g,dietary fibres | g,"fat, total | g",cholesterol | g,"fatty acids, monounsaturated | g","fatty acids, saturated | g","fatty acids, polyunsaturated | g",beta-carotene | g,vitamin b1 | g,vitamin b2 | g,vitamin b6 | g,vitamin b12 | g,niacin | g,folate | g,pantothenic acid | g,vitamin c | g,vitamin d | g,sodium | g,potassium | g,chloride | g,calcium | g,magnesium | g,phosphorus | g,iron | g,iodide | g,zinc | g
Cotechino,,Prodotti carnei e insaccati/Insaccati cotti,,457.05603100668117,17.469697185144256,0.0,37.37702653565748,0.0,0.0,0.0,0.0,42.96326691462803,0.09953664675256613,20.61830539874584,14.219520964652302,6.094080413422415,0.0,0.00020313601378074722,0.00016250881102459778,7.109760482326153e-05,0.0,0.007414464502997272,1.0156800689037359e-06,0.0,0.0,0.0,1.7672833198925004,0.2742336186040087,0.0,0.030470402067112077,0.0,0.11172480757941095,0.002132928144697846,0.0,0.004164288282505316
Cotto,,Prodotti carnei e insaccati/Insaccati cotti,,93.74215665423156,15.825288811520814,0.0,77.61447378898742,0.6047881074466552,,0.6047881074466552,0.0,3.1247385551410525,0.035279306267721564,1.5119702686166383,1.2095762148933105,0.20159603581555177,,0.0004737506841665466,0.00015119702686166382,0.0002721546483509949,0.0,0.004233516752126587,,0.0007055861253544312,0.04666948229130024,0.0,0.9172619629607606,0.3830324680495484,1.2599752238471986,0.0075598513430831914,0.01814364322339966,0.24191524297866213,0.0007055861253544312,,0.0021167583760632936
"Cracker, salatini, salatini da aperitivo",,Snack salati/Bastonicini salati e brezel,,451.45449942428496,9.250292638537687,0.0,4.222959682810684,66.66243499294008,66.66243499294008,0.0,2.111479841405342,15.986918799211875,0.0,6.837172819788726,5.9322528877578655,2.413119818748962,0.0,0.0002212026500519882,5.027332955727005e-05,0.00012065599093744811,0.0,0.0016087465458326415,2.111479841405342e-05,0.00029158531143216626,0.0,0.0,0.5932252887757865,0.1206559909374481,0.8043732729163207,0.1106013250259941,0.02413119818748962,0.1106013250259941,0.0016087465458326415,1.3071065684890213e-05,0.0007038266138017806
Sfoglia alla crema,,Dolciumi/Altre pasticcerie dolci,,317.50784410866873,3.494583189875285,0.0,42.83360538447135,34.5464509627671,6.789475911757696,15.276320801454817,0.2995357019893101,18.271677821347918,0.0519195216781471,4.293345061846778,10.783285271615165,0.8986071059679305,3.095202253889538e-05,1.9969046799287344e-05,0.00010982975739608038,2.9953570198931016e-05,8.986071059679303e-08,0.0003095202253889538,2.4961308499109176e-06,0.0002496130849910918,0.0003993809359857469,4.992261699821835e-07,0.09984523399643672,0.11981428079572405,0.17972142119358606,0.07488392549732753,0.00848684488969712,0.07089011613747008,0.00019969046799287344,5.890868805789766e-06,0.00029953570198931013
"Crêpes al formaggio Camembert, preparati",,Cibi/Altri cibi salati/saporiti,,246.00314540214484,11.75677682845592,0.0,56.412769487801086,14.720670146554049,12.25075904813894,2.2723182105419,0.4939822196830218,15.41224525411028,0.17190581244969158,3.9518577574641744,8.101308402801557,1.2843537711758568,6.322972411942679e-05,0.00011855573272392523,0.0002469911098415109,0.00012843537711758568,2.1735217666052957e-06,0.0007409733295245327,2.0747253226686913e-05,0.0008101308402801556,0.00019759288787320873,9.879644393660436e-07,0.30626897620347354,0.14819466590490654,0.39518577574641744,0.15807431029856697,0.015807431029856697,0.17783359908588783,0.0008891679954294392,1.7783359908588784e-05,0.001284353771175857
"Crêpes ai funghi prataiolo, preparati",,Cibi/Altri cibi salati/saporiti,,136.49249497012704,5.280366593734842,0.0,75.41957568787313,7.870735111416086,5.678884827224265,1.7933320507023995,1.5940729339576885,8.966660253511996,0.08269253344905508,2.1918502841918217,4.6825892435007095,0.6974069086064886,3.6862936597771535e-05,0.00011955547004682663,0.000378592321814951,0.00010959251420959108,8.169623786533151e-07,0.002689998076053599,1.6937024923300437e-05,0.0015940729339576885,0.002590368517681244,1.7933320507023992e-06,0.13948138172129773,0.30885163095430207,0.22914798425641772,0.04582959685128354,0.013948138172129773,0.12951842588406218,0.0010959251420959108,1.892961609074755e-05,0.0006974069086064886
"Crêpes alla verdura, preparati",,Cibi/Altri cibi salati/saporiti,,164.02289592622,5.964468942771637,0.0,69.08843192043813,13.519462936949042,9.344334677008897,3.9763126285144246,1.5905250514057698,9.244926861296038,0.11829530069830413,2.9822344713858184,3.9763126285144246,0.8946703414157455,0.0011730122254117552,0.00011928937885543273,0.00016899328671186306,0.00018887484985443515,1.3917094199800486e-06,0.0006759731468474522,1.8887484985443516e-05,0.0005368022048494473,0.030816422870986786,6.958547099900243e-07,0.09344334677008898,0.18887484985443517,0.11928937885543273,0.065609158370488,0.013917094199800487,0.10934859728414668,0.0008946703414157456,1.1928937885543273e-05,0.0007952625257028849
"Crêpes alla Nutella, preparati",,Cibi/Altri cibi dolci,,373.0780045680822,7.640161263761256,0.0,32.54510252615185,35.42256585925674,8.83083574642535,26.39328436572071,1.686788850440797,21.928255055730364,0.11013738964642851,8.930058619980692,8.930058619980692,2.3813489653281836,1.4883431033301148e-05,0.00010914516091087512,0.00022821260917728432,0.00011906744826640921,1.389120229774774e-06,0.0005258812298433074,7.441715516650574e-06,0.0006747155401763188,0.000694560114887387,5.95337241332046e-07,0.099222873555341,0.23813489653281839,0.13891202297747743,0.1091451609108751,0.03075909080215571,0.1587565976885456,0.001190674482664092,1.289897356219433e-05,0.00099222873555341
"Crêpes al prosciutto, preparati",,Cibi/Altri cibi salati/saporiti,,190.203414470595,12.61452697007055,0.0,62.77698187449171,13.008730937885252,10.7420581229507,2.1681218229808756,0.49275495976838074,9.657997211460263,0.14979750776958775,2.759427774702932,4.631896621822779,0.9855099195367615,1.7739178551661707e-05,0.0002857978766656608,0.00022666728149345515,0.00020695708310271993,1.5768158712588185e-06,0.0023652238068882277,3.7449376942396935e-06,0.0007785528364340416,0.01921744343096685,7.884079356294092e-07,0.3942039678147047,0.256232579079558,0.5026100589637484,0.06898569436757332,0.01773917855166171,0.2069570831027199,0.0008869589275830855,1.28116289539779e-05,0.001379713887351466
"Crêpes al lardo, preparati",,Cibi/Altri cibi salati/saporiti,,249.72063367765634,11.054826471105734,0.0,56.16246662552824,14.805571166659467,12.239272164438493,2.368891386665515,0.4935190388886489,16.187424475547683,0.16680943514436333,5.527413235552867,7.304081775552004,1.4805571166659466,2.0727799633323254e-05,0.00020727799633323254,0.00022701875788877848,0.00014805571166659465,1.776668539999136e-06,0.0013818533088882168,4.24426373444238e-06,0.0007698897006662924,0.005428709427775138,1.0857418855550275e-06,0.35533370799982716,0.18753723477768658,0.5033894196664218,0.07501489391107463,0.014805571166659466,0.15792609244436764,0.0008883342699995681,1.381853308888217e-05,0.0012831495011104872
"Crêpes al zucchero con cannella, preparati",,Cibi/Altri cibi dolci,,256.82178863213664,8.226322917123126,0.0,49.55857952510762,29.09309324348423,13.944620554635545,14.947830666479827,0.7022470782909985,11.73755830857812,0.1785713999082825,3.2102723579017085,5.718297637512417,1.1035311230287121,2.407704268426281e-05,0.0001304173145397569,0.00023073832572418528,0.00011035311230287122,2.0064202236885672e-06,0.0005718297637512418,4.0128404473771344e-06,0.0007323433816463271,0.0003009630335532851,1.1035311230287121e-06,0.13041731453975688,0.15048151677664257,0.1605136178950854,0.08527285950676412,0.01304173145397569,0.14044941565819974,0.0010032101118442837,1.6051361789508538e-05,0.0010032101118442837
"Crêpes al naturale, preparati",,Cibi/Altri cibi salati/saporiti,,235.24156262404844,9.349344155571156,0.0,56.69924842733476,19.100810640414192,15.984362588557138,2.9153868872211133,0.703714076225786,13.370567448289936,0.20407708210547795,3.6191009634468996,6.534487850668012,1.3068975701336025,2.714325722585174e-05,0.00015079587347695413,0.00026137951402672055,0.00013068975701336028,2.3122033933132963e-06,0.0006534487850668013,4.624406786626593e-06,0.0008344038332391462,0.00030159174695390826,1.206366987815633e-06,0.15079587347695414,0.17090198994054803,0.18095504817234495,0.09550405320207096,0.015079587347695413,0.1608489317087511,0.0011058364054976639,1.80955048172345e-05,0.0011058364054976639
"Cocktail al gambero, preparato",,Cibi/Insalate,,172.77307961878,5.461218033926953,1.9858974668825284,73.87538576803007,4.567564173829815,0.19858974668825286,3.7732051870768037,0.29788462003237925,13.106923281424688,0.09532307841036138,3.0781410736679193,7.645705247497735,0.6950641134088849,0.00011021730941198034,5.957692400647585e-05,8.936538600971377e-05,5.957692400647585e-05,5.9576924006475845e-08,0.0007347820627465355,1.0922436067853908e-05,0.00012908333534736435,0.005262628287238701,3.971794933765057e-07,0.1886602593538402,0.17873077201942755,0.1886602593538402,0.04368974427141562,0.0063548718940240915,0.09830192461068515,0.0002978846200323792,3.376025693700299e-05,0.0003971794933765057
"Datteri, secchi",,Frutta/Frutta secca,,312.3070448042137,2.5598938098706037,0.0,17.919256669094228,70.65306915242867,0.0,70.65306915242867,7.270098420032515,0.5119787619741207,0.0,0.0,0.0,0.0,,6.14374514368945e-05,0.00010239575239482415,0.00015359362859223622,0.0,0.0017407277907120105,2.8670810670550764e-05,0.0008191660191585932,0.002047915047896483,0.0,0.003071872571844725,0.6962911162848043,0.1843123543106835,0.06348536648479099,0.05938953638899801,0.07577285677216987,0.003071872571844725,1.0239575239482416e-06,0.00030718725718447245
Farina di spelta tipo 1100,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,346.3575723917185,14.232509440234411,0.0,12.640060831536854,64.69322472833822,,1.3933925326103618,5.673098168485045,2.1896168369591402,,0.4976401902179864,0.29858411413079183,1.1943364565231673,,,,,,,,,,,0.026872570271771267,0.20900887989155426,,0.027867850652207236,0.06369794434790226,0.2388672913046335,0.0023886729130463344,,0.0027867850652207237
Farina di spelta integrale tipo 1900,Farina di spelta nera,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,342.1132513513968,15.424759309484942,0.0,12.260706117795724,59.325997344172855,,1.186519946883457,9.29440625058708,2.6696698804877785,,0.6921366356820166,0.39550664896115234,1.4831499336043215,,0.00045483264630532524,8.898899601625927e-05,0.00019775332448057617,,,,0.000672361303233959,,,0.012853966091237453,0.3856189827371236,,0.03460683178410083,0.13842732713640332,0.4449449800812964,0.0035595598406503717,,0.004449449800812965
Farina di spelta bianca tipo 550,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,348.12985243495814,13.304962751106158,0.0,13.104888123269976,69.02574660348309,,0.9003358252628229,2.80104478970656,1.5005597087713713,,0.30011194175427425,0.30011194175427425,0.70026119742664,,0.0002701007475788468,,7.002611974266401e-05,,,,0.0003701380614969383,,,0.006802537346430217,0.10003731391809144,,0.02200820906198011,0.02200820906198011,0.11004104530990055,0.0010003731391809143,,0.0009003358252628229
Olio di cardo,,Grassi e oli/Oli,0.999990000099999,895.5466000895547,0.0,0.0,0.444440000044444,0.0,0.0,0.0,0.0,99.55456000995545,0.0,11.777660001177766,8.88880000088888,74.44370000744436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000999990000099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Doppia panna, pastorizzata",,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,0.9139080352622277,431.56768331827425,2.1324520822785313,0.0,49.046397892406226,2.843269443038042,0.0,2.843269443038042,0.0,45.69540176311139,0.13708620528933418,10.763805748644016,27.417241057866836,2.1324520822785313,,3.0463601175407595e-05,0.00013200893842676625,3.0463601175407595e-05,3.0463601175407594e-07,9.139080352622278e-05,8.123626980108692e-06,0.0003046360117540759,0.0,9.139080352622278e-07,0.02030906745027173,0.08123626980108692,0.05077266862567933,0.07108173607595106,0.007818990968354617,0.05077266862567933,0.00010154533725135865,8.12362698010869e-05,0.0003046360117540759
"Merluzzo bianco, filetto, al vapore (senza aggiunta di grassi o sale)",,Pesce/Pesci di mare,,94.82279516040421,22.557843901317217,0.0,76.25749000268299,0.0,0.0,0.0,0.0,0.4990673429494959,0.07386196675652539,0.0,0.09981346858989919,0.19962693717979837,0.0,4.990673429494959e-05,3.992538743595968e-05,0.00011977616230787901,1.3973885602585883e-06,0.0017966424346181854,9.58209298463032e-06,,0.0,1.9962693717979836e-06,0.05589554241034354,0.3792911806416169,,0.01597015497438387,0.023955232461575805,0.20960828403878826,0.00019962693717979837,0.0001796642434618185,0.0004990673429494959
"Merluzzo bianco, crudo",,Pesce/Pesci di mare,,75.780418658894,18.047704970078705,0.0,80.8656835952145,0.0,0.0,0.0,0.0,0.39884430873102106,0.058829535537825606,0.0,0.09971107718275526,0.19942215436551053,0.0,4.985553859137763e-05,4.985553859137763e-05,0.00013959550805585737,1.3959550805585735e-06,0.002093932620837861,1.0968218490103079e-05,,0.0,1.7947993892895948e-06,0.05284687090686029,0.39884430873102106,,0.012962440033758186,0.02293354775203371,0.19942215436551053,0.00019942215436551052,0.00015953772349240839,0.00039884430873102103
Dulce de Leche,Confettura di latte,Dolciumi/Confettura e prodotti dolci da spalmare sul pane,,301.4841552439597,5.929188386464541,0.0,32.96226764000626,52.8602218861076,0.0,52.8602218861076,0.0,7.336114444269685,0.028138521156102905,1.8089049314637582,4.421767610244743,0.40197887365861296,3.617809862927517e-05,3.0148415524395975e-05,0.00027133573971956375,4.01978873658613e-05,2.0098943682930647e-07,0.00020098943682930647,5.024735920732661e-06,0.000713512500744038,0.0012059366209758388,2.0098943682930647e-07,0.06934135570611073,0.2813852115610291,0.17084102130491052,0.21103890867077177,0.018089049314637586,0.16079154946344518,0.0,1.708410213049105e-05,0.0007034630289025727
"Castagne, crude",,"Noci, semi e frutti oleosi",,199.18575258595845,2.9173670833296943,0.0,51.00362452579845,42.65391873557898,21.22636050284709,5.029943247120163,1.4083841091936455,1.508982974136049,0.0,0.7041920545968228,0.3017965948272098,0.7041920545968228,,0.00024143727586176784,0.00011065875143664359,0.0003520960272984114,0.0,0.001106587514366436,5.834734166659389e-05,0.00048287455172353567,0.03319762543099308,0.0,0.0006035931896544196,0.38227568678113244,0.013077852442512425,0.01810779568963259,0.03118564813214501,0.05935333031601793,0.0021125761637904687,1.0059886494240327e-07,0.0010059886494240325
"Pesce Persico, crudo",,Pesce/Pesci d’acqua dolce,,78.14534722001532,18.033541666157387,0.0,80.54981944216965,0.0,0.0,0.0,0.0,0.7013043981283427,0.07013043981283429,0.10018634258976325,0.10018634258976325,0.3005590277692897,0.0,7.013043981283427e-05,0.00010018634258976325,0.0001202236111077159,1.0018634258976325e-06,0.002905403935103134,5.009317129488162e-06,0.00019035405092055017,0.002003726851795265,4.0074537035905295e-07,0.09217143518258218,0.0801490740718106,0.06011180555385795,0.0801490740718106,0.030055902776928975,0.370689467582124,0.0009016770833078692,4.00745370359053e-06,0.0011020497684873956
"Omelette francese al formaggio, preparato",,Cibi/Altri cibi salati/saporiti,,192.2748368234947,13.607142298278085,0.0,69.02173629561348,1.1832297650676595,0.0,1.1832297650676595,0.09860248042230498,14.691769582923442,0.34806675589073655,4.437111619003724,6.310558747027518,1.6762421671791845,0.00011635092689831987,0.00020706520888684045,0.0003845496736469894,0.00015776396867568798,4.437111619003724e-06,0.00010846272846453547,3.944099216892199e-06,0.0010846272846453547,0.0018734471280237946,2.1692545692907097e-06,0.36482917756252836,0.13804347259122698,0.4042701697314504,0.20706520888684044,0.013804347259122697,0.2662266971402234,0.0013804347259122696,2.662266971402234e-05,0.0018734471280237946
"Omelette francese al prosciutto, preparato",,Cibi/Altri cibi salati/saporiti,,144.02253317366694,12.429341904028792,0.0,74.97063370684033,1.2823924186696372,0.0,1.2823924186696372,0.0986455706668952,9.864557066689517,0.3393407630941194,3.353949402674436,3.2553038320075403,1.3810379893365323,8.680810218686775e-05,0.00027620759786730655,0.0003551240544008226,0.00018742658426710085,4.143113968009597e-06,0.0008779455789353671,2.959367120006855e-06,0.001085101277335847,0.010555076061357783,1.9729114133379035e-06,0.4044468397342703,0.18742658426710082,0.4636341821344073,0.06707898805348873,0.011837468480027421,0.2170202554671694,0.0014796835600034276,2.5647848373392747e-05,0.0014796835600034276
"Omelette francese al lardo, preparato",,Cibi/Altri cibi salati/saporiti,,180.19458540022885,12.177985716608873,0.0,71.38477806239834,1.287104181430206,0.0,1.287104181430206,0.0990080139561697,14.059137981776097,0.34256772828834714,5.346432753633164,4.950400697808485,1.7821442512110546,8.811713242099103e-05,0.00025742083628604124,0.00035642885024221083,0.00016831362372548848,4.158336586159126e-06,0.0006336512893194861,3.069248432641261e-06,0.0010890881535178666,0.005346432753633164,2.079168293079563e-06,0.2673216376816582,0.1584128223298715,0.29702404186850906,0.0673254494901954,0.010890881535178665,0.1881152265167224,0.0013861121953863756,2.4752003489042422e-05,0.0014851202093425454
"Omelette francese, preparato",,Cibi/Altri cibi salati/saporiti,,152.35934882405792,10.981745272383394,0.0,75.19032799109353,1.3850849893096173,0.0,1.3850849893096173,0.0,11.377483840757572,0.39870660763698273,3.8584510416482196,3.7595163995546756,1.6818889155902497,1.0882810630289851e-05,0.0002473366052338603,0.0003957385683741764,0.00016818889155902498,4.9467321046772045e-06,6.925424946548088e-05,7.914771367483528e-07,0.001187215705122529,9.89346420935441e-05,2.3744314102450584e-06,0.32648431890869556,0.13850849893096176,0.3165908546993411,0.07321163514922263,0.009695594925167323,0.1978692841870882,0.0015829542734967057,2.968039262806323e-05,0.0013850849893096175
"Gallinaccio, stufato (senza aggiunta di grasso e sale)",,Verdure/Funghi,,26.342450940237306,2.0263423800182543,0.0,90.78013862481778,0.20263423800182542,0.0,0.20263423800182542,5.775075783052024,0.6079027140054762,0.0,0.0,0.10131711900091271,0.40526847600365085,0.0007132725177664255,2.0263423800182545e-05,0.00023302937370209924,4.052684760036509e-05,0.0,0.0063829784970575,1.8237081420164286e-05,0.0025329279750228176,0.005369807307048374,2.6342450940237305e-06,0.003242147808029207,0.4863221712043809,0.03546099165031945,0.009625126305086707,0.014184396660127779,0.05167173069046549,0.006788246973061152,3.5460991650319446e-06,0.0006079027140054762
"Gallinaccio, crudo",,Verdure/Funghi,,21.187273676407557,1.614268470583433,0.0,92.31597816149008,0.20178355882292912,0.0,0.20178355882292912,4.741913632338834,0.5044588970573227,0.0,0.0,0.10089177941146456,0.30267533823439363,0.0005821455672041504,2.0178355882292913e-05,0.0002320510926463685,4.0356711764585826e-05,0.0,0.006557965661745197,2.5222944852866137e-05,0.002522294485286614,0.006053506764687874,2.1187273676407554e-06,0.003026753382343937,0.5145480749984692,0.030267533823439365,0.008071342352917165,0.014124849117605039,0.0443923829410444,0.006557965661745197,3.026753382343937e-06,0.0006053506764687873
"Lattuga ghiaccio, cruda",,Verdure/Verdure fresche,,16.082147286697506,1.005134205418594,0.0,95.08569583259899,1.6082147286697503,0.0,1.6082147286697503,1.8092415697534694,0.2010268410837188,0.0,0.0,0.0,0.1005134205418594,4.824644186009251e-05,5.0256710270929706e-05,3.0154026162557824e-05,3.0154026162557824e-05,0.0,0.00020102684108371882,5.327211288718548e-05,5.0256710270929706e-05,0.003920023401132517,0.0,0.0036184831395069386,0.18092415697534692,0.04221563662758095,0.034174562984232194,0.007035939437930158,0.022112952519209066,0.00040205368216743764,2.010268410837188e-06,0.00020102684108371882
"Té freddo, zuccherato",,Bevande analcoliche/Bevande zuccherate;Bevande analcoliche/Tè,1.0007916171620506,30.023748514861516,0.0,0.0,92.47314542577347,7.505937128715379,0.0,7.505937128715379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.007124554458453e-05,4.603641438945431e-06,0.0,0.0,0.0,0.0,0.01801424910891691,0.0010007916171620504,0.00010007916171620506,0.0009007124554458454,0.0009007124554458454,0.0,9.007124554458454e-07,0.0
Formaggio Emmentaler grasso,,Latte e prodotti di latte/Formaggio a pasta dura,,415.94971845972697,29.349250207620642,0.0,35.4215088712663,0.0,0.0,0.0,0.0,32.992605405808035,0.0850116212910391,7.995140573800106,20.544475145334452,1.5180646659114125,0.00015686668214417928,1.0120431106076084e-05,0.00027325163986405423,0.000121445173272913,3.137333642883586e-06,0.00018216775990936949,9.513205239711518e-06,0.00040481724424304335,0.0,1.1132474216683693e-06,0.17204732880329343,0.0850116212910391,0.27325163986405426,1.0424044039258367,0.03137333642883586,0.6274667285767171,0.00040481724424304335,2.0240862212152165e-05,0.004655398308794998
"Indivia, cruda",Indivia scarola;Indivia riccia,Verdure/Verdure fresche,,16.13491973087692,1.8151784697236533,0.0,94.99433991553786,1.210118979815769,0.0,1.210118979815769,1.210118979815769,0.2016864966359615,0.0,0.0,0.0,0.10084324831798075,0.0008975049100300286,5.042162415899037e-05,0.0001210118979815769,5.042162415899037e-05,0.0,0.00041345731810372104,0.00011092757314977882,0.0009075892348618268,0.00947926534189019,0.0,0.043362596776731724,0.33278271944933646,0.07159870630576633,0.054455354091709596,0.010084324831798074,0.054455354091709596,0.0014118054764517304,2.9244542012214414e-06,0.000403372993271923
Torta di noci engadinese,,"Dolciumi/Dolci, torte e cake",,484.236394104398,6.974598268993387,0.0,12.753551120445053,49.71892194611001,18.33322973563976,30.588595265442425,1.9927423625695395,28.197304430358983,0.06874961150864911,5.878589969580141,10.16298604910465,9.764437576590742,3.487299134496693e-05,9.963711812847698e-05,8.967340631562926e-05,0.00013949196537986778,4.0851218432675554e-07,0.0009066977749691404,2.690202189468878e-05,0.0002889476425725832,0.0003985484725139079,4.981855906423848e-07,0.013949196537986775,0.13949196537986777,0.028894764257258322,0.03586936252625171,0.0328802489823974,0.10960082994132467,0.0010960082994132467,3.487299134496694e-06,0.0010960082994132467
"Piselli, conserva",,Verdure/Verdure cotte (incl. conserve),,87.69464269401801,4.783344146946437,0.0,75.73628232665192,12.755584391857166,4.384732134700902,0.0,4.982650153069206,0.7972240244910729,0.0,0.09965300306138411,0.09965300306138411,0.39861201224553644,,0.00011958360367366094,7.972240244910729e-05,4.982650153069206e-05,0.0,0.0009965300306138411,3.986120122455364e-05,0.00012954890397979936,0.008968770275524571,0.0,0.2690631082657371,0.11958360367366093,0.41854261285781325,0.031888960979642916,0.020927130642890663,0.08271199254094881,0.0015944480489821459,5.181956159191974e-06,0.0005979180183683046
"Piselli (conserva), riscaldato (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,93.73014594213487,5.085358981966891,0.0,74.28612630520264,13.560957285245046,4.686507297106743,0.0,5.284784824396966,0.8974162909353338,0.0,0.09971292121503711,0.09971292121503711,0.39885168486014844,,9.97129212150371e-05,7.977033697202968e-05,4.985646060751855e-05,0.0,0.0008475598303278153,2.592535951590964e-05,8.974162909353338e-05,0.006780478642622522,0.0,0.22933971879458534,0.12962679757954823,0.41879426910315576,0.02293397187945853,0.017948325818706676,0.06481339878977412,0.0012962679757954824,5.284784824396965e-06,0.0005982775272902226
"Piselli, verdi, al vapore (senza aggiunta sale)",,Verdure/Verdure cotte (incl. conserve),,104.37417662197765,6.924825179727363,0.0,70.95436814590211,13.849650359454726,7.125544750154243,6.322666468446722,6.924825179727363,0.8028782817075204,0.0,0.10035978521344005,0.10035978521344005,0.5017989260672002,0.0005580004057867266,0.00037133120528972817,0.00014050369929881609,0.00016057565634150408,0.0,0.002007195704268801,4.8172696902451226e-05,0.0004917629475458562,0.026193903940707856,0.0,0.0019068359190553606,0.2910433771189761,0.04415830549391361,0.02810073985976321,0.03512592482470402,0.1405036992988161,0.001806476133841921,4.6165501198182414e-06,0.0008028782817075204
"Pisello, crudo",,Verdure/Verdure fresche,,90.23940134170468,6.0159600894469785,0.0,74.69817111063331,12.031920178893957,6.2164920924285445,5.514630081993063,6.0159600894469785,0.7018620104354808,0.0,0.10026600149078298,0.10026600149078298,0.4010640059631319,0.0005213832077520715,0.0004010640059631319,0.00014037240208709617,0.00016042560238525277,0.0,0.0022058520327972253,7.018620104354807e-05,0.0005013300074539149,0.032085120477050554,0.0,0.0020053200298156596,0.30079800447234895,0.040106400596313194,0.02606916038760358,0.034090440506866215,0.13034580193801787,0.0019050540283248765,4.211172062612884e-06,0.0008021280119262638
"Piselli, semi maturi, decorticati, secchi",,"Prodotti a base di cereali, legumi e patate/Legumi",,333.43742322911834,21.456849289366225,0.0,11.282474743704304,52.28218207127263,39.6901343662455,2.820618685926076,11.685420270265173,1.712518487883689,0.0,0.30220914492065104,0.30220914492065104,0.705154671481519,0.00011584683888624954,0.0007958174149577143,0.00021154640144445573,0.00012088365796826042,0.0,0.0030220914492065103,0.000201472763280434,0.0015110457246032551,0.003928718883968463,0.0,0.006648601188254322,1.0678056453863005,,0.039287188839684635,0.09670692637460833,0.3626509739047812,0.004331664410529332,1.3095729613228212e-06,0.0031228278308467277
"Piselli, semi maturi, decorticati, cotti (senza aggiunta di grassi e sale)",,"Prodotti a base di cereali, legumi e patate/Legumi",,142.65607443036882,9.14204420645321,0.0,62.18599300873119,22.403031407022706,16.97808209769882,1.2055442909608631,5.023101212336929,0.70323416972717,0.0,0.3013860727402158,0.3013860727402158,0.3013860727402158,4.922639188090191e-05,0.00022101645334282488,7.032341697271703e-05,4.0184809698695435e-05,0.0,0.0008438810036726041,4.319867042609759e-05,0.00035161708486358505,0.001004620242467386,0.0,0.002712474654661942,0.34157088243891126,0.0006027721454804314,0.018083164364412947,0.03616632872882589,0.14064683394543404,0.0016073923879478176,6.027721454804315e-07,0.0012055442909608628
"Piselli e carote, conserva",,Verdure/Verdure cotte (incl. conserve),,67.78789655241604,3.8446866701370292,0.0,79.92901235284877,9.71289264034618,3.642334740129818,5.86820597020915,4.552918425162272,0.5058798250180302,0.0,0.10117596500360604,0.10117596500360604,0.3035278950108181,0.003551276371626572,0.0002731751055097363,0.00010117596500360604,0.00016188154400576966,0.0,0.0015176394750540906,5.261150180187514e-05,0.0003743510705133423,0.021348128615760874,0.0,0.41482145651478475,0.2428223160086545,0.6576437725234393,0.02832927020100969,0.02327047195082939,0.08599957025306514,0.0012141115800432725,3.2376308801153933e-06,0.0005058798250180302
"Piselli e carote, (conserva), riscaldato (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,72.01724122779083,4.057309364945962,0.0,78.81323441407531,10.346138880612202,3.8544438966986636,6.288829515666242,4.868771237935155,0.5071636706182453,0.0,0.10143273412364906,0.10143273412364906,0.3042982023709472,0.003519715874090622,0.00023329528848439282,0.00010143273412364905,0.00014200582777310866,0.0,0.0013186255436074378,3.347280226080418e-05,0.00033472802260804186,0.0161278047256602,0.0,0.37530111625750145,0.2231520150720279,0.6694560452160838,0.028401165554621733,0.02231520150720279,0.08723215134633819,0.0010143273412364904,3.24584749195677e-06,0.0005071636706182452
"Fragola, cruda",,Frutta/Frutta fresca,,39.792481809438954,0.6963684316651817,0.0,89.43360286671407,6.963684316651817,0.0,6.963684316651817,2.188586499519143,0.497406022617987,0.0,0.09948120452359739,0.0,0.29844361357079213,3.979248180943895e-06,1.989624090471948e-05,2.984436135707922e-05,5.968872271415844e-05,0.0,0.000497406022617987,6.167834680463038e-05,0.0002984436135707921,0.05968872271415843,0.0,0.001989624090471948,0.14922180678539607,0.013927368633303636,0.01989624090471948,0.011937744542831688,0.0228806770404274,0.0003979248180943896,9.948120452359738e-07,9.94812045235974e-05
Arachidi,,"Noci, semi e frutti oleosi",,590.3187535515544,25.580479320567356,0.0,6.887052124768135,11.019283399629016,6.5918927479923575,3.935458357010363,7.4773708783196895,47.71743257875065,0.0,21.448248045706478,11.412829235330053,13.183785495984715,0.0,0.001475796883878886,8.854781303273316e-05,0.0005804801076590286,0.0,0.011806375071031088,0.00023612750142062172,0.0017709562606546632,0.0,0.0,0.017709562606546634,0.6887052124768135,0.006887052124768135,0.0639511983014184,0.15741833428041452,0.37386854391598445,0.005903187535515544,3.1483666856082903e-06,0.003935458357010362
