name,acqua | g,calcio | g,carboidrati | g,colesterolo | g,ferro | g,fibre alimentari | g,fosforo | g,grassi | g,grassi monoinsaturi | g,grassi polinsaturi | g,grassi saturi | g,magnesio | g,manganese | g,potassio | g,proteine | g,rame | g,selenio | g,sodio | g,valore calorico | kcal,vitamina a | g,vitamina b1 | g,vitamina b11 | g,vitamina b12 | g,vitamina b2 | g,vitamina b3 | g,vitamina b5 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina e | g,vitamina k | g,zinco | g,zuccheri | g
pizza con salame piccante pizza hut,41.262100604692456,0.15465492619592536,31.492232955218675,0.025983690557111114,0.002182630006797334,1.6629561956551113,0.21753545734413426,11.328889082900446,4.053455726909334,2.0786952445688893,5.196738111422223,0.022969582452486224,0.00041573904891377785,0.20651837254791913,12.78397575409867,0.00010393476222844446,0.00010393476222844446,0.8314780978275557,279.5845103945156,0.00010393476222844446,0.00031180428668533335,0.0,0.00010393476222844446,0.00031180428668533335,0.004053455726909334,0.00041573904891377785,0.00010393476222844446,0.0,0.0,0.0007275433355991112,0.00010393476222844446,0.0016629561956551114,3.637716677995556
tortilla di mais,43.12118042992312,0.07632944581848461,42.129888925786965,0.0,0.0009912915041361639,5.947749024816982,0.29590051398464495,2.47822876034041,0.495645752068082,1.4869372562042455,0.247822876034041,0.06790346803332722,0.0004956457520680819,0.1749629504800329,5.452103272748902,0.0004956457520680819,0.0004956457520680819,0.247822876034041,203.21475834791357,0.0,0.0004956457520680819,0.0004956457520680819,0.0,0.0004956457520680819,0.0014869372562042456,0.0004956457520680819,0.0004956457520680819,0.0,0.0,0.0004956457520680819,0.0,0.0009912915041361639,0.991291504136164
semi di sesamo essiccati,4.01131189955675,0.8804829619527067,21.059387472672938,0.0,0.013036763673559439,11.031107723781064,0.5676006337872802,45.127258870013435,17.048075573116186,20.05655949778375,6.016967849335124,0.3168936400649833,0.002005655949778375,0.422190577428348,16.045247598227,0.00401131189955675,0.0010028279748891876,0.5014139874445938,521.4705469423775,0.0,0.0010028279748891876,0.0010028279748891876,0.0,0.0010028279748891876,0.00401131189955675,0.0010028279748891876,0.0010028279748891876,0.0,0.0,0.0010028279748891876,0.0,0.007019795824224313,0.5014139874445938
pasta cotta,68.68775036510783,0.006010722606458392,24.95756560507723,0.03305897433552115,0.0011324549838254941,0.0,0.06311258736781311,1.0453430619927637,0.13066788274909547,0.4355596091636515,0.13066788274909547,0.018032167819375174,0.00021777980458182578,0.024042890425833567,5.139603388131088,8.711192183273031e-05,0.0,0.021777980458182578,131.10344235825912,4.3555960916365154e-05,0.00021777980458182578,4.3555960916365154e-05,4.3555960916365154e-05,0.00013066788274909545,0.0010017871010763984,0.00017422384366546061,4.3555960916365154e-05,0.0,0.0,0.0,0.0,0.0005662274919127471,0.0
mortadella 8881,52.51110811902519,0.018176922041201027,3.3660966742964864,0.05655042412818098,0.0013464386697185945,0.0,0.0982900228894574,25.582334724653293,11.444728692608052,3.3660966742964864,9.42507068803016,0.011444728692608054,0.0006732193348592973,0.16493873704052786,16.830483371482433,0.0006732193348592973,0.0006732193348592973,1.3464386697185946,316.4130873838697,0.0,0.0006732193348592973,0.0006732193348592973,0.0006732193348592973,0.0006732193348592973,0.002692877339437189,0.0006732193348592973,0.0006732193348592973,0.0,0.0006732193348592973,0.0006732193348592973,0.0006732193348592973,0.0020196580045778916,0.0
petto di manzo crudo,61.571059691042606,0.0060437850003477395,0.0,0.06852585640100159,0.0017109244302455,0.0,0.17840275649923532,19.220125093017632,8.576841949022898,0.6665939338618831,7.599170846025468,0.01915346569963144,2.2219797795396103e-05,0.284235653398707,18.575750956951143,6.66593933861883e-05,2.2219797795396103e-05,0.06665939338618831,253.08349688956162,0.0,8.887919118158441e-05,2.2219797795396103e-05,2.2219797795396103e-05,0.00015553858456777273,0.003510728051672585,0.00031107716913554546,0.0003777365625217337,0.0,0.0,0.0,0.0,0.003732926029626546,0.0
eppaw perideridia oregana,59.58291956305858,0.10923535253227405,33.10162197947699,0.0,0.003310162197947699,0.0,0.16550810989738493,1.6550810989738496,0.0,0.0,0.0,0.03310162197947698,0.003310162197947699,0.3376365441906652,3.310162197947699,0.003310162197947699,0.003310162197947699,1.6550810989738496,165.50810989738494,0.0,0.003310162197947699,0.003310162197947699,0.0,0.003310162197947699,0.003310162197947699,0.003310162197947699,0.003310162197947699,0.013240648791790797,0.0,0.0,0.0,0.003310162197947699,0.0
macinato di struzzo cotto,66.39646992101585,0.007873940343197394,0.0,0.08214435060741064,0.0034049471754367105,0.0,0.22164078020108338,7.022703549338215,2.128091984647944,0.7448321946267804,1.8088781869507524,0.022770584235733,0.0001064045992323972,0.31963941609412116,25.85631761347252,0.0001064045992323972,0.0001064045992323972,0.05320229961619861,173.43949674880744,0.0,0.0002128091984647944,0.0001064045992323972,0.0001064045992323972,0.0002128091984647944,0.006490680553176228,0.0011704505915563692,0.0005320229961619861,0.0,0.0001064045992323972,0.0002128091984647944,0.0001064045992323972,0.0042561839692958885,0.0
uva di corinto essiccata,18.197955653487266,0.08133237941883478,70.09826239086972,0.0,0.003087739767920222,6.438265899067698,0.11825386345226384,0.26278636322725296,0.03284829540340662,0.1970897724204397,0.03284829540340662,0.03876098857601981,0.0004598761356476927,0.843872708913516,3.8760988576019813,0.0004598761356476927,6.569659080681324e-05,0.03284829540340662,268.042090491798,0.0,0.00013139318161362648,6.569659080681324e-05,0.0,0.00013139318161362648,0.0015110215885567044,6.569659080681324e-05,0.00026278636322725295,0.0044673681748633,0.0,0.00013139318161362648,6.569659080681324e-05,0.0006569659080681324,63.659996491802026
patate saltate e arrostite,40.76982875360996,0.01573112363483342,31.724432663580735,0.0,0.0006554634847847259,2.6218539391389037,0.1081514749894798,21.23701690702512,11.40506463525423,3.670595514794465,4.850429787406972,0.018746255664843163,0.0001310926969569452,0.3500175008750437,2.6218539391389037,0.0001310926969569452,0.0001310926969569452,0.5243707878277808,321.1771075445157,0.0,0.0001310926969569452,0.0001310926969569452,0.0,0.0001310926969569452,0.0017042050604402878,0.0002621853939138904,0.0002621853939138904,0.0028840393330527942,0.0,0.0009176488786986163,0.0001310926969569452,0.00039327809087083554,0.2621853939138904
chimichanga di manzo e formaggio,53.271882779753376,0.13146660698447435,21.7176866519119,0.028293780065595155,0.0020999289892433904,0.0,0.10317282691887919,12.931141670604035,5.194561183917861,0.3868290243343087,6.189264389348939,0.03337781867113178,0.00027630644595307767,0.11223567834614016,11.107519127313722,0.00022104515676246215,5.526128919061554e-05,0.5526128919061554,244.80751111442683,5.526128919061554e-05,0.00022104515676246215,5.526128919061554e-05,5.526128919061554e-05,0.0004973516027155398,0.00259728059195893,0.0009947032054310797,0.00011052257838123108,0.0014920548081466193,0.0,0.0,0.0,0.001878883832480928,0.0
spaghetti integrali essiccati,7.372047015482308,0.04039477816702635,75.7402090631744,0.0,0.003635530035032371,0.0,0.26054631917731996,1.4138172358459222,0.20197389083513173,0.6059216725053952,0.3029608362526976,0.1444113319471192,0.003130595307944542,0.21712193264776664,14.744094030964616,0.0005049347270878294,0.00010098694541756587,0.05049347270878293,351.4345700531292,0.0,0.0005049347270878294,0.00010098694541756587,0.0,0.00010098694541756587,0.005150334216295859,0.0010098694541756587,0.00020197389083513175,0.0,0.0,0.0,0.0,0.0024236866900215807,0.0
torta di ananas,32.314849413672746,0.12020078757646467,50.60627361009129,0.02203681105568519,0.0014807343397100717,0.7839181798465087,0.08213720484391752,12.107180777629413,5.226121198976725,3.3098767593519254,2.9614686794201437,0.01306530299744181,0.00034840807993178165,0.11218740173803371,3.4840807993178164,8.710201998294541e-05,8.710201998294541e-05,0.34840807993178163,319.66441333740966,8.710201998294541e-05,0.00017420403996589083,8.710201998294541e-05,8.710201998294541e-05,0.00017420403996589083,0.0012194282797612357,0.00017420403996589083,8.710201998294541e-05,0.0012194282797612357,0.0,0.0,0.0,0.00034840807993178165,0.0
semi di girasole secchi essiccati,0.5965661651533773,0.06681541049717826,22.669514275828337,0.0,0.0035793969909202637,8.351926312147281,1.1024542732034415,47.72529321227019,9.545058642454038,31.021440587975626,4.772529321227019,0.12289263002159573,0.002386264660613509,0.8113299846085932,17.89698495460132,0.0011931323303067546,0.0011931323303067546,0.5965661651533773,560.7721952441747,0.0,0.0011931323303067546,0.0011931323303067546,0.0,0.0011931323303067546,0.007158793981840527,0.007158793981840527,0.0011931323303067546,0.0011931323303067546,0.0,0.02505577893644185,0.0011931323303067546,0.004772529321227018,2.3862646606135094
fagioli di goa cotti,67.56365799930916,0.14272530521999394,15.020640229950219,0.0,0.004325009249090726,0.0,0.15383005869738903,5.844607093365845,2.1625046245453623,1.578043915208778,0.8182449930712182,0.0542963998973687,0.0012273674896068276,0.28147627761649907,10.695630980859496,0.0007597989221375599,5.844607093365845e-05,0.23378428373463378,147.86855946215587,0.0,0.0002922303546682922,5.844607093365845e-05,0.0,0.0001168921418673169,0.0008182449930712183,0.0001753382128009753,5.844607093365845e-05,0.0,0.0,0.0,0.0,0.0014611517733414611,0.0
pizza con salame piccante dominos,42.96406450572035,0.13967705052573987,31.56543514705985,0.02481393929616094,0.002279725871732101,2.1043623431373235,0.18921724735376436,11.047902301470948,3.3319070433007623,2.1043623431373235,4.734815272058978,0.02376175812459228,0.00035072705718955393,0.18132588856699938,11.135584065768336,8.768176429738848e-05,8.768176429738848e-05,0.6137723500817193,270.0598340359565,0.0,0.00035072705718955393,0.0,8.768176429738848e-05,0.00017536352859477697,0.00341958880759815,0.0,8.768176429738848e-05,0.0007891358786764963,0.0,0.0009644994072712732,8.768176429738848e-05,0.001315226464460827,3.682634100490316
fragole scatola,74.17555268343821,0.01278888839369624,23.175015937667734,0.0,0.0004650504870434996,1.6664309119058738,0.011820033212355616,0.2712794507753748,0.019377103626812487,0.11626262176087492,0.019377103626812487,0.00786710407248587,0.0001937710362681249,0.08463918864191694,0.5425589015507496,7.750841450724995e-05,3.8754207253624976e-05,0.019377103626812487,90.68484497348244,0.0,3.8754207253624976e-05,3.8754207253624976e-05,0.0,3.8754207253624976e-05,3.8754207253624976e-05,0.0001937710362681249,3.8754207253624976e-05,0.031197136839168107,0.0,0.0001937710362681249,3.8754207253624976e-05,7.750841450724995e-05,21.469830818508235
salsiccia di maiale cruda,56.92011577973178,0.009065055476031357,0.0,0.07294207429550814,0.0010540762181431814,0.0,0.1366082778713563,26.7735359408368,12.016468886832266,3.583859141686816,8.854240232402724,0.01412462132311863,0.00021081524362863625,0.2508701399180771,15.17869754126181,0.00021081524362863625,0.0,0.6324457308859087,307.7902556978089,0.00021081524362863625,0.00021081524362863625,0.00021081524362863625,0.00021081524362863625,0.00021081524362863625,0.0048487506034586335,0.0006324457308859087,0.00021081524362863625,0.0006324457308859087,0.00021081524362863625,0.00021081524362863625,0.00021081524362863625,0.002108152436286363,0.0
cioccolato,0.4630862382347152,0.022691225673501045,57.42269354110468,0.0,0.0025469743102909336,5.325491739699224,0.1396205008277666,32.41603667643006,10.650983479398448,0.9261724764694304,18.98653576762332,0.10720446415133655,0.00046308623823471514,0.27530476863053815,3.7046899058777214,0.00046308623823471514,0.00023154311911735757,0.1157715595586788,481.6096877641037,0.0,0.00023154311911735757,0.00023154311911735757,0.0,0.00023154311911735757,0.0006946293573520726,0.00023154311911735757,0.00023154311911735757,0.0,0.0,0.00023154311911735757,0.00023154311911735757,0.0013892587147041452,48.85559813376245
wurstel di pollo,69.8544777312213,0.010892562629275186,0.0,0.07056486225052185,0.0008287819391839816,0.0,0.15912613232332448,10.300575529858055,0.0,0.0,0.0,0.022850702037501208,0.0,0.20980022803343074,19.298779440998427,0.00011839741988342593,0.0,0.05919870994171297,175.22818142747036,0.00011839741988342593,0.00011839741988342593,0.00011839741988342593,0.00011839741988342593,0.00011839741988342593,0.007459037452655833,0.0009471793590674075,0.0003551922596502778,0.0020127561380182406,0.0,0.0,0.0,0.0014207690386011111,0.0
mortadella di maiale,61.71875850902001,0.011254597139880121,0.7261030412825884,0.05990350090581355,0.0007261030412825884,0.0,0.14122704152946344,20.330885155912473,9.802391057314944,2.178309123847765,6.8979788921845895,0.014159009305010474,0.0003630515206412942,0.2857215467446986,15.61121538757565,0.0003630515206412942,0.0003630515206412942,1.0891545619238825,250.50554924249303,0.0,0.0003630515206412942,0.0003630515206412942,0.0003630515206412942,0.0003630515206412942,0.003993566727054237,0.0007261030412825884,0.0003630515206412942,0.0,0.0003630515206412942,0.0003630515206412942,0.0003630515206412942,0.002178309123847765,0.0
latte di soia,90.90602594707138,0.13987440084664715,3.4536889097937578,0.0,0.0004933841299705366,0.411153441642114,0.0,1.973536519882147,0.411153441642114,1.1923449807621305,0.205576720821057,0.0,0.0,0.14086116910658825,2.919189435659009,0.00012334603249263416,4.11153441642114e-05,0.0411153441642114,44.81572513899042,0.0,8.22306883284228e-05,4.11153441642114e-05,4.11153441642114e-05,0.000205576720821057,0.003289227533136912,0.0,0.0002466920649852683,0.007195185228736995,4.11153441642114e-05,0.002508035994016895,0.0,0.0002466920649852683,2.508035994016895
capesante crude,83.27736736064473,0.006044325050369376,3.3579583613163195,0.024177300201477504,0.000671591672263264,0.0,0.33646742780389527,0.33579583613163194,0.33579583613163194,0.33579583613163194,0.33579583613163194,0.02216252518468771,0.000671591672263264,0.2068502350570853,12.08865010073875,0.000671591672263264,0.000671591672263264,0.33579583613163194,67.15916722632639,0.000671591672263264,0.000671591672263264,0.000671591672263264,0.000671591672263264,0.000671591672263264,0.000671591672263264,0.000671591672263264,0.000671591672263264,0.0,0.0,0.0,0.0,0.000671591672263264,0.0
felce arborea cotta,85.44361400677569,0.00774290301810209,10.391790892715964,0.0,0.00013584040382635246,3.59977070139834,0.003871451509051045,0.033960100956588114,0.0,0.0,0.0,0.0048223343358355115,0.0005433616153054098,0.0048223343358355115,0.2716808076527049,0.00020376060573952867,6.792020191317623e-05,0.20376060573952867,38.714515090510446,0.0,0.0,6.792020191317623e-05,0.0,0.0002716808076527049,0.0033960100956588113,6.792020191317623e-05,0.00020376060573952867,0.028934006015013072,0.0,0.0,0.0,0.0002716808076527049,0.0
granciporro crudo,79.72113042216382,0.04631359242186124,0.7410174787497799,0.05940490121310736,0.00037050873937488995,0.0,0.18321657162088312,0.9880233049997066,0.18525436968744496,0.3087572828124083,0.12350291312496332,0.045325569116861544,6.175145656248167e-05,0.3563059043655192,17.53741366374479,0.0006792660221872983,6.175145656248167e-05,0.3087572828124083,86.45203918747433,6.175145656248167e-05,6.175145656248167e-05,6.175145656248167e-05,6.175145656248167e-05,0.00018525436968744498,0.003149324284686565,0.00037050873937488995,0.00012350291312496334,0.003519833024061455,0.0,0.0,0.0,0.0043226019593737165,0.0
polmoni di agnello cotti,76.18413724431244,0.012051280969418756,0.0,0.28532792142037405,0.0045884527104570316,0.0,0.18889130324714778,3.1117093093904007,0.7911125362856951,0.4219266860190374,1.0548167150475933,0.011049205090123542,2.6370417876189838e-05,0.1276064521028826,19.962406332275705,0.00023733376088570855,2.6370417876189838e-05,0.07911125362856951,113.6565010463782,2.6370417876189838e-05,2.6370417876189838e-05,2.6370417876189838e-05,2.6370417876189838e-05,0.00013185208938094919,0.002452448862485655,0.0,5.2740835752379676e-05,0.028137235873894557,0.0,0.0,0.0,0.001951410922838048,0.0
macinato di tacchino crudo,72.18529834840037,0.01898692089891258,0.0,0.06886039975780739,0.0010499679759767323,0.0,0.19949391543557918,7.612267825831311,2.6249199399418313,2.1874332832848595,2.0124386206220706,0.022924300808825328,8.749733133139439e-05,0.2364177892574276,19.59940221823234,8.749733133139439e-05,8.749733133139439e-05,0.04374866566569719,147.87048995005648,8.749733133139439e-05,8.749733133139439e-05,8.749733133139439e-05,8.749733133139439e-05,0.00017499466266278878,0.0067372945125173675,0.0009624706446453382,0.0005249839879883662,0.0,8.749733133139439e-05,8.749733133139439e-05,0.0,0.0023624279459476486,0.0
peperoni rossi dolci crudi,90.37790990230107,0.006840831608325554,5.919950430281729,0.0,0.00039466336201878193,2.03909403709704,0.02545578685021144,0.2631089080125213,0.03288861350156516,0.06577722700313032,0.03288861350156516,0.011774123633560328,0.00013155445400626065,0.2068036016978417,0.9866584050469548,6.577722700313033e-05,6.577722700313033e-05,0.03288861350156516,30.257524421439953,0.0,6.577722700313033e-05,6.577722700313033e-05,0.0,6.577722700313033e-05,0.000986658405046955,0.0003288861350156516,0.0002631089080125213,0.12517406298695702,0.0,0.0015786534480751277,6.577722700313033e-05,0.0002631089080125213,4.14396530119721
carote crude,86.37834355503773,0.03221159008267641,9.294886690523539,0.0,0.00032051333415598416,2.724363340325865,0.03429492675469031,0.16025666707799208,0.08012833353899604,0.08012833353899604,0.08012833353899604,0.011698736696693421,0.00016025666707799208,0.3128210141362405,0.9615400024679523,0.00016025666707799208,0.00016025666707799208,0.08012833353899604,40.064166769498016,0.0,0.00016025666707799208,0.00016025666707799208,0.0,0.00016025666707799208,0.0009615400024679524,0.00032051333415598416,0.00016025666707799208,0.005769240014807715,0.0,0.0006410266683119683,0.00016025666707799208,0.00016025666707799208,4.647443345261769
patata rossa cruda,80.0213142618962,0.009886624093842162,15.73504961414316,0.0,0.0007426572089271108,1.6709787200859991,0.06029448214976981,0.13924822667383327,0.023208037778972214,0.04641607555794443,0.023208037778972214,0.02176913943667593,0.00013924822667383326,0.44986460430759734,1.856643022317777,0.00013924822667383326,4.641607555794443e-05,0.023208037778972214,69.1599525813372,0.0,9.283215111588885e-05,4.641607555794443e-05,0.0,4.641607555794443e-05,0.001113985813390666,0.0002784964533476665,0.0001856643022317777,0.00849414182710383,0.0,4.641607555794443e-05,4.641607555794443e-05,0.00032491252890561094,1.2532340400644997
pate di fegato doca,37.71598293351773,0.07150321764479403,4.714497866689716,0.15322118066741577,0.005500247511138002,0.0,0.20429490755655438,44.787729733552304,25.92973826679344,0.7857496444482861,14.929243244517435,0.01335774395562086,0.0007857496444482862,0.1406491863562432,11.786244666724292,0.0007857496444482862,0.0007857496444482862,0.39287482222414305,471.4497866689716,0.0007857496444482862,0.0007857496444482862,0.0007857496444482862,0.0007857496444482862,0.0007857496444482862,0.0023572489333448577,0.0015714992888965723,0.0007857496444482862,0.0023572489333448577,0.0,0.0,0.0,0.0007857496444482862,0.0
focaccia inglese di grano integrale,43.60740055130149,0.25254749524578246,38.55356273906456,0.0,0.0023103258570225955,6.353396106812139,0.26871977624494064,2.021535124894771,0.4331860981917367,0.8663721963834734,0.2887907321278244,0.06772142668397484,0.0017327443927669464,0.20013197736458233,8.374931231706908,0.00014439536606391222,0.00014439536606391222,0.2887907321278244,193.48979052564238,0.0,0.00028879073212782443,0.00014439536606391222,0.0,0.00014439536606391222,0.003321093419469981,0.0007219768303195611,0.00014439536606391222,0.0,0.0,0.0004331860981917366,0.00014439536606391222,0.0015883490267030345,7.652954401387348
minestra di piselli spezzati,81.35318637215121,0.016777875366918476,11.666476127229359,0.0019899340551461447,0.0007413479813289559,1.8728791107257832,0.05329901802607125,0.8974212405561044,0.3511648332610844,0.15607325922714863,0.31214651845429725,0.013812483441602652,0.00019509157403393575,0.18065479755542452,3.784776536258353,0.00011705494442036145,3.9018314806787156e-05,0.15607325922714863,70.23296665221686,0.0,7.803662961357431e-05,3.9018314806787156e-05,0.0,3.9018314806787156e-05,0.0004682197776814458,0.0002341098888407229,7.803662961357431e-05,0.0,0.0,0.00019509157403393575,3.9018314806787156e-05,0.0003901831480678715,4.994344295268756
salsa bianca,75.27425644555925,0.11862129087307682,9.20822902031681,0.007036856238233371,0.0003216848566049541,0.20105303537809627,0.09851598733526719,10.696021482114725,4.463377385393738,2.895163709444587,2.8549531023689676,0.014073712476466741,4.021060707561926e-05,0.1568213675949151,3.860218279259449,4.021060707561926e-05,4.021060707561926e-05,0.36189546368057335,147.97503403827886,0.00012063182122685776,8.042121415123853e-05,4.021060707561926e-05,4.021060707561926e-05,0.00020105303537809631,0.00040210607075619263,0.0003216848566049541,4.021060707561926e-05,0.0008042121415123853,4.021060707561926e-05,0.00028147424952933484,4.021060707561926e-05,0.00040210607075619263,4.4231667783181186
barbera vino rosso,96.80314077397645,0.0,3.140773976444195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05608524957936064,0.0,0.0,0.0,95.34492428491308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carne di tacchino arrosto,63.36046986495827,0.013965260909774605,0.060183811303132065,0.10872598015028002,0.001088541978352302,0.0,0.2224393665763761,7.371208540909698,2.6402376349939245,2.1142834579535092,2.1483003947770185,0.029924437654896455,1.3083437239811321e-05,0.23839854332149804,28.477409496173316,9.158406067867925e-05,2.8783561927584903e-05,0.10205081047052829,188.53233062568114,1.3083437239811321e-05,4.448368661535849e-05,7.850062343886792e-06,2.616687447962264e-06,0.00027998555693196226,0.009548292497614302,0.0009446241687143775,0.0006149215502711321,0.0,2.616687447962264e-06,7.065056109498113e-05,0.0,0.0024727696383243397,0.0
burrito con fagioli formaggio e manzo,65.54800720132886,0.06465281438674317,19.694241920884842,0.06156937246983695,0.0018898514974586464,0.0,0.06962610780110803,6.564747306961613,2.188249102320538,0.4973293414364859,3.5807712583426987,0.025264330544973485,0.00019893173657459438,0.20390502998895924,7.261008384972693,0.00019893173657459438,9.946586828729719e-05,0.4973293414364859,164.11868267404034,0.0,0.00019893173657459438,9.946586828729719e-05,9.946586828729719e-05,0.00039786347314918876,0.0018898514974586464,0.0007957269462983775,9.946586828729719e-05,0.0024866467071824293,0.0,0.0,0.0,0.001193590419447566,0.0
