,0,1,2,3,4,5
1,Categoria merceologica: 10070 - carne di coniglio e di lepre,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",68,02,1082,,
6,"Energia, ricalcolata, kJ",580,86,,,
7,"Energia, Ric con fibra, kJ",580,86,,,
8,"Energia, ricalcolata, kcal",138,86,,,
9,"Energia, Ric con fibra, kcal",138,86,,,
10,"Proteine totali, g",22.1,02,1082,,
11,"Proteine animali, g",22.1,02,1082,,
12,"Proteine vegetali, g",0.0,02,1082,,
13,"Lipidi totali, g",5.3,02,1082,,
14,"Lipidi animali, g",5.3,02,1082,,
15,"Lipidi vegetali, g",0.0,02,1082,,
16,"Colesterolo, mg",65,02,APP,,"""coniglio crudo"""
17,"Carboidrati disponibili (MSE), g",0.5,02,1082,,
18,"Amido (MSE), g",0.0,02,1082,,
19,"Carboidrati solubili (MSE), g",0.5,02,1082,,
20,"Fibra alimentare totale, g",0.0,02,1082,,
21,"Alcol, g",0.0,02,1082,,
22,"Acqua, g",70.9,02,1082,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",1.3,02,1082,,
25,"Calcio, mg",17,02,1082,,
26,"Sodio, mg",67,02,1082,,
27,"Potassio, mg",360,02,1082,,
28,"Fosforo, mg",180,02,1082,,
29,"Zinco, mg",4.50,AO,107010,1,"""Coniglio intero"" acqua 74,9, prot 19,9, lip 4,3, Zn 3,9mg"
30,"Magnesio, mg",26,AO,107010,1,Mg 22mg
31,"Rame, mg",0.07,AO,107010,1,"Cu 0,06mg"
32,"Selenio, µg",20.0,AO,107010,1,Se 17µg
33,"Cloro, mg",74,T,387,6,"""Rabbit, raw, meat only"" acqua=71.5g, lip=5.5g, prot=21.9g"
34,"Iodio, µg",5,Y,6500,2,"""Hare"" acqua 73, prot 21,6, lip 3"
35,"Manganese, mg",0.01,T,387,6,
36,"Zolfo, mg",190,Y,6500,2,
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.17,02,1082,,
39,"Vitamina B2, Riboflavina, mg",0.11,02,1082,,
40,"Vitamina C, mg",0,02,1082,,
41,"Niacina, mg",3.70,02,1082,,
42,"Vitamina B6, mg",0.50,T,387,6,
43,"Folati totali, µg",5,T,387,6,
44,"Acido pantotenico, mg",0.80,T,387,6,
45,"Biotina, µg",1.0,T,387,6,
46,"Vitamina B12, µg",10.0,T,387,6,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",0,02,1082,,
50,"Retinolo, µg",0,02,1082,,
51,"ß-carotene eq., µg",0,02,1082,,
52,"Vitamina E (ATE), mg",0.13,T,387,6,
53,"Vitamina D, µg",0.00,Y,6500,2,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",2.10,AO,107010,3A,"Coniglio, intero lip 4.3AcGrSaturiTot1.7, SommaAcButirrico,caproico,caprilico,caprico0, AcLaurico0, AcMiristico0.11, AcPalmitico1.22, AcStearico0.37, AcArachidico0, AcBeenico0, AcGrMonoinsaturiTot0.85, AcMiristoleico0, AcPalmitoleico0.09, AcOleico0.76, AcEicosenoico0, AcErucico0, AcGrPolinstauriTot1.32, AcLinoleico0.4, AcLinolenico0.07, AcArachidonico0, AcEicosapentaenoico(EPA)0, AcDecosaesaenoico(DHA)0, AltriAcGrPolinsaturi-3"
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,AO,107010,3A,
57,"Acido laurico, g",0.00,AO,107010,3A,
58,"Acido miristico, g",0.14,AO,107010,3A,
59,"Acido palmitico, g",1.50,AO,107010,3A,
