Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,3 mg","30,5 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"< 0,1 mg","32,2 %"
Vitamina B2,"0,3 mg","22,0 %"
Vitamina B3,"3,1 mg","19,3 %"
Vitamina B5,"0,3 mg","5,4 %"
Vitamina B6,"< 0,1 mg","5,7 %"
Vitamina C,"2,0 mg","2,5 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
