Valori nutrizionali,per porzione,% RDA
Valore calorico,486 kcal 2.035 kJ,"24,3 %"
Grassi,"22,0 g","33,8 %"
Grassi saturi,"5,4 g","24,4 %"
Grassi monoinsaturi,"9,6 g","33,0 %"
Grassi polinsaturi,"5,8 g","39,0 %"
Carboidrati,"69,3 g","25,9 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"5,0 g","6,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"82,4 g","4,1 %"
