Minerali,per porzione,% RDA
Calcio,"88,4 mg","8,8 %"
Rame,"0,2 mg","17,2 %"
Ferro,"2,0 mg","13,4 %"
Magnesio,"162,0 mg","54,0 %"
Manganese,"0,1 mg","6,4 %"
Fosforo,"1.266,8 mg","181,0 %"
Potassio,"2.749,6 mg","137,5 %"
Selenio,"0,2 mg","766,0 %"
Zinco,"2,8 mg","40,7 %"
