Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,4 mg","34,9 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","29,6 %"
Vitamina B3,"12,4 mg","77,7 %"
Vitamina B5,"1,8 mg","30,7 %"
Vitamina B6,"0,0 mg","0,0 %"
Vitamina C,"9,8 mg","12,3 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
