Minerali,per porzione,% RDA
Calcio,"12,9 mg","1,3 %"
Rame,"0,6 mg","61,3 %"
Ferro,"1,8 mg","12,1 %"
Magnesio,"81,9 mg","27,3 %"
Manganese,"0,5 mg","25,0 %"
Fosforo,"159,3 mg","22,8 %"
Potassio,"189,6 mg","9,5 %"
Selenio,"< 0,1 mg","20,3 %"
Zinco,"1,6 mg","22,9 %"
