Valori nutrizionali,per porzione,% RDA
Valore calorico,83 kcal 349 kJ,"4,2 %"
Grassi,"0,2 g","0,3 %"
Grassi saturi,"0,1 g","0,6 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"< 0,1 g","< 0,1 %"
Carboidrati,"12,2 g","4,5 %"
Zuccheri,"12,5 g","24,9 %"
Proteine,"8,3 g","11,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"4,9 mg","16,3 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"222,6 g","11,1 %"
