0,1
Grassi saturi totali,17.46
C4:0\÷C10:0 (laurico),0.29
C12:0 (laurico),0.11
C14:0 (miristico),0.28
C16:0 (palmitico),7.69
C18:0 (stearico),8.68
C20:0 (arachidico),0.28
C22:0 (beenico),0.04
Grassi monoinsaturi totali,15.94
C14:1 (miristoleico),0.04
C16:1 (palmitoleico),0.11
C18:1 (oleico),15.73
C20:1 (eicosaenoico),0.04
C22:1 (erucico),0.00
Grassi polinsaturi totali,1.76
C18:2 W6 (linoleico),1.69
C18:3 W3 (linolenico),0.07
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.10
