Minerali,per porzione,% RDA
Calcio,"3,6 mg","0,4 %"
Rame,"< 0,1 mg","1,2 %"
Ferro,"0,1 mg","0,8 %"
Magnesio,"1,6 mg","0,5 %"
Manganese,"0,1 mg","7,0 %"
Fosforo,"2,9 mg","0,4 %"
Potassio,"28,3 mg","1,4 %"
Selenio,"< 0,1 mg","1,4 %"
Zinco,"< 0,1 mg","1,0 %"
