,0,1
0,Composizione chimica,valore per 100g
1,Lipidi totali,ND
2,Saturi totali,2.16
3,C12 0,0.01
4,C14 0,0.10
5,C14 1,0g
6,C15 0,0g
7,C16 0,1.38
8,C16 1,0.17
9,C17 0,0.01
10,C17 1,0.01
11,C18 0,0.64
12,C18 1,2.62
13,C18 2,0.79
14,C18 3,0.04
15,C20 0,0.01
16,C20 1,0.05
17,C20 2,0g
18,C20 3,0g
19,C20 4,0.06
20,C20 5,0g
21,C22 0,0g
22,C22 1,0g
23,C22 6,0g
24,C4 0 c10 0,0.01
25,Monoinsaturi totali,2.86
26,Nitrati,0g
27,Nitriti,0g
28,Polinsaturi totali,0.90
