Minerali,per porzione,% RDA
Calcio,"16,0 mg","1,6 %"
Rame,"< 0,1 mg","9,4 %"
Ferro,"0,7 mg","4,9 %"
Magnesio,"23,0 mg","7,7 %"
Manganese,"< 0,1 mg","1,4 %"
Fosforo,"199,0 mg","28,4 %"
Potassio,"304,0 mg","15,2 %"
Selenio,"< 0,1 mg","28,3 %"
Zinco,"2,3 mg","33,1 %"
