Minerali,per porzione,% RDA
Calcio,"23,2 mg","2,3 %"
Rame,"< 0,1 mg","3,7 %"
Ferro,"0,3 mg","2,1 %"
Magnesio,"12,1 mg","4,0 %"
Manganese,"0,1 mg","6,3 %"
Fosforo,"12,1 mg","1,7 %"
Potassio,"109,1 mg","5,5 %"
Selenio,"< 0,1 mg","1,0 %"
Zinco,"0,2 mg","2,7 %"
