Minerali,per porzione,% RDA
Calcio,"54,0 mg","5,4 %"
Rame,"0,2 mg","23,5 %"
Ferro,"2,3 mg","15,3 %"
Magnesio,"38,0 mg","12,7 %"
Manganese,"0,6 mg","32,3 %"
Fosforo,"127,0 mg","18,1 %"
Potassio,"327,0 mg","16,4 %"
Selenio,"< 0,1 mg","23,4 %"
Zinco,"1,1 mg","15,4 %"
