,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"50,80g",-
3,Carboidrati disponibili,1g,-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,1g,-
6,Proteine,"19,10g",-
7,Grassi (Lipidi),"27,10g",-
8,Saturi totali,"13,10g",-
9,Monoinsaturi totali,"7,10g",-
10,Polinsaturi totali,"0,73g",-
11,Colesterolo,70mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,600mg,40% RDA
17,Potassio,111mg,2.36% RDA
18,Ferro,"0,30mg",3.75% RDA
19,Calcio,401mg,40.10% RDA
20,Fosforo,326mg,46.57% RDA
21,Magnesio,20mg,4.76% RDA
22,Zinco,"2,81mg",25.55% RDA
23,Rame,ND,-
24,Selenio,"7,30µg",13.27% RDA
25,Tiamina (Vit. B1),"0,01mg",0.83% RDA
26,Riboflavina (Vit. B2),"0,18mg",13.85% RDA
27,Niacina (Vit. B3 o PP),"0,90mg",5.63% RDA
28,Vitamina A retinolo eq.,287µg,31.89% RDA
29,Vitamina C,0mg,0% RDA
30,Vitamina E,"0,52mg",3.47% RDA
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
