Valori nutrizionali,per porzione,% RDA
Valore calorico,368 kcal 1.539 kJ,"18,4 %"
Grassi,"26,6 g","40,9 %"
Grassi saturi,"7,1 g","32,4 %"
Grassi monoinsaturi,"11,1 g","38,1 %"
Grassi polinsaturi,"7,2 g","47,7 %"
Carboidrati,"22,9 g","8,6 %"
Zuccheri,"11,0 g","21,9 %"
Proteine,"9,6 g","13,2 %"
Fibre alimentari,"0,5 g","0,2 %"
Colesterolo,"17,5 mg","58,3 %"
Sodio,"0,9 g","0,2 %"
Acqua,"187,2 g","9,4 %"
